g1,g2,n1,n2,eps,feasible,chi,d1_i,d1_j,d1_ij,eps_add,SL,panel,origin
b3734,b3731,atpA,atpC,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3734,b3732,atpA,atpD,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3734,b3732,atpA,atpD,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3734,b3732,atpA,atpD,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3734,b3732,atpA,atpD,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3734,b3732,atpA,atpD,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3734,b3732,atpA,atpD,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3734,b3733,atpA,atpG,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3734,b3733,atpA,atpG,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3734,b3733,atpA,atpG,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3734,b3733,atpA,atpG,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3734,b3733,atpA,atpG,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3734,b3733,atpA,atpG,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3734,b3738,atpA,atpB,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3734,b3738,atpA,atpB,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3734,b3738,atpA,atpB,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3734,b3738,atpA,atpB,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3734,b3738,atpA,atpB,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3734,b3738,atpA,atpB,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3735,b3736,atpH,atpF,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3735,b3736,atpH,atpF,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3735,b3736,atpH,atpF,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3735,b3736,atpH,atpF,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3735,b3736,atpH,atpF,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3735,b3736,atpH,atpF,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3735,b3737,atpH,atpE,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3735,b3737,atpH,atpE,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3735,b3737,atpH,atpE,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3735,b3737,atpH,atpE,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3735,b3737,atpH,atpE,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3735,b3737,atpH,atpE,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3735,b3731,atpH,atpC,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3735,b3731,atpH,atpC,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3735,b3731,atpH,atpC,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3735,b3731,atpH,atpC,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3735,b3731,atpH,atpC,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3735,b3731,atpH,atpC,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3735,b3732,atpH,atpD,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3735,b3732,atpH,atpD,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3735,b3732,atpH,atpD,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3735,b3732,atpH,atpD,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3735,b3732,atpH,atpD,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3735,b3732,atpH,atpD,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3735,b3733,atpH,atpG,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3735,b3733,atpH,atpG,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3735,b3733,atpH,atpG,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3735,b3733,atpH,atpG,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3735,b3733,atpH,atpG,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3735,b3733,atpH,atpG,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3735,b3738,atpH,atpB,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3735,b3738,atpH,atpB,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3735,b3738,atpH,atpB,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3735,b3738,atpH,atpB,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3735,b3738,atpH,atpB,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3735,b3738,atpH,atpB,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3736,b3737,atpF,atpE,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3736,b3737,atpF,atpE,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3736,b3737,atpF,atpE,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3736,b3737,atpF,atpE,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3736,b3737,atpF,atpE,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3736,b3737,atpF,atpE,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3736,b3731,atpF,atpC,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3736,b3731,atpF,atpC,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3736,b3731,atpF,atpC,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3736,b3731,atpF,atpC,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3736,b3731,atpF,atpC,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3736,b3731,atpF,atpC,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3736,b3732,atpF,atpD,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3736,b3732,atpF,atpD,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3736,b3732,atpF,atpD,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3736,b3732,atpF,atpD,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3736,b3732,atpF,atpD,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3736,b3732,atpF,atpD,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3736,b3733,atpF,atpG,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3736,b3733,atpF,atpG,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3736,b3733,atpF,atpG,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3736,b3733,atpF,atpG,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3736,b3733,atpF,atpG,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3736,b3733,atpF,atpG,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3736,b3738,atpF,atpB,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3736,b3738,atpF,atpB,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3736,b3738,atpF,atpB,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3736,b3738,atpF,atpB,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3736,b3738,atpF,atpB,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3736,b3738,atpF,atpB,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3737,b3731,atpE,atpC,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3737,b3731,atpE,atpC,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3737,b3731,atpE,atpC,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3737,b3731,atpE,atpC,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3737,b3731,atpE,atpC,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3737,b3731,atpE,atpC,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3737,b3732,atpE,atpD,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3737,b3732,atpE,atpD,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3737,b3732,atpE,atpD,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3737,b3732,atpE,atpD,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3737,b3732,atpE,atpD,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3737,b3732,atpE,atpD,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3737,b3733,atpE,atpG,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3737,b3733,atpE,atpG,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3737,b3733,atpE,atpG,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3737,b3733,atpE,atpG,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3737,b3733,atpE,atpG,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3737,b3733,atpE,atpG,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3737,b3738,atpE,atpB,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3737,b3738,atpE,atpB,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3737,b3738,atpE,atpB,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3737,b3738,atpE,atpB,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3737,b3738,atpE,atpB,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3737,b3738,atpE,atpB,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3731,b3732,atpC,atpD,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3731,b3732,atpC,atpD,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3731,b3732,atpC,atpD,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3731,b3732,atpC,atpD,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3731,b3732,atpC,atpD,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3731,b3732,atpC,atpD,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3731,b3733,atpC,atpG,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
b3731,b3733,atpC,atpG,0.5,True,0.0,129.721954850527,129.721954850527,129.7219548505272,-19586.667612014615,False,A,panel
b3731,b3733,atpC,atpG,0.25,True,0.0,64.86074477132381,64.86074477132381,64.8607447713239,-19586.667612014615,False,A,panel
b3731,b3733,atpC,atpG,0.125,True,0.0,32.43013973172044,32.43013973172044,32.43013973172986,-19586.667612014615,False,A,panel
b3731,b3733,atpC,atpG,0.0625,True,0.0,16.214837211918624,16.214837211918624,16.21483721192078,-19586.667612014615,False,A,panel
b3731,b3733,atpC,atpG,0.03125,True,0.0,8.107185952017195,8.107185952017195,8.107185952018536,-19586.667612014615,False,A,panel
b3731,b3738,atpC,atpB,1.0,True,0.0,272.9656969818416,272.9656969818416,272.9656969818416,-19586.667612014615,False,A,panel
