gene_bnumber,kappa_mu,kappa_vg_all,kappa_vg_int,kappa_dual,kappa_c,kappa_v_lex,n_rxns,kappa_V_E22
b0386,0.030806483241530402,0.030806483241530402,0.0,0.0,0.0,0.007747260487304744,1,0.0077472604873042
b3290,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.006040542598250309,1,0.0060405425982499
b3849,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.006040542598250309,1,0.0060405425982499
b1291,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.006040542598250309,1,0.0060405425982499
b1363,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.006040542598250309,1,0.0060405425982499
b1250,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.006040542598250309,1,0.0060405425982499
b3747,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.006040542598250309,1,0.0060405425982499
b2780,0.022370951674229755,0.022370951674229755,0.0,0.0,0.0,0.004085383500427105,1,0.0040853835004268
b4019,0.021511650705387103,0.021511650705387103,0.0,0.0,0.0,0.0037775601311253524,1,0.0037775601311251
b3941,0.021511650705387103,0.021511650705387103,0.0,0.0,0.0,0.0037775601311253524,1,0.0037775601311251
b3829,0.021511650705387103,0.021511650705387103,0.0,0.0,0.0,0.0037775601311253524,1,0.0037775601311251
b3939,0.021449216901617885,0.021449216901617885,0.0,0.0,0.0,0.00375566453620383,1,0.0037556645362035
b1622,0.021449216901617885,0.021449216901617885,0.0,0.0,0.0,0.00375566453620383,1,0.0037556645362035
b3008,0.021449216901617885,0.021449216901617885,0.0,1.3877787807814457e-16,0.0,0.00375566453620383,2,0.0037556645362035
b4013,0.021449216901617885,0.021449216901617885,0.0,0.0,0.0,0.00375566453620383,1,0.0037556645362035
b0452,0.02096382194954627,0.02096382194954627,0.0,0.01503524518106547,0.0,0.003587606781427997,10,0.0035876067814277
b1094,0.02096382194954627,0.02096382194954627,0.0,0.052882586498918915,0.0,0.003587606781427997,26,0.0035876067814277
b2836,0.02096382194954627,0.02096382194954627,0.0,0.0347366009355645,0.0,0.003587606781427997,23,0.0035876067814277
b3608,0.019375104621489836,0.019375104621489836,0.0,0.0,0.0,0.003064446359897239,1,0.003064446359897
b2895,0.015156223948486536,0.015156223948486536,0.0,5.551115123125783e-17,0.0,0.001875192852023104,7,0.0018751928520229
b1378,0.015156223948486536,0.015156223948486536,0.0,0.0,0.0,0.001875192852023104,1,0.0018751928520229
b0684,0.015156223948486536,0.015156223948486536,0.0,5.551115123125783e-17,0.0,0.001875192852023104,7,0.0018751928520229
b2026,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,2,0.0014229705033964
b2023,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,1,0.0014229705033964
b2025,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,1,0.0014229705033964
b2021,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,1,0.0014229705033964
b2024,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,1,0.0014229705033964
b2020,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,1,0.0014229705033964
b2022,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,2,0.0014229705033964
b2019,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0014229705033965896,1,0.0014229705033964
b3176,0.01316795814854109,0.01316795814854109,0.0,0.0,0.0,0.0014154703820312528,1,0.0014154703820311
b3729,0.01316795814854109,0.01316795814854109,0.0,0.0,0.0,0.0014154703820312528,1,0.0014154703820311
b3730,0.01316795814854109,0.01316795814854109,0.0,0.0,0.0,0.0014154703820312528,2,0.0014154703820311
b0185,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0009603765216536604,1,0.0009603765216535
b2316,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0009603765216536604,1,0.0009603765216535
b3256,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0009603765216536604,1,0.0009603765216535
b3255,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0009603765216536604,1,0.0009603765216535
b1092,0.010846201070873168,0.010846201070873168,0.0,0.0,0.0,0.000960327164635429,1,0.0009603271646353
b1093,0.010845643626196583,0.010845643626196583,0.0,0.0,0.0,0.0009602284544040017,14,0.0009602284544039
b1095,0.010845643626196583,0.010845643626196583,0.0,2.0469737016526324e-16,0.0,0.0009602284544040017,9,0.0009602284544039
b2323,0.010845643626196583,0.010845643626196583,0.0,2.0469737016526324e-16,0.0,0.0009602284544040017,13,0.0009602284544039
b3018,0.010481910974773134,0.010481910974773134,0.0,0.005184567303815557,0.0,0.0008969016953569993,7,0.0008969016953569
b4041,0.010481910974773134,0.010481910974773134,0.0,0.052882586498918915,0.0,0.0008969016953569993,7,0.0008969016953569
b4160,0.010481910974773134,0.010481910974773134,0.0,0.0,0.0,0.0008969016953569993,7,0.0008969016953569
