gene_bnumber,kappa_mu,kappa_vg_all,kappa_vg_int,kappa_dual,kappa_c,kappa_v_lex,n_rxns,kappa_V_E22
b2585,0.010481910974773134,0.010481910974773134,0.0,0.021775182676025517,0.0,0.0008969016953569993,7,0.0008969016953569
b0175,0.010481910974773134,0.010481910974773134,0.0,0.012442961529157703,0.0,0.0008969016953569993,7,0.0008969016953569
b1262,0.00792170693672764,0.00792170693672764,0.0,0.0,0.0,0.0005122729860436637,2,0.0005122729860436
b1260,0.00792170693672764,0.00792170693672764,0.0,2.7755575615628914e-17,0.0,0.0005122729860436637,3,0.0005122729860436
b1261,0.00792170693672764,0.00792170693672764,0.0,2.7755575615628914e-17,0.0,0.0005122729860436637,3,0.0005122729860436
b1263,0.00792170693672764,0.00792170693672764,0.0,0.0,0.0,0.0005122729860436637,2,0.0005122729860436
b3708,0.00792170693672764,0.00792170693672764,0.0,1.3877787807814457e-16,0.0,0.0005122729860436637,3,0.0005122729860436
b1264,0.00792170693672764,0.00792170693672764,0.0,0.0,0.0,0.0005122729860436637,1,0.0005122729860436
b2903,0.007609746959693409,0.007609746959693409,0.0,0.0,0.0,0.00047272039827535935,1,0.0004727203982757
b2904,0.007609746959693409,0.007609746959693409,0.0,0.0,0.0,0.00047272039827535935,1,0.0004727203982757
b2905,0.007609746959693409,0.007609746959693409,0.0,0.0,0.0,0.00047272039827535935,1,0.0004727203982757
b0914,0.006403088276742651,0.006403088276742651,0.0,0.027996663440604697,0.0,0.000334690118196526,32,0.0003346901181965
b1190,0.00580885225158205,0.00580885225158205,0.0,0.0,0.0,0.00027545113861343563,1,0.0002754511386134
b4053,0.00580885225158205,0.00580885225158205,0.0,0.0,0.0,0.00027545113861343563,1,0.0002754511386134
b1215,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100041,1,0.0002400571136009
b3198,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100041,1,0.0002400571136009
b2708,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100041,1,0.0002400571136009
b0918,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100041,1,0.0002400571136009
b0096,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100047,1,0.0002400571136009
b3197,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100041,1,0.0002400571136009
b0181,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100047,1,0.0002400571136009
b0179,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.00024005711360100047,1,0.0002400571136009
b0085,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b0088,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b3967,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b0381,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b1278,0.003872568167721399,0.003872568167721399,0.0,0.027996663440604693,0.0,0.00012242272827263807,30,0.0001224227282726
b0086,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b0092,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b3057,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,2,0.0001224227282726
b0841,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,2,0.0001224227282726
b3189,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b3972,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b0090,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b0087,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b0091,0.003872568167721399,0.003872568167721399,0.0,0.0,0.0,0.00012242272827263807,1,0.0001224227282726
b4238,0.0037651207063239024,0.0037651207063239024,0.0,0.0,0.0,0.00011572354230981178,4,0.0001157235423098
b3924,0.0037651207063239024,0.0037651207063239024,0.0,5.551115123125783e-17,0.0,0.00011572354230981178,5,0.0001157235423098
b4237,0.0037651207063239024,0.0037651207063239024,0.0,0.0,0.0,0.00011572354230981178,4,0.0001157235423098
b1606,0.0037397569735423963,0.0037397569735423963,0.0,0.0,0.0,0.00011416965078307811,2,0.000114169650783
b0048,0.0037397569735423963,0.0037397569735423963,0.0,0.0,0.0,0.00011416965078307811,1,0.000114169650783
b2827,0.003646524351396202,0.003646524351396202,0.0,0.0,0.0,0.00010854808036818893,1,0.0001085480803681
b3640,0.003646524351396105,0.003646524351396105,0.0,0.0,0.0,0.00010854808036818893,1,0.0001085480803681
b1098,0.003646524351396202,0.003646524351396202,0.0,0.0,0.0,0.00010854808036818893,1,0.0001085480803681
b2251,0.003646524351396105,0.003646524351396105,0.0,7.19910242530375e-17,0.0,0.00010854808036818893,3,0.0001085480803681
b4261,0.0027114109065491457,0.0027114109065491457,0.0,4.440892098500626e-16,0.0,6.0014278400250104e-05,9,6.001427840024629e-05
b3200,0.0027114109065491457,0.0027114109065491457,0.0,4.440892098500626e-16,0.0,6.0014278400250104e-05,9,6.001427840024629e-05
b3201,0.0027114109065491457,0.0027114109065491457,0.0,4.440892098500626e-16,0.0,6.0014278400250104e-05,9,6.001427840024629e-05
b4262,0.0027114109065491457,0.0027114109065491457,0.0,4.440892098500626e-16,0.0,6.0014278400250104e-05,9,6.001427840024629e-05
b3633,0.0027114109065491457,0.0027114109065491457,0.0,0.0,0.0,6.0014278400250104e-05,2,6.001427840024629e-05
b3199,0.0027114109065491457,0.0027114109065491457,0.0,4.440892098500626e-16,0.0,6.0014278400250104e-05,9,6.001427840024629e-05
b0915,0.0027114109065491457,0.0027114109065491457,0.0,0.0,0.0,6.0014278400250104e-05,1,6.001427840024628e-05
b0182,0.0027114109065491457,0.0027114109065491457,0.0,0.0,0.0,6.0014278400250104e-05,1,6.001427840024628e-05
b0524,0.0027114109065491457,0.0027114109065491457,0.0,0.0,0.0,6.0014278400250104e-05,1,6.001427840024625e-05
b3040,0.002238279737360613,0.002238279737360613,0.0,0.0,0.0,4.0897111694650956e-05,6,4.089711169464834e-05
b0149,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,5,3.060568206815759e-05
b1069,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,2,3.060568206815759e-05
b0635,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,2,3.060568206815759e-05
b3396,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,5,3.060568206815759e-05
b2519,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,2,3.060568206815759e-05
b0084,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,2,3.060568206815759e-05
b4208,0.0019362840838606996,0.0019362840838606996,0.0,0.0,0.0,3.0605682068159516e-05,5,3.060568206815759e-05
b4209,0.0010881320085493196,0.0010881320085493196,0.0,0.0,0.0,9.665561371508421e-06,1,9.665561371507808e-06
b0007,0.0,0.0,0.0,0.0,0.0,0.0,2,4.295254891668811e-06
b3196,0.000725374885309835,0.000725374885309835,0.0,0.0,0.0,4.295254891669085e-06,1,4.295254891668811e-06
b2400,0.0004972406514477399,0.0004972406514477399,0.0,0.0,0.0,2.0183531873309524e-06,1,2.018353187330823e-06
b0154,0.0004972406514477399,0.0004972406514477399,0.0,0.0,0.0,2.0183531873309524e-06,1,2.018353187330823e-06
b1210,0.0004972406514477399,0.0004972406514477399,0.0,0.0,0.0,2.0183531873309524e-06,1,2.018353187330823e-06
b0420,0.0003950889144771737,0.0003950889144771737,0.0,0.0,0.0,1.2742469415518203e-06,1,1.2742469415517724e-06
b0155,0.0003626874426549175,0.0003626874426549175,0.0,0.0,0.0,1.0738137229172713e-06,1,1.073813722917203e-06
b1592,0.0003626874426549175,0.0003626874426549175,0.0,0.0,0.0,1.0738137229172713e-06,1,1.073813722917203e-06
b1849,0.08118847250816241,0.08118847250816241,0.0,0.0,0.0,0.053808718867181346,2,9.53987248699832e-07
b0029,0.0002941914280286881,0.0002941914280286881,0.0,0.0,0.0,7.065191536659936e-07,2,9.048566300811854e-07
b1208,0.00033293383304620243,0.00033293383304620243,0.0,0.0,0.0,9.04856630081215e-07,1,9.048566300811854e-07
b2746,0.00033293383304620243,0.00033293383304620243,0.0,0.0,0.0,9.04856630081215e-07,1,9.048566300811854e-07
b2515,0.00033293383304620243,0.00033293383304620243,0.0,0.0,0.0,9.04856630081215e-07,1,9.048566300811854e-07
b0173,0.00033293383304620243,0.00033293383304620243,0.0,0.0,0.0,9.04856630081215e-07,1,9.048566300811852e-07
b2747,0.00033293383304620243,0.00033293383304620243,0.0,0.0,0.0,9.04856630081215e-07,1,9.04856630081185e-07
b0750,0.0003174647432713229,0.0003174647432713229,0.0,0.0,0.0,8.227254140387524e-07,1,8.227254140392701e-07
b1740,0.0003174647432713229,0.0003174647432713229,0.0,0.0,0.0,8.227254140387524e-07,1,8.227254140392699e-07
b0109,0.0003174647432713229,0.0003174647432713229,0.0,0.0,0.0,8.227254140387524e-07,1,8.227254140392699e-07
b0639,0.0003174647432713229,0.0003174647432713229,0.0,0.0,0.0,8.227254140387524e-07,2,8.227254140392699e-07
b2574,0.0003174647432713229,0.0003174647432713229,0.0,1.734723475976807e-17,0.0,8.227254140387524e-07,4,8.227254140392692e-07
b2530,0.0002515469102756006,0.0002515469102756006,0.0,0.0,0.0,5.165375352499558e-07,6,5.165375352499223e-07
b0369,0.00024862032572386993,0.00024862032572386993,0.0,0.0,0.0,5.045882968327381e-07,1,5.045882968327057e-07
b2942,0.00012514632987669933,0.00012514632987669933,0.0,0.0,0.0,1.278498276028284e-07,1,1.2784982760282022e-07
b1662,0.00012431016286620173,0.00012431016286620173,0.0,0.0,0.0,1.261470742083256e-07,1,1.2614707420816142e-07
b3041,0.00012431016286620173,0.00012431016286620173,0.0,0.0,0.0,1.261470742083256e-07,1,1.2614707420816142e-07
b4384,9.379006682296194e-05,9.379006682296194e-05,0.0,0.0,0.0,7.180878885313249e-08,7,7.18087888531248e-08
b3360,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225186e-08
b1812,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,2,7.095772924225186e-08
b1096,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225186e-08
b3177,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225186e-08
b1865,9.323262214619432e-05,9.323262214619432e-05,0.0,4.423544863740858e-17,0.0,7.095772924210813e-08,2,7.095772924225182e-08
b2979,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,3,7.095772924225182e-08
b0142,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225182e-08
b0099,9.323262214619432e-05,9.323262214619432e-05,0.0,4.423544863740858e-17,0.0,7.095772924210813e-08,3,7.095772924225182e-08
b2976,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225182e-08
b1415,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,2,7.095772924225182e-08
b4014,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225182e-08
b2315,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.095772924225182e-08
b4467,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,3,7.095772924225182e-08
b3058,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,2,7.09577292422518e-08
b2153,9.323262214619432e-05,9.323262214619432e-05,0.0,0.0,0.0,7.095772924210813e-08,1,7.09577292422518e-08
b0425,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.2600811011116584e-08
b0131,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.2600811011116584e-08
b0134,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.260081101111657e-08
b3639,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,2,5.260081101111655e-08
b0133,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.260081101111655e-08
b3974,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.260081101111655e-08
b3634,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.260081101111655e-08
b0103,8.027203342209077e-05,8.027203342209077e-05,0.0,0.0,0.0,5.2600811011123255e-08,1,5.2600811011116545e-08
b0826,6.800825053433247e-05,6.800825053433247e-05,0.0,0.0,0.0,3.775609910745477e-08,1,3.775609910745236e-08
b0784,6.800825053433247e-05,6.800825053433247e-05,0.0,0.0,0.0,3.775609910745477e-08,2,3.775609910745236e-08
b2687,6.243380376922303e-05,6.243380376922303e-05,0.0,0.0,0.0,3.1820243698193546e-08,1,3.18202436981855e-08
b0159,6.243380376922303e-05,6.243380376922303e-05,0.0,0.0,0.0,3.1820243698193546e-08,3,3.18202436981855e-08
b2615,6.229444259608918e-05,6.229444259608918e-05,0.0,0.0,0.0,3.167834758198006e-08,1,3.1678347581933296e-08
b3804,6.215508143096748e-05,6.215508143096748e-05,0.0,0.0,0.0,3.153676855204613e-08,1,3.1536768552044127e-08
b3805,6.215508143096748e-05,6.215508143096748e-05,0.0,0.0,0.0,3.153676855204613e-08,1,3.1536768552044113e-08
b0414,6.215508143310087e-05,6.215508143310087e-05,0.0,0.0,0.0,3.15367685520814e-08,2,3.153676855204036e-08
b0415,6.215508143310087e-05,6.215508143310087e-05,0.0,0.0,0.0,3.15367685520814e-08,1,3.153676855204036e-08
b1277,6.215508143310087e-05,6.215508143310087e-05,0.0,0.0,0.0,3.15367685520814e-08,1,3.1536768552040355e-08
b3816,4.501365762825735e-05,4.501365762825735e-05,0.0,5.204170427930421e-18,0.0,1.654064794318416e-08,3,1.6540647943183114e-08
b3807,3.985729437054413e-05,3.985729437054413e-05,0.0,0.0,0.0,1.2968195220511022e-08,4,1.2968195220510177e-08
b2529,3.985729437054413e-05,3.985729437054413e-05,0.0,0.0,0.0,1.2968195220511022e-08,6,1.2968195220510177e-08
b0421,3.874240501751359e-05,3.874240501751359e-05,0.0,0.0,0.0,1.2252848542984782e-08,2,1.2252848542984292e-08
b2889,0.0,0.0,0.0,0.0,0.0,0.0,1,1.2252848542984292e-08
b2528,3.6233903973222764e-05,3.6233903973222764e-05,0.0,0.0,0.0,1.0717516711166136e-08,2,1.0717516711165426e-08
b0781,3.400412526716624e-05,3.400412526716624e-05,0.0,0.0,0.0,9.439024776863693e-09,1,9.439024776863096e-09
b0783,3.400412526716624e-05,3.400412526716624e-05,0.0,0.0,0.0,9.439024776863693e-09,1,9.439024776863096e-09
b0785,3.400412526716624e-05,3.400412526716624e-05,0.0,0.0,0.0,9.439024776863693e-09,1,9.439024776863094e-09
b0009,3.400412526716624e-05,3.400412526716624e-05,0.0,0.0,0.0,9.439024776863693e-09,1,9.43902477686309e-09
b3803,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011033e-09
b3368,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,3,7.884192138011033e-09
b3187,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b3994,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b4407,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b0417,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b3993,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b3843,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b2311,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b3992,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b3990,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b4039,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b0423,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b3835,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b4040,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011032e-09
b2103,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,2,7.884192138011032e-09
b3850,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,2,7.88419213801103e-09
b2436,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.88419213801103e-09
b0052,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.88419213801103e-09
b2564,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.88419213801103e-09
b3991,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011027e-09
b0475,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011027e-09
b2927,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011027e-09
b3997,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011027e-09
b2320,3.107754071548374e-05,3.107754071548374e-05,0.0,0.0,0.0,7.884192138011533e-09,1,7.884192138011025e-09
b0025,3.107754071818292e-05,3.107754071818292e-05,0.0,0.0,0.0,7.884192138029163e-09,2,7.884192138009159e-09
b3917,1.7977590817477347e-05,1.7977590817477347e-05,0.0,7.28583859910259e-17,0.0,2.6383165028182723e-09,3,2.638316502818105e-09
b0763,1.7977590817477347e-05,1.7977590817477347e-05,0.0,2.7755575615628914e-17,0.0,2.6383165028182723e-09,3,2.638316502818105e-09
b0765,1.7977590817477347e-05,1.7977590817477347e-05,0.0,2.7755575615628914e-17,0.0,2.6383165028182723e-09,3,2.638316502818105e-09
b0764,1.7977590817477347e-05,1.7977590817477347e-05,0.0,2.7755575615628914e-17,0.0,2.6383165028182723e-09,3,2.638316502818105e-09
b2425,1.7977590817477347e-05,1.7977590817477347e-05,0.0,7.28583859910259e-17,0.0,2.6383165028182723e-09,5,2.638316502818105e-09
b2424,1.7977590817477347e-05,1.7977590817477347e-05,0.0,7.28583859910259e-17,0.0,2.6383165028182723e-09,5,2.638316502818105e-09
b2423,1.7977590817477347e-05,1.7977590817477347e-05,0.0,7.28583859910259e-17,0.0,2.6383165028182723e-09,5,2.638316502818105e-09
b2422,1.7977590817477347e-05,1.7977590817477347e-05,0.0,7.28583859910259e-17,0.0,2.6383165028182723e-09,5,2.638316502818105e-09
b0827,1.700206263358312e-05,1.700206263358312e-05,0.0,2.220446049250313e-16,0.0,2.359756194215923e-09,4,2.3597561942157726e-09
b3857,1.700206263358312e-05,1.700206263358312e-05,0.0,0.0,0.0,2.359756194215923e-09,5,2.3597561942157726e-09
b3856,1.700206263358312e-05,1.700206263358312e-05,0.0,0.0,0.0,2.359756194215923e-09,5,2.3597561942157726e-09
b0174,7.664864302030228e-06,7.664864302030228e-06,0.0,0.0,0.0,4.795930185100484e-10,1,4.795930185100763e-10
b0776,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,1,6.341725864594927e-13
b1091,2.787223382554591e-07,2.787223382554591e-07,0.0,1.97758476261356e-16,0.0,6.341725864595335e-13,3,6.341725864594923e-13
b0774,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,1,6.341725864594923e-13
b0775,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,1,6.341725864594923e-13
b3412,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,1,6.341725864594923e-13
b0777,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,1,6.341725864594923e-13
b0778,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,1,6.341725864594923e-13
b1288,2.787223382554591e-07,2.787223382554591e-07,0.0,0.019182899024117905,0.0,6.341725864595335e-13,26,6.341725864594923e-13
b0180,2.787223382554591e-07,2.787223382554591e-07,0.0,0.0,0.0,6.341725864595335e-13,14,6.341725864594923e-13
