gene_bnumber,kappa_mu_max,kappa_mu_sum,kappa_mu_own,kappa_v_lex,n_rxns,kappa_V_E22
b0339,0.21984712196834444,0.21984712196834444,0.21984712196834444,0.043839235396335476,1,0.0438392353963408
b0071,0.18835958068125114,0.3767191613625023,0.18835958068125114,0.032180799662265294,2,0.0321807996622632
b0072,0.18835958068125114,0.3767191613625023,0.18835958068125114,0.032180799662265294,2,0.0321807996622632
b0074,0.18835958068125114,0.18835958068125114,0.18835958068125114,0.032180799662265294,1,0.0321807996622632
b4054,0.18835958068125114,0.3235610976446289,0.18835958068125114,0.032180799662265294,3,0.0321807996622632
b3770,0.18835958068125114,0.5641982581771222,0.18835958068125114,0.032180799662265294,4,0.0321807996622632
b0073,0.18835958068125114,0.18835958068125114,0.18835958068125114,0.032180799662265294,1,0.0321807996622632
b4005,0.18740091520899904,0.18740091520899904,0.18740091520899904,0.0318540616876442,1,0.0318540616876491
b2312,0.18740091520899904,0.18740091520899904,0.18740091520899904,0.0318540616876442,1,0.0318540616876491
b2499,0.18740091520897145,0.18740091520897145,0.18740091520897145,0.03185406168764422,1,0.0318540616876491
b2557,0.18740091520897145,0.18740091520897145,0.18740091520897145,0.03185406168764422,1,0.0318540616876491
b2476,0.18730768258682468,0.18730768258682468,0.18730768258682468,0.03182237455375961,1,0.0318223745537645
b1131,0.18730768258679553,0.3123301204073935,0.18730768258679553,0.03182237455375961,2,0.0318223745537645
b0523,0.18730768258682468,0.18730768258682468,0.18730768258682468,0.03182237455375961,1,0.0318223745537645
b0522,0.18730768258682468,0.18730768258682468,0.18730768258682468,0.03182237455375961,1,0.0318223745537645
b2500,0.1863753563650406,0.1863753563650406,0.1863753563650406,0.03150637047604851,1,0.0315063704760534
b3572,0.0,0.0,0.0,0.0,1,0.0283896994967888
b1704,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b0754,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b2601,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b1693,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b3389,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b3281,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b0908,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b2329,0.15933956826425855,0.15933956826425855,0.15933956826425855,0.02302866032634133,1,0.0230286603263399
b3390,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b0388,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,1,0.0230286603263399
b1692,0.15933956826425116,0.15933956826425116,0.15933956826425116,0.023028660326341342,2,0.0230286603263399
b0171,0.15805187106138613,0.15805187106138613,0.15805187106138613,0.022657953688199926,1,0.0226579536881984
b0910,0.15805187106138613,0.2336852679710714,0.15805187106138613,0.022657953688199926,3,0.0226579536881984
