gene_bnumber,kappa_mu_max,kappa_mu_sum,kappa_mu_own,kappa_v_lex,n_rxns,kappa_V_E22
b0088,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b3967,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b0381,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b1278,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,30,0.0001224227282726
b0086,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b0092,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b3057,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,2,0.0001224227282726
b0841,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,2,0.0001224227282726
b3189,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b3972,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b0090,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b0087,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b0091,0.011617704504176297,0.011617704504176297,0.011617704504176297,0.00012242272827263807,1,0.0001224227282726
b4238,0.011295362119954057,0.04446987035018968,0.011295362119954057,0.00011572354230981178,4,0.0001157235423098
b3924,0.011295362119954057,0.04446987035018968,0.011295362119954057,0.00011572354230981178,5,0.0001157235423098
b4237,0.011295362119954057,0.04446987035018968,0.011295362119954057,0.00011572354230981178,4,0.0001157235423098
b1606,0.011219270921609247,0.011219270921609247,0.011219270921609247,0.00011416965078307811,2,0.000114169650783
b0048,0.011219270921609247,0.011219270921609247,0.011219270921609247,0.00011416965078307811,1,0.000114169650783
b2827,0.010939573055140355,0.010939573055140355,0.010939573055140355,0.00010854808036818893,1,0.0001085480803681
b3640,0.010939573055141205,0.010939573055141205,0.010939573055141205,0.00010854808036818893,1,0.0001085480803681
b1098,0.010939573055140355,0.010939573055140355,0.010939573055140355,0.00010854808036818893,1,0.0001085480803681
b2251,0.010939573055141205,0.010939573055141205,0.010939573055141205,0.00010854808036818893,3,0.0001085480803681
b4261,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,9,6.001427840024629e-05
b3200,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,9,6.001427840024629e-05
b3201,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,9,6.001427840024629e-05
b4262,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,9,6.001427840024629e-05
b3633,0.008134232720355924,0.01626846544071185,0.008134232720355924,6.0014278400250104e-05,2,6.001427840024629e-05
b3199,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,9,6.001427840024629e-05
b0915,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,1,6.001427840024628e-05
b0182,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,1,6.001427840024628e-05
b0524,0.008134232720355924,0.008134232720355924,0.008134232720355924,6.0014278400250104e-05,1,6.001427840024625e-05
b3040,0.006714839212666685,0.007453174686769652,0.006714839212666685,4.0897111694650956e-05,6,4.089711169464834e-05
b0149,0.005808852252088149,0.011617704504176297,0.005808852252088149,3.0605682068159516e-05,5,3.060568206815759e-05
b1069,0.005808852252088149,0.005808852252088149,0.005808852252088149,3.0605682068159516e-05,2,3.060568206815759e-05
b0635,0.005808852252088149,0.005808852252088149,0.005808852252088149,3.0605682068159516e-05,2,3.060568206815759e-05
b3396,0.005808852252088149,0.011617704504176297,0.005808852252088149,3.0605682068159516e-05,5,3.060568206815759e-05
b2519,0.005808852252088149,0.005808852252088149,0.005808852252088149,3.0605682068159516e-05,2,3.060568206815759e-05
b0084,0.005808852252088149,0.005808852252088149,0.005808852252088149,3.0605682068159516e-05,2,3.060568206815759e-05
b4208,0.005808852252088149,0.005808852252088149,0.005808852252088149,3.0605682068159516e-05,5,3.060568206815759e-05
b4209,0.0032643960259322764,0.0032643960259322764,0.0032643960259322764,9.665561371508421e-06,1,9.665561371507808e-06
b0007,0.0,0.0,0.0,0.0,2,4.295254891668811e-06
b3196,0.00217612465611921,0.00217612465611921,0.00217612465611921,4.295254891669085e-06,1,4.295254891668811e-06
b2400,0.0014917219544731048,0.0014917219544731048,0.0014917219544731048,2.0183531873309524e-06,1,2.018353187330823e-06
b0154,0.0014917219544731048,0.0014917219544731048,0.0014917219544731048,2.0183531873309524e-06,1,2.018353187330823e-06
b1210,0.0014917219544731048,0.0014917219544731048,0.0014917219544731048,2.0183531873309524e-06,1,2.018353187330823e-06
b0420,0.0011852667435377972,0.0011852667435377972,0.0011852667435377972,1.2742469415518203e-06,1,1.2742469415517724e-06
b0155,0.001088062328059605,0.001088062328059605,0.001088062328059605,1.0738137229172713e-06,1,1.073813722917203e-06
b1592,0.001088062328059605,0.001088062328059605,0.001088062328059605,1.0738137229172713e-06,1,1.073813722917203e-06
b1849,0.24356541889883498,0.24459097774317323,0.24356541889883498,0.053808718867181346,2,9.53987248699832e-07
b0029,0.0008825742841657956,0.0009988014992287394,0.0008825742841657956,7.065191536659936e-07,2,9.048566300811854e-07
b1208,0.000998801499228765,0.000998801499228765,0.000998801499228765,9.04856630081215e-07,1,9.048566300811854e-07
b2746,0.000998801499228765,0.000998801499228765,0.000998801499228765,9.04856630081215e-07,1,9.048566300811854e-07
b2515,0.000998801499228765,0.000998801499228765,0.000998801499228765,9.04856630081215e-07,1,9.048566300811854e-07
b0173,0.000998801499228765,0.000998801499228765,0.000998801499228765,9.04856630081215e-07,1,9.048566300811852e-07
b2747,0.000998801499228765,0.000998801499228765,0.000998801499228765,9.04856630081215e-07,1,9.04856630081185e-07
b0750,0.0009523942310931677,0.0009523942310931677,0.0009523942310931677,8.227254140387524e-07,1,8.227254140392701e-07
b1740,0.0009523942310931677,0.0009523942310931677,0.0009523942310931677,8.227254140387524e-07,1,8.227254140392699e-07
b0109,0.0009523942310931677,0.0009523942310931677,0.0009523942310931677,8.227254140387524e-07,1,8.227254140392699e-07
b0639,0.0009523942310931677,0.0009523942310931677,0.0009523942310931677,8.227254140387524e-07,2,8.227254140392699e-07
b2574,0.0009523942310931677,0.0009523942310931677,0.0009523942310931677,8.227254140387524e-07,4,8.227254140392692e-07
b2530,0.0007546407308925869,0.0012810078667339923,0.0007546407308925869,5.165375352499558e-07,6,5.165375352499223e-07
b0369,0.0007458609772365524,0.0007458609772365524,0.0007458609772365524,5.045882968327381e-07,1,5.045882968327057e-07
b2942,0.00037543898966276967,0.00037543898966276967,0.00037543898966276967,1.278498276028284e-07,1,1.2784982760282022e-07
b1662,0.00037293048905066037,0.00037293048905066037,0.00037293048905066037,1.261470742083256e-07,1,1.2614707420816142e-07
b3041,0.00037293048905066037,0.00037293048905066037,0.00037293048905066037,1.261470742083256e-07,1,1.2614707420816142e-07
b4384,0.000281370200493367,0.000281370200493367,0.000281370200493367,7.180878885313249e-08,7,7.18087888531248e-08
b3360,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225186e-08
b1812,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,2,7.095772924225186e-08
b1096,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225186e-08
b3177,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225186e-08
b1865,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,2,7.095772924225182e-08
b2979,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,3,7.095772924225182e-08
b0142,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225182e-08
b0099,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,3,7.095772924225182e-08
b2976,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225182e-08
b1415,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,2,7.095772924225182e-08
b4014,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225182e-08
b2315,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,1,7.095772924225182e-08
b4467,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,3,7.095772924225182e-08
b3058,0.00027969786647047065,0.00027969786647047065,0.00027969786647047065,7.095772924210813e-08,2,7.09577292422518e-08
b2153,0.00027969786647049494,0.00027969786647049494,0.00027969786647049494,7.095772924210813e-08,1,7.09577292422518e-08
b0425,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.2600811011116584e-08
b0131,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.2600811011116584e-08
b0134,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.260081101111657e-08
b3639,0.0002408161009501697,0.0004816322019003394,0.0002408161009501697,5.2600811011123255e-08,2,5.260081101111655e-08
b0133,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.260081101111655e-08
b3974,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.260081101111655e-08
b3634,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.260081101111655e-08
b0103,0.0002408161009501697,0.0002408161009501697,0.0002408161009501697,5.2600811011123255e-08,1,5.2600811011116545e-08
b0826,0.00020402475162076728,0.00020402475162076728,0.00020402475162076728,3.775609910745477e-08,1,3.775609910745236e-08
b0784,0.00020402475162076728,0.0003060371274311509,0.00020402475162076728,3.775609910745477e-08,2,3.775609910745236e-08
b2687,0.0001873014113239685,0.0001873014113239685,0.0001873014113239685,3.1820243698193546e-08,1,3.18202436981855e-08
b0159,0.0001873014113239685,0.0002813702004933763,0.0001873014113239685,3.1820243698193546e-08,3,3.18202436981855e-08
b2615,0.00018688332933558538,0.00018688332933558538,0.00018688332933558538,3.167834758198006e-08,1,3.1678347581933296e-08
b3804,0.0001864652443091381,0.0001864652443091381,0.0001864652443091381,3.153676855204613e-08,1,3.1536768552044127e-08
b3805,0.0001864652443091381,0.0001864652443091381,0.0001864652443091381,3.153676855204613e-08,1,3.1536768552044113e-08
b0414,0.00018646524452533018,0.00037293048905066037,0.00018646524452533018,3.15367685520814e-08,2,3.153676855204036e-08
b0415,0.00018646524452533018,0.00018646524452533018,0.00018646524452533018,3.15367685520814e-08,1,3.153676855204036e-08
b1277,0.00018646524452533018,0.00018646524452533018,0.00018646524452533018,3.15367685520814e-08,1,3.1536768552040355e-08
b3816,0.0001350409728965237,0.0001454930605820131,0.0001350409728965237,1.654064794318416e-08,3,1.6540647943183114e-08
b3807,0.00011957188312207182,0.00022827359505122992,0.00011957188312207182,1.2968195220511022e-08,4,1.2968195220510177e-08
b2529,0.00011957188312207182,0.00045821952413213423,0.00011957188312207182,1.2968195220511022e-08,6,1.2968195220510177e-08
b0421,0.00011622721506294377,0.00023245443012588754,0.00011622721506294377,1.2252848542984782e-08,2,1.2252848542984292e-08
b2889,0.0,0.0,0.0,0.0,1,1.2252848542984292e-08
b2528,0.0001087017119291581,0.00012040805013690703,0.0001087017119291581,1.0717516711166136e-08,2,1.0717516711165426e-08
b0781,0.00010201237581038364,0.00010201237581038364,0.00010201237581038364,9.439024776863693e-09,1,9.439024776863096e-09
b0783,0.00010201237581038364,0.00010201237581038364,0.00010201237581038364,9.439024776863693e-09,1,9.439024776863096e-09
b0785,0.00010201237581038364,0.00010201237581038364,0.00010201237581038364,9.439024776863693e-09,1,9.439024776863094e-09
b0009,0.00010201237581038364,0.00010201237581038364,0.00010201237581038364,9.439024776863693e-09,1,9.43902477686309e-09
b3803,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011033e-09
b3368,9.323262215456905e-05,0.0002796978664637072,9.323262215456905e-05,7.884192138011533e-09,3,7.884192138011033e-09
b3187,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b3994,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b4407,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b0417,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b3993,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b3843,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b2311,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b3992,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b3990,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b4039,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b0423,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b3835,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b4040,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011032e-09
b2103,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,2,7.884192138011032e-09
b3850,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,2,7.88419213801103e-09
b2436,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.88419213801103e-09
b0052,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.88419213801103e-09
b2564,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.88419213801103e-09
b3991,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011027e-09
b0475,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011027e-09
b2927,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011027e-09
b3997,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011027e-09
b2320,9.323262215456905e-05,9.323262215456905e-05,9.323262215456905e-05,7.884192138011533e-09,1,7.884192138011025e-09
b0025,9.323262237370677e-05,0.00018646524474741355,9.323262237370677e-05,7.884192138029163e-09,2,7.884192138009159e-09
b3917,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,3,2.638316502818105e-09
b0763,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,3,2.638316502818105e-09
b0765,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,3,2.638316502818105e-09
b0764,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,3,2.638316502818105e-09
b2425,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,5,2.638316502818105e-09
b2424,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,5,2.638316502818105e-09
b2423,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,5,2.638316502818105e-09
b2422,5.393277245712932e-05,5.393277245712932e-05,5.393277245712932e-05,2.6383165028182723e-09,5,2.638316502818105e-09
b0827,5.100618790519182e-05,0.00010201237581038364,5.100618790519182e-05,2.359756194215923e-09,4,2.3597561942157726e-09
b3857,5.100618790519182e-05,0.00010201237581038364,5.100618790519182e-05,2.359756194215923e-09,5,2.3597561942157726e-09
b3856,5.100618790519182e-05,0.00010201237581038364,5.100618790519182e-05,2.359756194215923e-09,5,2.3597561942157726e-09
b0174,2.299459290849501e-05,2.299459290849501e-05,2.299459290849501e-05,4.795930185100484e-10,1,4.795930185100763e-10
b0776,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,1,6.341725864594927e-13
b1091,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,3,6.341725864594923e-13
b0774,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,1,6.341725864594923e-13
b0775,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,1,6.341725864594923e-13
b3412,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,1,6.341725864594923e-13
b0777,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,1,6.341725864594923e-13
b0778,8.361670148391527e-07,8.361670148391527e-07,8.361670148391527e-07,6.341725864595335e-13,1,6.341725864594923e-13
b1288,8.361670148391527e-07,1.6723340296783054e-06,8.361670148391527e-07,6.341725864595335e-13,26,6.341725864594923e-13
b0180,8.361670148391527e-07,1.6723340296783054e-06,8.361670148391527e-07,6.341725864595335e-13,14,6.341725864594923e-13
