gene,kappa_mu,kappa_vg_all,kappa_vg_int,kappa_dual_int,kappa_dual_all,kappa_c,kappa_v_lex,n_rxns
b1622,0.021449216901617885,0.021449216901617885,0.0,0.0,0.0,0.0,0.00375566453620383,1
b3008,0.021449216901617885,0.021449216901617885,0.0,0.0,1.3877787807814457e-16,0.0,0.00375566453620383,2
b4013,0.021449216901617885,0.021449216901617885,0.0,0.0,0.0,0.0,0.00375566453620383,1
b0452,0.02096382194954627,0.02096382194954627,0.0,0.0,0.01503524518106547,0.0,0.003587606781427997,10
b1094,0.02096382194954627,0.02096382194954627,0.0,0.0,0.052882586498918915,0.0,0.003587606781427997,26
b2836,0.02096382194954627,0.02096382194954627,0.0,0.0,0.0347366009355645,0.0,0.003587606781427997,23
b3608,0.019375104621489836,0.019375104621489836,0.0,0.0,0.0,0.0,0.003064446359897239,1
b2895,0.015156223948486536,0.015156223948486536,0.0,0.0,5.551115123125783e-17,0.0,0.001875192852023104,7
b1378,0.015156223948486536,0.015156223948486536,0.0,0.0,0.0,0.0,0.001875192852023104,1
b0684,0.015156223948486536,0.015156223948486536,0.0,0.0,5.551115123125783e-17,0.0,0.001875192852023104,7
b2026,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,2
b2023,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,1
b2025,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,1
b2021,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,1
b2024,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,1
b2020,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,1
b2022,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,2
b2019,0.013202798440822922,0.013202798440822922,0.0,0.0,0.0,0.0,0.0014229705033965896,1
b3176,0.01316795814854109,0.01316795814854109,0.0,0.0,0.0,0.0,0.0014154703820312528,1
b3729,0.01316795814854109,0.01316795814854109,0.0,0.0,0.0,0.0,0.0014154703820312528,1
b3730,0.01316795814854109,0.01316795814854109,0.0,0.0,0.0,0.0,0.0014154703820312528,2
b0185,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0,0.0009603765216536604,1
b2316,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0,0.0009603765216536604,1
b3256,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0,0.0009603765216536604,1
b3255,0.010846479793211461,0.010846479793211461,0.0,0.0,0.0,0.0,0.0009603765216536604,1
b1092,0.010846201070873168,0.010846201070873168,0.0,0.0,0.0,0.0,0.000960327164635429,1
b1093,0.010845643626196583,0.010845643626196583,0.0,0.0,0.0,0.0,0.0009602284544040017,14
b1095,0.010845643626196583,0.010845643626196583,0.0,0.0,2.0469737016526324e-16,0.0,0.0009602284544040017,9
b2323,0.010845643626196583,0.010845643626196583,0.0,0.0,2.0469737016526324e-16,0.0,0.0009602284544040017,13
b3018,0.010481910974773134,0.010481910974773134,0.0,0.0,0.005184567303815557,0.0,0.0008969016953569993,7
b4041,0.010481910974773134,0.010481910974773134,0.0,0.0,0.052882586498918915,0.0,0.0008969016953569993,7
b4160,0.010481910974773134,0.010481910974773134,0.0,0.0,0.0,0.0,0.0008969016953569993,7
b2585,0.010481910974773134,0.010481910974773134,0.0,0.0,0.021775182676025517,0.0,0.0008969016953569993,7
b0175,0.010481910974773134,0.010481910974773134,0.0,0.0,0.012442961529157703,0.0,0.0008969016953569993,7
b1262,0.00792170693672764,0.00792170693672764,0.0,0.0,0.0,0.0,0.0005122729860436637,2
b1260,0.00792170693672764,0.00792170693672764,0.0,0.0,2.7755575615628914e-17,0.0,0.0005122729860436637,3
b1261,0.00792170693672764,0.00792170693672764,0.0,0.0,2.7755575615628914e-17,0.0,0.0005122729860436637,3
b1263,0.00792170693672764,0.00792170693672764,0.0,0.0,0.0,0.0,0.0005122729860436637,2
b3708,0.00792170693672764,0.00792170693672764,0.0,0.0,1.3877787807814457e-16,0.0,0.0005122729860436637,3
b1264,0.00792170693672764,0.00792170693672764,0.0,0.0,0.0,0.0,0.0005122729860436637,1
b2903,0.007609746959693409,0.007609746959693409,0.0,0.0,0.0,0.0,0.00047272039827535935,1
b2904,0.007609746959693409,0.007609746959693409,0.0,0.0,0.0,0.0,0.00047272039827535935,1
b2905,0.007609746959693409,0.007609746959693409,0.0,0.0,0.0,0.0,0.00047272039827535935,1
b0914,0.006403088276742651,0.006403088276742651,0.0,0.0,0.027996663440604697,0.0,0.000334690118196526,32
b1190,0.00580885225158205,0.00580885225158205,0.0,0.0,0.0,0.0,0.00027545113861343563,1
b4053,0.00580885225158205,0.00580885225158205,0.0,0.0,0.0,0.0,0.00027545113861343563,1
b1215,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.0,0.00024005711360100041,1
b3198,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.0,0.00024005711360100041,1
b2708,0.005422821813098291,0.005422821813098291,0.0,0.0,0.0,0.0,0.00024005711360100041,1
