gene,kappa_mu,kappa_vg_all,kappa_vg_int,kappa_dual_int,kappa_dual_all,kappa_c,kappa_v_lex,n_rxns
b3735,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3736,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3737,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3738,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3739,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3732,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3733,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3734,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b3731,7.560567078989251,7.560567078989251,0.0,0.0,0.0,0.0,466.629996362235,1
b0875,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,1
b0241,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,270
b0957,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,1
b3875,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,1
b2215,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,271
b0929,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,271
b1377,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,270
b1319,6.359944523748595,6.359944523748595,0.0,0.0,0.0,0.0,330.1950558715654,1
b0431,4.762949238070917,4.762949238070917,0.0,0.0,0.0,0.0,185.18926892870883,1
b0432,4.762949238070917,4.762949238070917,0.0,0.0,0.0,0.0,185.18926892870883,1
b0430,4.762949238070917,4.762949238070917,0.0,0.0,0.0,0.0,185.18926892870883,1
b0429,4.762949238070917,4.762949238070917,0.0,0.0,0.0,0.0,185.18926892870883,1
b2285,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2283,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2286,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2276,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2281,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2277,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2278,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2279,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2287,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2288,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2284,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2282,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b2280,4.222055710655454,4.222055710655454,0.0,0.0,0.0,0.0,145.51636264094648,3
b1779,2.2640845586752896,2.2640845586752896,0.0,0.0,0.0,0.0,41.8455419496423,2
b2926,2.2640845586752896,2.2640845586752896,0.0,0.0,0.0,0.0,41.8455419496423,1
b2779,2.0246380303159306,2.0246380303159306,0.0,0.0,0.0,0.0,33.46252370443936,1
b0755,2.0246380303159306,2.0246380303159306,0.0,0.0,0.0,0.0,33.46252370443936,1
b3612,2.0246380303159306,2.0246380303159306,0.0,0.0,0.0,0.0,33.46252370443936,1
b4395,2.0246380303159306,2.0246380303159306,0.0,0.0,0.0,0.0,33.46252370443936,1
b0451,1.5052154601823098,1.5052154601823098,0.0,0.0,0.0,0.0,18.495294543148106,1
b2417,1.399999999999995,1.399999999999995,0.0,0.0,5.551115123125783e-17,0.0,16.0,6
b1101,1.399999999999995,1.399999999999995,0.0,0.0,0.0,0.0,16.0,2
b2415,1.399999999999995,1.399999999999995,0.0,0.0,5.551115123125783e-17,0.0,16.0,18
b2416,1.399999999999995,1.399999999999995,0.0,0.0,5.551115123125783e-17,0.0,16.0,19
b1819,1.399999999999995,1.399999999999995,0.0,0.0,0.0,0.0,16.0,5
b1817,1.399999999999995,1.399999999999995,0.0,0.0,0.0,0.0,16.0,5
b1621,1.399999999999995,1.399999999999995,0.0,0.0,5.551115123125783e-17,0.0,16.0,2
b1818,1.399999999999995,1.399999999999995,0.0,0.0,0.0,0.0,16.0,5
b1761,1.1917759552380183,1.1917759552380183,0.0,0.0,0.0,0.0,11.594530020086834,1
b0116,1.085837785756473,1.085837785756473,0.0,0.0,0.0,0.0,9.624846505736594,3
b0115,1.085837785756473,1.085837785756473,0.0,0.0,0.0,0.0,9.624846505736594,1
b0114,1.085837785756473,1.085837785756473,0.0,0.0,0.0,0.0,9.624846505736594,1
b3916,0.8085462831429018,0.8085462831429018,0.0,0.0,0.0,0.0,5.336710954837904,3
b1723,0.8085462831429018,0.8085462831429018,0.0,0.0,0.0,0.0,5.336710954837904,1
b1773,0.8085462831429018,0.8085462831429018,0.0,0.0,0.0,0.0,5.336710954837904,1
b2925,0.8085462831429018,0.8085462831429018,0.0,0.0,0.0,0.0,5.336710954837904,2
b2097,0.8085462831429018,0.8085462831429018,0.0,0.0,0.0,0.0,5.336710954837904,1
b3919,1.0585200075910937,1.0585200075910937,0.0,0.0,0.0,0.0,9.146649848721097,1
b4025,0.7985855559359276,0.7985855559359276,0.0,0.0,0.0,0.0,5.206031756235614,1
b0720,0.6444470983862889,0.6444470983862889,0.0,0.0,0.0,0.0,3.3903025516869434,1
b0118,0.6444470983862889,0.6444470983862889,0.0,0.0,0.0,0.0,3.3903025516869434,3
b1276,0.6444470983862889,0.6444470983862889,0.0,0.0,0.0,0.0,3.3903025516869434,2
b1136,0.6444470983862889,0.6444470983862889,0.0,0.0,0.0,0.0,3.3903025516869434,1
b4122,0.639939043287149,0.639939043287149,0.0,0.0,0.0,0.0,3.3430365639753505,2
b1611,0.639939043287149,0.639939043287149,0.0,0.0,0.0,0.0,3.3430365639753505,1
b1612,0.639939043287149,0.639939043287149,0.0,0.0,0.0,0.0,3.3430365639753505,1
b3236,0.6398056746482865,0.6398056746482865,0.0,0.0,0.0,0.0,3.3416432757214385,1
b1852,0.6014144440782117,0.6014144440782117,0.0,0.0,0.0,0.0,2.952647620709422,1
b0767,0.6014144440782117,0.6014144440782117,0.0,0.0,0.0,0.0,2.952647620709422,1
b2029,0.6014144440782117,0.6014144440782117,0.0,0.0,0.0,0.0,2.952647620709422,1
b2501,0.488264119821761,0.488264119821761,0.0,0.0,0.0,0.0,1.9461375567466095,2
b0722,0.49470031685166216,0.49470031685166216,0.0,0.0,0.0,0.0,1.9977828854373192,1
b0723,0.49470031685166216,0.49470031685166216,0.0,0.0,0.0,0.0,1.9977828854373192,1
b0724,0.49470031685166216,0.49470031685166216,0.0,0.0,0.0,0.0,1.9977828854373192,1
b0721,0.49470031685166216,0.49470031685166216,0.0,0.0,0.0,0.0,1.9977828854373192,1
b0726,0.49460708422951694,0.49460708422951694,0.0,0.0,0.0,0.0,1.9970299407589043,1
b0727,0.49460708422951694,0.49460708422951694,0.0,0.0,0.0,0.0,1.9970299407589043,1
b3380,9.379006682296194e-05,9.379006682296194e-05,0.0,0.0,0.0,0.0,7.180878885313249e-08,1
b4383,9.379006682296194e-05,9.379006682296194e-05,0.0,0.0,0.0,0.0,7.180878885313249e-08,2
b4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b0728,0.42146198100113974,0.42146198100113974,0.0,0.0,0.0,0.0,1.4500424604641668,1
b0729,0.42146198100113974,0.42146198100113974,0.0,0.0,0.0,0.0,1.4500424604641668,1
b3956,0.4124195907474828,0.4124195907474828,0.0,0.0,0.0,0.0,1.388489133301982,1
b0928,0.4080047682705006,0.4080047682705006,0.0,0.0,0.0,0.0,1.3589215586028878,3
b1207,0.13000891978979867,0.13000891978979867,0.0,0.0,0.0,0.0,0.13797811611964653,1
b3844,0.3046281859846096,0.3046281859846096,0.0,0.0,0.039402711508998545,0.0,0.7575374015895971,6
b4090,0.30307233292282687,0.30307233292282687,0.0,0.0,0.0,0.0,0.7498190937323393,2
b2914,0.30307233292282687,0.30307233292282687,0.0,0.0,0.0,0.0,0.7498190937323393,1
b4301,0.2927949791795217,0.2927949791795217,0.0,0.0,0.0,0.0,0.6998277537090769,1
b3386,0.2927949791795217,0.2927949791795217,0.0,0.0,0.0,0.0,0.6998277537090769,1
b3870,0.2523294232399951,0.2523294232399951,0.0,0.0,0.0,0.0,0.5197562271973369,1
b1297,0.2523294232399951,0.2523294232399951,0.0,0.0,0.0,0.0,0.5197562271973369,2
b2913,0.23944652836296498,0.23944652836296498,0.0,0.0,0.0,0.0,0.46803787709544475,1
b4388,0.23944652836296498,0.23944652836296498,0.0,0.0,0.0,0.0,0.46803787709544475,1
b0907,0.23944652836296498,0.23944652836296498,0.0,0.0,0.0,0.0,0.46803787709544475,2
b2465,0.17296962306803465,0.17296962306803465,0.0,0.0,0.0,0.0,0.24423257553788003,2
b2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b2935,0.17296962306803465,0.17296962306803465,0.0,0.0,0.0,0.0,0.24423257553788003,2
b0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b2551,0.1554546666190355,0.1554546666190355,0.0,0.0,0.002073826921526245,0.0,0.19727472141452687,6
b3433,0.1489876812463975,0.1489876812463975,0.0,0.0,0.0,0.0,0.18120268704332307,1
b0002,0.1489876812463975,0.1489876812463975,0.0,0.0,0.0,0.0,0.18120268704332307,2
b4024,0.1489876812463975,0.1489876812463975,0.0,0.0,0.0,0.0,0.18120268704332307,1
b3940,0.1489876812463975,0.1489876812463975,0.0,0.0,0.0,0.0,0.18120268704332307,2
b2290,0.08101845183942047,0.08101845183942047,0.0,0.0,0.0,0.0,0.05358358806813731,1
b2379,0.08101845183942047,0.08101845183942047,0.0,0.0,0.0,0.0,0.05358358806813731,1
b0529,0.13779488894770275,0.13779488894770275,0.0,0.0,0.0,0.0,0.1549994401620369,2
b3493,0.13443210393707616,0.13443210393707616,0.0,0.0,0.0,0.0,0.14752645362112088,1
b2987,0.13443210393707616,0.13443210393707616,0.0,0.0,0.0,0.0,0.14752645362112088,1
b0078,0.12183914997213485,0.12183914997213485,0.0,0.0,0.0,0.0,0.12118186502598706,2
b0077,0.12183914997213485,0.12183914997213485,0.0,0.0,0.0,0.0,0.12118186502598706,2
b3774,0.12183914997213485,0.12183914997213485,0.0,0.0,0.0,0.0,0.12118186502598706,3
b3671,0.12183914997213485,0.12183914997213485,0.0,0.0,0.0,0.0,0.12118186502598706,2
b3670,0.12183914997213485,0.12183914997213485,0.0,0.0,0.0,0.0,0.12118186502598706,2
b3771,0.12183914997213485,0.12183914997213485,0.0,0.0,0.0,0.0,0.12118186502598706,2
b0474,0.36581800892322036,0.36581800892322036,0.0,0.0,0.0,0.0,1.0924311477459387,13
b2518,0.11018232810931416,0.11018232810931416,0.0,0.0,0.0,0.0,0.09910322793624476,8
b1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b1854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b0323,0.08732189688023906,0.08732189688023906,0.0,0.0,0.0,0.0,0.06224582591539034,1
b0521,0.08732189688023906,0.08732189688023906,0.0,0.0,0.0,0.0,0.06224582591539034,1
b2874,0.08732189688023906,0.08732189688023906,0.0,0.0,0.0,0.0,0.06224582591539034,1
b4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
b0004,0.07584257801801642,0.07584257801801642,0.0,0.0,2.7755575615628914e-17,0.0,0.046955890941410824,2
b0003,0.07584257801801642,0.07584257801801642,0.0,0.0,0.0,0.0,0.046955890941410824,1
b4006,0.07563869262747669,0.07563869262747669,0.0,0.0,0.0,0.0,0.04670376997808035,2
b0126,0.07328237397986503,0.07328237397986503,0.0,0.0,0.0,0.0,0.043839235396335476,1
b0339,0.07328237397986503,0.07328237397986503,0.0,0.0,0.0,0.0,0.043839235396335476,1
b0071,0.06278652688828645,0.06278652688828645,0.0,0.0,0.0,0.0,0.032180799662265294,2
b0072,0.06278652688828645,0.06278652688828645,0.0,0.0,0.0,0.0,0.032180799662265294,2
b0074,0.06278652688828645,0.06278652688828645,0.0,0.0,0.0,0.0,0.032180799662265294,1
b4054,0.06278652688828645,0.06278652688828645,0.0,0.0,0.0,0.0,0.032180799662265294,3
b3770,0.06278652688828645,0.06278652688828645,0.0,0.0,0.0,0.0,0.032180799662265294,4
b0073,0.06278652688828645,0.06278652688828645,0.0,0.0,0.0,0.0,0.032180799662265294,1
b4005,0.06246697172737292,0.06246697172737292,0.0,0.0,0.0,0.0,0.0318540616876442,1
b2312,0.06246697172737292,0.06246697172737292,0.0,0.0,0.0,0.0,0.0318540616876442,1
b2499,0.062466971727369036,0.062466971727369036,0.0,0.0,0.0,0.0,0.03185406168764422,1
b2557,0.062466971727369036,0.062466971727369036,0.0,0.0,0.0,0.0,0.03185406168764422,1
b2476,0.062435894186653185,0.062435894186653185,0.0,0.0,0.0,0.0,0.03182237455375961,1
b1131,0.062435894186653185,0.062435894186653185,0.0,0.0,0.0,0.0,0.03182237455375961,2
b0523,0.062435894186653185,0.062435894186653185,0.0,0.0,0.0,0.0,0.03182237455375961,1
b0522,0.062435894186653185,0.062435894186653185,0.0,0.0,0.0,0.0,0.03182237455375961,1
b2500,0.06212511877951021,0.06212511877951021,0.0,0.0,0.0,0.0,0.03150637047604851,1
b3572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
b1704,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b0754,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b2601,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b1693,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b3389,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b3281,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b0908,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b2329,0.05311318941679194,0.05311318941679194,0.0,0.0,0.0,0.0,0.02302866032634133,1
b3390,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b0388,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,1
b1692,0.05311318941679155,0.05311318941679155,0.0,0.0,0.0,0.0,0.023028660326341342,2
b0171,0.052683957015879024,0.052683957015879024,0.0,0.0,0.0,0.0,0.022657953688199926,1
b0910,0.052683957015879024,0.052683957015879024,0.0,0.0,0.0,0.0,0.022657953688199926,3
b2472,0.05169588632676242,0.05169588632676242,0.0,0.0,0.0,0.0,0.021816038065835677,1
b3359,0.05169588632676242,0.05169588632676242,0.0,0.0,0.0,0.0,0.021816038065835677,2
b3809,0.05169588632676242,0.05169588632676242,0.0,0.0,0.0,0.0,0.021816038065835677,1
b0031,0.05169588632676242,0.05169588632676242,0.0,0.0,0.0,0.0,0.021816038065835677,1
b0166,0.05169588632676242,0.05169588632676242,0.0,0.0,0.0,0.0,0.021816038065835677,1
b2478,0.05169588632676242,0.05169588632676242,0.0,0.0,0.0,0.0,0.021816038065835677,1
b0221,0.04959585286917645,0.04959585286917645,0.0,0.0,0.0,0.0,0.020079580585958396,8
b3846,0.04959585286917645,0.04959585286917645,0.0,0.0,0.0,0.0,0.020079580585958396,19
b2341,0.04959585286917645,0.04959585286917645,0.0,0.0,0.0,0.0,0.020079580585958396,16
b2342,0.04959585286917645,0.04959585286917645,0.0,0.0,0.0,0.0,0.020079580585958396,8
b3845,0.04959585286917645,0.04959585286917645,0.0,0.0,0.0,0.0,0.020079580585958396,8
b2224,0.04959585286917645,0.04959585286917645,0.0,0.0,0.0,0.0,0.020079580585958396,1
b2838,0.04782331815904073,0.04782331815904073,0.0,0.0,0.0,0.0,0.018669957222062338,1
b4244,0.04609997794160853,0.04609997794160853,0.0,0.0,0.0,0.0,0.01734863645862187,1
b4245,0.04609997794160853,0.04609997794160853,0.0,0.0,0.0,0.0,0.01734863645862187,1
b3642,0.04609997794160853,0.04609997794160853,0.0,0.0,0.0,0.0,0.01734863645862187,1
b1062,0.04609997794160853,0.04609997794160853,0.0,0.0,0.0,0.0,0.01734863645862187,1
b1281,0.04609997794160853,0.04609997794160853,0.0,0.0,0.0,0.0,0.01734863645862187,1
b2599,0.04506717231720225,0.04506717231720225,0.0,0.0,0.0,0.0,0.01658000016844427,2
b2600,0.04506717231720225,0.04506717231720225,0.0,0.0,0.0,0.0,0.01658000016844427,2
b4177,0.04167414593234603,0.04167414593234603,0.0,0.0,0.0,0.0,0.01417742399322696,1
b3960,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b2818,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b4254,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b3957,0.041221918938629754,0.041221918938629754,0.0,0.0,6.800116025829084e-16,0.0,0.013871400824118744,2
b0273,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b1748,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,2
b3959,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b3172,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b3958,0.041221918938629754,0.041221918938629754,0.0,0.0,0.0,0.0,0.013871400824118744,1
b3772,0.040488461105509854,0.040488461105509854,0.0,0.0,0.0,0.0,0.01338216720542876,1
b3117,0.040488461105509854,0.040488461105509854,0.0,0.0,0.0,0.0,0.01338216720542876,1
b1206,0.03514828046570584,0.03514828046570584,0.0,0.0,0.0,0.0,0.010084911181021958,1
b3781,0.034543731714029524,0.034543731714029524,0.0,0.0,1.1102230246251565e-16,0.0,0.009740974699680334,10
b0888,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2582,0.034543731714029524,0.034543731714029524,0.0,0.0,1.1102230246251565e-16,0.0,0.009740974699680334,10
b3607,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2421,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2414,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2764,0.034543731714029524,0.034543731714029524,0.0,0.0,0.039402711508998545,0.0,0.009740974699680334,4
b2762,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,2
b4214,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2763,0.034543731714029524,0.034543731714029524,0.0,0.0,0.039402711508998545,0.0,0.009740974699680334,4
b2750,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2751,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2752,0.034543731714029524,0.034543731714029524,0.0,0.0,0.0,0.0,0.009740974699680334,1
b2507,0.03396454669513066,0.03396454669513066,0.0,0.0,0.0,0.0,0.009417064752544103,1
b3648,0.03396454669513066,0.03396454669513066,0.0,0.0,0.0,0.0,0.009417064752544103,2
b2508,0.03396454669513066,0.03396454669513066,0.0,0.0,0.0,0.0,0.009417064752544103,1
b3744,0.03359370662408473,0.03359370662408473,0.0,0.0,0.0,0.0,0.009212547956948817,1
b0242,0.030806483241530402,0.030806483241530402,0.0,0.0,0.0,0.0,0.007747260487304744,1
b0243,0.030806483241530402,0.030806483241530402,0.0,0.0,0.0,0.0,0.007747260487304744,1
b0386,0.030806483241530402,0.030806483241530402,0.0,0.0,0.0,0.0,0.007747260487304744,1
b3290,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.0,0.006040542598250309,1
b3849,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.0,0.006040542598250309,1
b1291,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.0,0.006040542598250309,1
b1363,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.0,0.006040542598250309,1
b1250,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.0,0.006040542598250309,1
b3747,0.027202324685549062,0.027202324685549062,0.0,0.0,0.0,0.0,0.006040542598250309,1
b2780,0.022370951674229755,0.022370951674229755,0.0,0.0,0.0,0.0,0.004085383500427105,1
b4019,0.021511650705387103,0.021511650705387103,0.0,0.0,0.0,0.0,0.0037775601311253524,1
b3941,0.021511650705387103,0.021511650705387103,0.0,0.0,0.0,0.0,0.0037775601311253524,1
b3829,0.021511650705387103,0.021511650705387103,0.0,0.0,0.0,0.0,0.0037775601311253524,1
b3939,0.021449216901617885,0.021449216901617885,0.0,0.0,0.0,0.0,0.00375566453620383,1
