gene_bnumber,gene_name,n_reactions_total,n_reactions_active,active_reactions,dominant_gpr_class,subsystem_max_kappa_rxn,kappa_V_T1,kappa_V_T2,kappa_V_T3,kappa_V_T4,kappa_V_T5,kappa_V_T6,kappa_V_T7,kappa_V_T8,kappa_V_max,kappa_V_variance,in_lemuth92,in_mapped15
b2889,b2889,1,1,IPDDI,single,Cofactor and Prosthetic Group Biosynthesis,0.0,4.901139417192838e-10,1.9604557668772576e-09,4.051098049524092e-09,6.892227305428523e-09,9.381087165722262e-09,1.1058195810043298e-08,1.2252848542984292e-08,1.2252848542984292e-08,2.0366043594963292e-17,False,False
b2528,b2528,2,2,I2FE2ST; I4FE4ST,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,4.287006684465856e-10,1.7148026737863347e-09,3.5434789626290606e-09,6.028603150030484e-09,8.205598731985986e-09,9.672558831826788e-09,1.0717516711165426e-08,1.0717516711165426e-08,1.5581916663224696e-17,False,False
b0781,b0781,1,1,CPMPS,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.7756099107449707e-10,1.5102439642979777e-09,3.1207775668503533e-09,5.30945143698543e-09,7.226753344785767e-09,8.518719861118935e-09,9.439024776863096e-09,9.439024776863096e-09,1.2086116905949227e-17,False,False
b0783,b0783,1,1,CPMPS,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.7756099107449707e-10,1.5102439642979777e-09,3.1207775668503533e-09,5.30945143698543e-09,7.226753344785767e-09,8.518719861118935e-09,9.439024776863096e-09,9.439024776863096e-09,1.2086116905949227e-17,False,False
b0785,b0785,1,1,MPTS,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.7756099107449707e-10,1.5102439642979777e-09,3.1207775668503533e-09,5.30945143698543e-09,7.226753344785767e-09,8.518719861118933e-09,9.439024776863094e-09,9.439024776863094e-09,1.2086116905949222e-17,False,False
b0009,b0009,1,1,MPTAT,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.7756099107449655e-10,1.5102439642979767e-09,3.1207775668503516e-09,5.309451436985429e-09,7.226753344785764e-09,8.518719861118933e-09,9.43902477686309e-09,9.43902477686309e-09,1.2086116905949217e-17,False,False
b3803,b3803,1,1,UPP3MT,isozyme-or,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816676e-09,2.6067110256298926e-09,4.434858077631156e-09,6.036334605664665e-09,7.115483404554953e-09,7.884192138011033e-09,7.884192138011033e-09,8.432317248177162e-18,False,False
b3368,b3368,3,3,UPP3MT; SHCHD2; SHCHF,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816676e-09,2.6067110256298926e-09,4.434858077631156e-09,6.036334605664665e-09,7.115483404554953e-09,7.884192138011033e-09,7.884192138011033e-09,8.432317248177162e-18,False,False
b3187,b3187,1,1,OCTDPS,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816686e-09,2.6067110256298913e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554951e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b3994,b3994,1,1,AMPMS2,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816676e-09,2.6067110256298913e-09,4.4348580776311535e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b4407,b4407,1,1,THZPSN3,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816686e-09,2.6067110256298926e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b0417,b0417,1,1,TMPK,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816676e-09,2.6067110256298926e-09,4.4348580776311535e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b3993,b3993,1,1,TMPPP,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816676e-09,2.606711025629892e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b3843,b3843,1,1,OPHBDC,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816676e-09,2.6067110256298913e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b2311,b2311,1,1,OPHBDC,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816676e-09,2.6067110256298913e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b3992,b3992,1,1,THZPSN3,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816686e-09,2.6067110256298926e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b3990,b3990,1,1,THZPSN3,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816686e-09,2.6067110256298926e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b4039,b4039,1,1,CHRPL,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816686e-09,2.6067110256298913e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554951e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b0423,b0423,1,1,THZPSN3,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204188e-10,1.2614707420816686e-09,2.6067110256298926e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b3835,b3835,1,1,OPHHX,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816668e-09,2.6067110256298905e-09,4.4348580776311535e-09,6.036334605664661e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177156e-18,False,False
b4040,b4040,1,1,HBZOPT,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816686e-09,2.6067110256298913e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554951e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b2103,b2103,2,1,PMPK,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816676e-09,2.6067110256298913e-09,4.434858077631156e-09,6.036334605664663e-09,7.115483404554949e-09,7.884192138011032e-09,7.884192138011032e-09,8.432317248177157e-18,False,False
b3850,b3850,2,1,PPPGO3,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816668e-09,2.6067110256298913e-09,4.434858077631152e-09,6.036334605664661e-09,7.115483404554947e-09,7.88419213801103e-09,7.88419213801103e-09,8.432317248177151e-18,False,False
b2436,b2436,1,1,CPPPGO,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816668e-09,2.6067110256298913e-09,4.434858077631152e-09,6.036334605664661e-09,7.115483404554947e-09,7.88419213801103e-09,7.88419213801103e-09,8.432317248177151e-18,False,False
b0052,b0052,1,1,PDX5PS,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204179e-10,1.2614707420816668e-09,2.6067110256298913e-09,4.434858077631152e-09,6.036334605664661e-09,7.115483404554947e-09,7.88419213801103e-09,7.88419213801103e-09,8.432317248177153e-18,False,False
b2564,b2564,1,1,PDX5PS,complex-and,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204179e-10,1.2614707420816668e-09,2.6067110256298913e-09,4.434858077631152e-09,6.036334605664661e-09,7.115483404554947e-09,7.88419213801103e-09,7.88419213801103e-09,8.432317248177153e-18,False,False
b3991,b3991,1,1,TYRL,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204179e-10,1.2614707420816668e-09,2.6067110256298905e-09,4.434858077631152e-09,6.036334605664661e-09,7.115483404554947e-09,7.884192138011027e-09,7.884192138011027e-09,8.432317248177148e-18,False,False
b0475,b0475,1,1,FCLT,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204179e-10,1.2614707420816668e-09,2.6067110256298913e-09,4.434858077631152e-09,6.036334605664661e-09,7.115483404554947e-09,7.884192138011027e-09,7.884192138011027e-09,8.432317248177148e-18,False,False
b2927,b2927,1,1,E4PD,isozyme-or,Cofactor and Prosthetic Group Biosynthesis,0.0,3.1536768552041835e-10,1.2614707420816676e-09,2.6067110256298913e-09,4.434858077631152e-09,6.036334605664659e-09,7.115483404554947e-09,7.884192138011027e-09,7.884192138011027e-09,8.432317248177146e-18,False,False
b3997,b3997,1,1,UPPDC1,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204179e-10,1.2614707420816668e-09,2.6067110256298905e-09,4.434858077631152e-09,6.036334605664659e-09,7.115483404554944e-09,7.884192138011027e-09,7.884192138011027e-09,8.432317248177145e-18,False,False
b2320,b2320,1,1,PERD,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855204179e-10,1.2614707420816668e-09,2.60671102562989e-09,4.434858077631152e-09,6.036334605664659e-09,7.115483404554944e-09,7.884192138011025e-09,7.884192138011025e-09,8.432317248177143e-18,False,False
b0025,b0025,2,2,FMNAT; RBFK,single,Cofactor and Prosthetic Group Biosynthesis,0.0,3.153676855203433e-10,1.2614707420813673e-09,2.606711025629272e-09,4.434858077630101e-09,6.0363346056632286e-09,7.115483404553259e-09,7.884192138009159e-09,7.884192138009159e-09,8.432317248173151e-18,False,False
b3917,b3917,3,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b0763,b0763,3,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b0765,b0765,3,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b0764,b0764,3,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b2425,b2425,5,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b2424,b2424,5,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b2423,b2423,5,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b2422,b2422,5,1,MOBDabcpp,mixed,Inorganic Ion Transport and Metabolism,0.0,1.0553266011271661e-10,4.2213064045086423e-10,8.722933937442341e-10,1.4840530328351677e-09,2.019961072470101e-09,2.381080643793338e-09,2.6383165028181053e-09,2.6383165028181053e-09,9.442485500074603e-19,False,False
b0827,b0827,4,2,BMOCOS; MOCOS,single,Cofactor and Prosthetic Group Biosynthesis,0.0,9.439024776862427e-11,3.7756099107449443e-10,7.801943917125883e-10,1.3273628592463568e-09,1.806688336196441e-09,2.1296799652797332e-09,2.3597561942157726e-09,2.3597561942157726e-09,7.55382306621826e-19,False,False
b3857,b3857,5,2,BMOGDS2; BMOGDS1,mixed,Cofactor and Prosthetic Group Biosynthesis,0.0,9.439024776862427e-11,3.7756099107449443e-10,7.801943917125883e-10,1.3273628592463568e-09,1.806688336196441e-09,2.1296799652797332e-09,2.3597561942157726e-09,2.3597561942157726e-09,7.55382306621826e-19,False,False
b3856,b3856,5,2,BMOGDS2; BMOGDS1,mixed,Cofactor and Prosthetic Group Biosynthesis,0.0,9.439024776862427e-11,3.7756099107449443e-10,7.801943917125883e-10,1.3273628592463568e-09,1.806688336196441e-09,2.1296799652797332e-09,2.3597561942157726e-09,2.3597561942157726e-09,7.55382306621826e-19,False,False
b0174,b0174,1,1,UDCPDPS,single,Cofactor and Prosthetic Group Biosynthesis,0.0,1.9183720740391234e-11,7.673488296159064e-11,1.585654417448777e-10,2.6977107291190266e-10,3.67188404796768e-10,4.3283269920534043e-10,4.795930185100763e-10,4.795930185100763e-10,3.120169903156288e-20,False,False
b0776,b0776,1,1,AOXSr2,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377934e-14,1.0146761383351099e-13,2.0967331139816935e-13,3.5672207988346063e-13,4.855383865080463e-13,5.723407592796917e-13,6.341725864594927e-13,6.341725864594927e-13,5.455662148812959e-26,False,False
b1091,b1091,3,1,OGMEACPS,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377868e-14,1.0146761383351093e-13,2.0967331139816914e-13,3.567220798834604e-13,4.855383865080462e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812953e-26,False,False
b0774,b0774,1,1,AMAOTr,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377868e-14,1.0146761383351099e-13,2.0967331139816924e-13,3.567220798834604e-13,4.855383865080463e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812953e-26,False,False
b0775,b0775,1,1,BTS5,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377833e-14,1.0146761383351085e-13,2.0967331139816914e-13,3.567220798834604e-13,4.85538386508046e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812952e-26,False,False
b3412,b3412,1,1,PMEACPE,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377868e-14,1.0146761383351099e-13,2.0967331139816914e-13,3.567220798834604e-13,4.855383865080462e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812953e-26,False,False
b0777,b0777,1,1,MALCOAMT,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377868e-14,1.0146761383351093e-13,2.0967331139816914e-13,3.567220798834604e-13,4.855383865080462e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812953e-26,False,False
b0778,b0778,1,1,DBTS,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377868e-14,1.0146761383351093e-13,2.0967331139816914e-13,3.567220798834604e-13,4.85538386508046e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812952e-26,False,False
b1288,b1288,26,2,EPMEACPR; EGMEACPR,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377833e-14,1.0146761383351099e-13,2.0967331139816924e-13,3.567220798834604e-13,4.855383865080462e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812953e-26,False,False
b0180,b0180,14,2,OGMEACPD; OPMEACPD,single,Cofactor and Prosthetic Group Biosynthesis,0.0,2.5366903458377868e-14,1.0146761383351099e-13,2.0967331139816924e-13,3.567220798834604e-13,4.855383865080462e-13,5.723407592796914e-13,6.341725864594923e-13,6.341725864594923e-13,5.455662148812952e-26,False,False
