eps,triangle_area,H_num_H_an_Frob_diff,det_H_num,H_num_orthogonality_err,n_crossings
0.05,0.005000000000000001,2.882378445862983e-14,0.9999999999999865,5.674874069119178e-14,2
0.1,0.020000000000000004,2.7944741958757097e-13,1.0000000000003957,5.587581756823988e-13,2
0.2,0.08000000000000002,1.3707272256280762e-13,0.9999999999998046,2.744767108582802e-13,2
0.4,0.32000000000000006,2.502194575109153e-13,1.0000000000003573,5.00491251610735e-13,2
0.8,1.2800000000000002,1.1493903908383056e-13,0.9999999999998351,2.3001797200064215e-13,2
