gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,bnum,keio_call,PEC,MG_Tn5,Score
b3665,,1,22,15.44424150377654,15.4442415037765,3.907985046680551e-14,0,1385667.617386403,b3665,N,,,
b3654,,3,22,15.44424150377654,15.44424150377657,-3.0198066269804264e-14,0,1385667.6173864058,b3654,N,,,
b3714,,1,22,15.44424150377654,15.44424150377657,-3.0198066269804264e-14,0,1385667.6173864058,b3714,N,,,
b0474,,13,455,15.44424150377654,-1.6256346365518291e-13,15.444241503776704,1,2557560.588534593,b0474,E,E,u,3
b0120,,1,28,15.44424150377654,15.44424150377658,-3.907985046680551e-14,0,1385667.6180346124,b0120,N,,,
b3806,,1,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b3806,N,,,
b0030,,5,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b0030,N,,,
b2393,,7,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b2393,N,,,
b2406,,6,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b2406,N,,,
b0411,,7,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b0411,N,,,
b1992,,1,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b1992,N,,,
b1709,,3,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b1709,N,,,
b0158,,3,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b0158,N,,,
b1711,,3,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b1711,N,,,
b3966,,3,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b3966,N,,,
b3005,,10,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b3005,N,,,
b3006,,10,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b3006,N,,,
b1252,,10,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b1252,N,,,
b3397,,1,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b3397,N,,,
b3034,,1,28,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.61803462,b3034,N,,,
b0469,,1,22,15.44424150377654,15.44424150377673,-1.900701818158268e-13,0,1385667.617386412,b0469,N,,,
b2750,,1,452,15.44424150377654,5.10114481910136e-13,15.44424150377603,1,2729497.73139614,b2750,N,,,
b1131,,2,452,15.44424150377654,-6.192472787381941e-13,15.44424150377716,1,2729497.7313962867,b1131,E,N,u,0
b4177,,1,452,15.44424150377654,7.517650469021255e-13,15.444241503775787,1,2729497.731396073,b4177,N,,,
b0677,,1,19,15.44424150377654,15.44424150377647,7.105427357601003e-14,0,1385658.695324592,b0677,N,,,
b0110,,4,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b0110,N,,,
b2435,,2,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b2435,N,,,
b4169,,2,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b4169,N,,,
b1107,,3,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b1107,N,,,
b0433,,3,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b0433,N,,,
b3619,,1,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b3619,N,,,
b2937,,1,19,15.44424150377654,15.444241503776714,-1.7408297026122457e-13,0,1385658.6953246004,b2937,N,,,
b3018,,7,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961177,b3018,E,E,u,3
b3958,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396262,b3958,N,,,
b0575,,2,19,15.44424150377654,15.444241503776627,-8.704148513061227e-14,0,1385658.6953245988,b0575,N,,,
b0572,,2,19,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1385658.6953245911,b0572,N,,,
b0574,,2,19,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1385658.6953245911,b0574,N,,,
b4006,,2,452,15.44424150377654,6.138963937470257e-12,15.4442415037704,1,2729497.731395298,b4006,N,,,
b0522,,1,452,15.44424150377654,1.2433169433624738e-12,15.444241503775295,1,2729497.7313960083,b0522,N,,,
b0523,,1,452,15.44424150377654,-2.5553053966682358e-12,15.444241503779097,1,2729497.731396573,b0523,N,,,
b0727,,1,19,15.44424150377654,15.444241503776285,2.575717417130363e-13,0,1385658.695324588,b0727,N,,,
