gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,bnum,keio_call,PEC,MG_Tn5,Score
b4024,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396188,b4024,N,,,
b3940,,2,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396212,b3940,N,,,
b2574,,4,452,15.44424150377654,-4.9295735973067575e-11,15.444241503825836,1,2729497.7314048503,b2574,N,,,
b0928,,3,452,15.44424150377654,1.854644627849397e-13,15.444241503776356,1,2729497.73139617,b0928,N,,,
b1866,,1,16,15.44424150377654,15.4442415037766,-6.039613253960853e-14,0,1385580.419226381,b1866,E,E,u,3
b0654,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b0654,N,,,
b0655,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b0655,N,,,
b0652,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b0652,N,,,
b0653,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b0653,N,,,
b3528,,6,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b3528,N,,,
b4123,,9,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b4123,N,,,
b4138,,7,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b4138,N,,,
b4077,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b4077,N,,,
b3503,,1,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b3503,N,,,
b1064,,7,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b1064,N,,,
b1747,,1,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b1747,N,,,
b1539,,4,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b1539,N,,,
b2019,,1,452,15.44424150377654,-5.818575907299493e-15,15.444241503776546,1,2729497.731396201,b2019,N,,,
b3738,,1,474,15.44424150377654,14.127585925017575,1.316655578758965,0,3957376.742161085,b3738,N,,,
b3733,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3733,N,,,
b3732,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3732,N,,,
b3739,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3739,N,,,
b3736,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3736,N,,,
b3737,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3737,N,,,
b3734,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3734,N,,,
b3735,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3735,N,,,
b3731,,1,474,15.44424150377654,14.12758592501752,1.3166555787590202,0,3957376.742161083,b3731,N,,,
b0312,,2,16,15.44424150377654,15.44424150377654,0.0,0,1385580.4192263891,b0312,N,,,
b0827,,4,452,15.44424150377654,-4.324081210862505e-16,15.44424150377654,1,2729497.7313961904,b0827,N,,,
b3857,,5,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961936,b3857,N,,,
b3856,,5,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396157,b3856,N,,,
b4214,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396157,b4214,N,,,
b3551,,3,16,15.44424150377654,15.444241503776528,1.2434497875801752e-14,0,1385580.4192263868,b3551,N,,,
b0775,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961694,b0775,N,,,
b0367,,3,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b0367,N,,,
b0933,,5,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b0933,N,,,
b0365,,3,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b0365,N,,,
b0366,,3,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b0366,N,,,
b1216,,3,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b1216,N,,,
b4132,,1,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b4132,N,,,
b3942,,1,16,15.44424150377654,15.444241503776768,-2.273736754432321e-13,0,1385580.419226396,b3942,N,,,
b3196,,1,452,15.44424150377654,1.000489081561409e-15,15.44424150377654,1,2729497.7313962136,b3196,N,,,
b1270,,2,16,15.44424150377654,15.444241503776636,-9.592326932761353e-14,0,1385580.4192263903,b1270,N,,,
b2874,,1,434,15.44424150377654,15.199107651771392,0.2451338520051482,0,1391808.2505775627,b2874,N,,,
b0521,,1,434,15.44424150377654,15.199107651771795,0.2451338520047432,0,1391808.2505775772,b0521,N,,,
b0323,,1,434,15.44424150377654,15.199107651771795,0.2451338520047432,0,1391808.2505775772,b0323,N,,,
b0033,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.419226393,b0033,N,,,
b0032,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0032,N,,,
b0444,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0444,N,,,
b3469,,6,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b3469,N,,,
b3915,,7,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b3915,N,,,
b0752,,5,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0752,N,,,
b3040,,6,452,15.44424150377654,9.703508201397451e-15,15.444241503776531,1,2729497.731396235,b3040,N,,,
b3918,,7,16,15.44424150377654,15.444241503776867,-3.2684965844964614e-13,0,1385580.4192263985,b3918,N,,,
b2794,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2794,N,,,
b1208,,1,452,15.44424150377654,-6.640089208881217e-15,15.444241503776547,1,2729497.731396237,b1208,E,E,u,3
b1661,,4,16,15.44424150377654,15.444241503776375,1.6342482922482304e-13,0,1385580.4192263817,b1661,N,,,
b2129,,2,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2129,N,,,
b2128,,2,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2128,N,,,
b2131,,2,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2131,N,,,
b2130,,2,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2130,N,,,
b1801,,3,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b1801,N,,,
b0314,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0314,N,,,
b0311,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0311,N,,,
b2600,,2,452,15.44424150377654,-3.7434776404047506e-15,15.444241503776544,1,2729497.7313962355,b2600,N,,,
b2599,,2,452,15.44424150377654,0.0,15.44424150377654,1,2729497.73139622,b2599,N,,,
b2329,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.73139622,b2329,N,,,
b2542,,2,16,15.44424150377654,15.44424150377652,2.131628207280301e-14,0,1385580.419226386,b2542,N,,,
b2540,,2,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2540,N,,,
b2538,,2,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2538,N,,,
b0617,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0617,N,,,
b0614,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0614,N,,,
b0615,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0615,N,,,
b0612,,1,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0612,N,,,
b0789,,7,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0789,N,,,
b1249,,7,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b1249,N,,,
b0155,,1,452,15.44424150377654,-3.7434776404047506e-15,15.444241503776544,1,2729497.7313962355,b0155,N,,,
b1592,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961918,b1592,N,,,
b3035,,9,16,15.44424150377654,15.444241503776482,5.861977570020828e-14,0,1385580.4192263845,b3035,N,,,
b2470,,7,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b2470,N,,,
b0463,,7,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0463,N,,,
b0462,,7,16,15.44424150377654,15.444241503776734,-1.936228954946273e-13,0,1385580.4192263945,b0462,N,,,
b3816,,3,452,15.44424150377654,-1.9373687250944813e-14,15.44424150377656,1,2729497.731396254,b3816,N,,,
b0914,,32,455,15.44424150377654,-3.1104108341853e-15,15.444241503776544,1,2557560.588534593,b0914,E,E,u,3
b1102,,1,16,15.44424150377654,15.444241503776462,7.815970093361102e-14,0,1385580.4192263884,b1102,N,,,
b2765,,1,16,15.44424150377654,15.444241503776542,-1.7763568394002505e-15,0,1385580.4192263866,b2765,N,,,
b0783,,1,452,15.44424150377654,-6.630089066205908e-15,15.444241503776547,1,2729497.731396192,b0783,N,,,
b0781,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961927,b0781,N,,,
b2436,,1,304,15.44424150377654,15.44416964445856,7.185931798048273e-05,0,1385583.8729879174,b2436,N,,,
b3867,,1,16,15.44424150377654,15.444241503776516,2.3092638912203256e-14,0,1385580.419226386,b3867,N,,,
b0038,,2,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b0038,N,,,
b0036,,2,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b0036,N,,,
b2679,,4,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b2679,N,,,
b2677,,4,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b2677,N,,,
b2678,,4,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b2678,N,,,
b4111,,5,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b4111,N,,,
b0040,,2,16,15.44424150377654,15.444241503776569,-2.664535259100376e-14,0,1385580.4192263891,b0040,N,,,
b0720,,1,452,15.44424150377654,1.1277884686506294e-14,15.44424150377653,1,2729497.7313961843,b0720,N,,,
b0337,,1,16,15.44424150377654,15.444241503776398,1.4210854715202006e-13,0,1385580.4192263812,b0337,N,,,
b0336,,1,16,15.44424150377654,15.444241503776317,2.255973186038318e-13,0,1385580.419226379,b0336,N,,,
b3846,,19,472,15.44424150377654,15.05050939383011,0.3937321099464306,0,1479165.70015951,b3846,N,,,
b2780,,1,452,15.44424150377654,2.2115792247775437e-15,15.44424150377654,1,3806490.195116005,b2780,E,u,u,2
b0123,,2,16,15.44424150377654,15.444241503776658,-1.1723955140041653e-13,0,1385580.4192263924,b0123,N,,,
b0484,,1,16,15.44424150377654,15.444241503776595,-5.506706202140776e-14,0,1385580.4192263891,b0484,N,,,
b3425,,1,16,15.44424150377654,15.444241503776595,-5.506706202140776e-14,0,1385580.4192263891,b3425,N,,,
b1308,,1,16,15.44424150377654,15.444241503776595,-5.506706202140776e-14,0,1385580.4192263891,b1308,N,,,
b0340,,1,16,15.44424150377654,15.444241503776595,-5.506706202140776e-14,0,1385580.4192263891,b0340,N,,,
b0341,,1,16,15.44424150377654,15.444241503776595,-5.506706202140776e-14,0,1385580.4192263891,b0341,N,,,
b3008,,2,452,15.44424150377654,-1.759015454862538e-14,15.444241503776558,1,2729497.7313963254,b3008,N,,,
b2414,,1,452,15.44424150377654,8.978571000388909e-14,15.44424150377645,1,2729497.7313962174,b2414,N,,,
b2421,,1,452,15.44424150377654,-6.487988673102756e-14,15.444241503776606,1,2729497.73139623,b2421,N,,,
b2810,,1,16,15.44424150377654,15.444241503776798,-2.575717417130363e-13,0,1385580.4192263926,b2810,N,,,
b1622,,1,452,15.44424150377654,7.059660632169195e-15,15.444241503776531,1,2729497.7313961866,b1622,N,,,
b0526,,1,16,15.44424150377654,15.444241503776396,1.4388490399142031e-13,0,1385580.419226383,b0526,E,E,u,3
b0886,,2,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192263857,b0886,E,N,u,1
b0887,,2,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192263857,b0887,N,,,
b0978,,2,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192263857,b0978,N,,,
b0979,,2,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192263857,b0979,N,,,
b0734,,1,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192263857,b0734,N,,,
b0733,,1,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192263857,b0733,E,N,N,0
b0432,,1,436,15.44424150377654,15.187672774507604,0.2565687292689365,0,1395001.2339966248,b0432,N,,,
b0430,,1,436,15.44424150377654,15.187672774507952,0.2565687292685883,0,1395001.2339966376,b0430,N,,,
b0429,,1,436,15.44424150377654,15.187672774507952,0.2565687292685883,0,1395001.2339966376,b0429,N,,,
b0431,,1,436,15.44424150377654,15.187672774507952,0.2565687292685883,0,1395001.2339966376,b0431,N,,,
b2143,,2,16,15.44424150377654,15.444241503776826,-2.859934511434403e-13,0,1385580.4192263978,b2143,N,,,
b0651,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b0651,N,,,
b2162,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b2162,N,,,
b2066,,2,16,15.44424150377654,15.44424150377642,1.1901590823981678e-13,0,1385580.4192263829,b2066,N,,,
b0910,,3,455,15.44424150377654,7.060323145846826e-15,15.444241503776531,1,2557560.5885345903,b0910,N,,,
b2975,,3,307,15.44424150377654,15.444165950773268,7.555300327233283e-05,0,1385583.5706451845,b2975,N,,,
b3603,,3,307,15.44424150377654,15.444165950773158,7.555300338246695e-05,0,1385583.5706451875,b3603,N,,,
b1189,,1,16,15.44424150377654,15.444241503776375,1.6342482922482304e-13,0,1385580.4192263817,b1189,N,,,
b4042,,7,16,15.44424150377654,15.44424150377647,7.105427357601003e-14,0,1385580.419226384,b4042,N,,,
b2871,,1,16,15.44424150377654,15.44424150377647,7.105427357601003e-14,0,1385580.419226384,b2871,N,,,
b2838,,1,452,15.44424150377654,1.759015454862538e-14,15.444241503776524,1,2729497.7313962188,b2838,N,,,
b3809,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396182,b3809,N,,,
b0175,,7,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396185,b0175,E,E,u,3
b3041,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396192,b3041,E,E,u,3
b0778,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961918,b0778,N,,,
b1734,,1,16,15.44424150377654,15.444241503776412,1.2789769243681806e-13,0,1385580.419226383,b1734,N,,,
b2065,,1,16,15.44424150377654,15.444241503776436,1.0302869668521453e-13,0,1385580.419226383,b2065,N,,,
b2344,,7,16,15.44424150377654,15.444241503776436,1.0302869668521453e-13,0,1385580.419226383,b2344,N,,,
b3693,,1,16,15.44424150377654,15.444241503776436,1.0302869668521453e-13,0,1385580.419226383,b3693,N,,,
b3526,,1,16,15.44424150377654,15.444241503776436,1.0302869668521453e-13,0,1385580.419226383,b3526,N,,,
b1704,,1,452,15.44424150377654,-1.003744688794942e-14,15.444241503776553,1,2729497.731396197,b1704,N,,,
b2601,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.73139618,b2601,N,,,
b0754,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.73139618,b0754,N,,,
b3648,,2,452,15.44424150377654,-2.371154851563856e-15,15.444241503776542,1,2729497.731396195,b3648,E,E,u,3
b1393,,1,16,15.44424150377654,15.444241503776542,-1.7763568394002505e-15,0,1385580.419226387,b1393,N,,,
b1198,,1,16,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.419226386,b1198,N,,,
b1199,,1,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b1199,N,,,
b0596,,1,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b0596,N,,,
b0594,,1,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b0594,N,,,
b2541,,2,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b2541,N,,,
b0031,,1,452,15.44424150377654,-1.759015454862538e-14,15.444241503776558,1,2729497.73139617,b0031,E,N,u,1
b2478,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961727,b2478,E,N,u,1
b0048,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961717,b0048,E,N,u,1
b1606,,2,452,15.44424150377654,1.1400636766671756e-28,15.44424150377654,1,2729497.7313961624,b1606,N,,,
b2315,,1,452,15.44424150377654,1.1400636766671756e-28,15.44424150377654,1,2729497.7313961624,b2315,E,N,u,0.5
b3930,,1,16,15.44424150377654,15.444241503776382,1.5809575870662232e-13,0,1385580.419226381,b3930,N,,,
b2262,,1,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b2262,N,,,
b0736,,1,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b0736,N,,,
b3058,,2,452,15.44424150377654,-7.81002861958967e-12,15.444241503784353,1,2729497.731397465,b3058,N,,,
b0945,,2,16,15.44424150377654,15.444241503776713,-1.7053025658242404e-13,0,1385580.4192263936,b0945,N,,,
b1062,,1,452,15.44424150377654,-1.759015454862538e-14,15.444241503776558,1,2729497.7313961755,b1062,N,,,
b0578,,2,16,15.44424150377654,15.444241503776457,8.526512829121202e-14,0,1385580.419226384,b0578,N,,,
b2303,,1,16,15.44424150377654,15.444241503776505,3.7303493627405266e-14,0,1385580.419226386,b2303,N,,,
b3389,,1,452,15.44424150377654,-3.518030909725076e-14,15.444241503776576,1,2729497.731396174,b3389,N,,,
b1693,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396196,b1693,N,,,
b0421,,2,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961782,b0421,E,E,u,3
b0029,,2,452,15.44424150377654,0.0,15.44424150377654,1,2729497.7313961755,b0029,E,E,u,3
b2232,,2,19,15.44424150377654,15.44424150377652,2.131628207280301e-14,0,1385580.4192816892,b2232,N,,,
b1588,,3,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b1588,N,,,
b0895,,4,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b0895,N,,,
b1587,,3,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b1587,N,,,
b1590,,3,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b1590,N,,,
b0896,,4,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b0896,N,,,
b1589,,3,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b1589,N,,,
b1873,,4,19,15.44424150377654,15.444241503776473,6.750155989720953e-14,0,1385580.4192816883,b1873,N,,,
b0099,,3,452,15.44424150377654,-1.7078488549304572e-14,15.444241503776558,1,2729497.7313961494,b0099,N,,,
b1865,,2,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396217,b1865,N,,,
b3575,,1,19,15.44424150377654,15.444241503776528,1.2434497875801752e-14,0,1385580.4192816897,b3575,N,,,
b0103,,1,452,15.44424150377654,1.0091754516137544e-10,15.444241503675622,1,2729497.731379414,b0103,N,,,
b3774,,3,464,15.44424150377654,0.0,15.44424150377654,1,2188123.0028576343,b3774,N,,,
b0425,,1,464,15.44424150377654,0.0,15.44424150377654,1,2188123.002857601,b0425,N,,,
b4381,,1,19,15.44424150377654,15.444241503776592,-5.1514348342607263e-14,0,1385580.419281692,b4381,N,,,
b3860,,2,19,15.44424150377654,15.444241503776414,1.2612133559741778e-13,0,1385580.4192816853,b3860,N,,,
b2893,,2,19,15.44424150377654,15.444241503776414,1.2612133559741778e-13,0,1385580.4192816853,b2893,N,,,
b2582,,10,24,15.44424150377654,15.444241503776414,1.2612133559741778e-13,0,1385653.694667625,b2582,N,,,
b4136,,3,24,15.44424150377654,15.4442415037765,3.907985046680551e-14,0,1385653.6946676278,b4136,N,,,
b3781,,10,24,15.44424150377654,15.4442415037765,3.907985046680551e-14,0,1385653.6946676278,b3781,N,,,
b0604,,2,24,15.44424150377654,15.4442415037765,3.907985046680551e-14,0,1385653.6946676278,b0604,N,,,
b4122,,2,444,15.44424150377654,15.281100485373637,0.1631410184029054,0,1362853.6519242162,b4122,N,,,
b1098,,1,452,15.44424150377654,-9.157600836477647e-21,15.44424150377654,1,2729497.7313962057,b1098,E,E,u,3
b2146,,1,28,15.44424150377654,15.444241503776505,3.5527136788005016e-14,0,1385653.6947150745,b2146,N,,,
b2147,,1,28,15.44424150377654,15.444241503776528,1.2434497875801752e-14,0,1385653.6947150745,b2147,N,,,
b1238,,2,28,15.44424150377654,15.444241503776528,1.2434497875801752e-14,0,1385653.6947150745,b1238,N,,,
b4384,,7,34,15.44424150377654,15.444241503776528,1.2434497875801752e-14,0,1385653.6953632827,b4384,N,,,
b4382,,2,34,15.44424150377654,15.444241503776302,2.380318164796336e-13,0,1385653.6953632752,b4382,N,,,
b2251,,3,437,15.44424150377654,15.439042363695997,0.0051991400805437,0,1385775.77232679,b2251,N,,,
b3640,,1,437,15.44424150377654,15.439042363695885,0.0051991400806574,0,1385775.7723267854,b3640,E,E,u,3
b0173,,1,452,15.44424150377654,-1.0026995251211383e-14,15.444241503776553,1,2729497.7313961782,b0173,E,E,u,3
b0420,,1,452,15.44424150377654,0.0,15.44424150377654,1,2729497.731396185,b0420,E,E,u,3
b3564,,2,34,15.44424150377654,15.444241503776391,1.4743761767022081e-13,0,1385653.695363279,b3564,N,,,
b1779,,2,464,15.44424150377654,0.0,15.44424150377654,1,12775375.768058646,b1779,E,N,u,1
b2927,,1,464,15.44424150377654,0.0,15.44424150377654,1,12775375.768058646,b2927,N,,,
b1288,,26,464,15.44424150377654,0.0,15.44424150377654,1,12775375.768058646,b1288,E,E,u,3
b3622,,2,38,15.44424150377654,15.444241503776585,-4.440892098500626e-14,0,1733535.141775747,b3622,N,,,
b3785,,3,38,15.44424150377654,15.444241503776531,7.105427357601002e-15,0,1733535.1417757464,b3785,N,,,
b3792,,1,38,15.44424150377654,15.444241503776531,7.105427357601002e-15,0,1733535.1417757464,b3792,N,,,
b2341,,16,481,15.44424150377654,15.05050939382698,0.3937321099495605,0,1751837.3066336708,b2341,N,,,
b1850,,2,463,15.44424150377654,13.699214760311662,1.7450267434648783,0,2874868.487479607,b1850,N,,,
b1851,,1,463,15.44424150377654,13.699214760311566,1.7450267434649742,0,2874868.487479567,b1851,N,,,
b1054,,1,38,15.44424150377654,15.444241503776212,3.286260152890464e-13,0,1733535.141775741,b1054,N,,,
b1855,,2,38,15.44424150377654,15.444241503776638,-9.769962616701379e-14,0,1733535.141775748,b1855,N,,,
b2779,,1,472,15.44424150377654,1.140245391007123,14.303996112769417,0,12343265.238897378,b2779,E,E,u,2.5
b0583,,1,30,15.44424150377654,15.44424150377683,-2.895461648222409e-13,0,599366.3875097617,b0583,E,N,u,0
b0585,,2,30,15.44424150377654,15.444241503776512,2.8421709430404014e-14,0,599366.3875097762,b0585,N,,,
b2440,,1,30,15.44424150377654,15.444241503776512,2.8421709430404014e-14,0,599366.3875097762,b2440,N,,,
b3946,,1,30,15.44424150377654,15.444241503776512,2.8421709430404014e-14,0,599366.3875097762,b3946,N,,,
b0822,,5,30,15.44424150377654,15.444241503776512,2.8421709430404014e-14,0,599366.3875097762,b0822,N,,,
b3666,,4,30,15.44424150377654,15.444241503776512,2.8421709430404014e-14,0,599366.3875097762,b3666,N,,,
b0404,,7,30,15.44424150377654,15.444241503776512,2.8421709430404014e-14,0,599366.3875097762,b0404,N,,,
b0452,,10,477,15.44424150377654,15.050509393827946,0.3937321099485942,0,587291.5110756734,b0452,N,,,
b1805,,10,30,15.44424150377654,15.44424150377626,2.806643806252396e-13,0,599366.3875097866,b1805,N,,,
b3844,,6,433,15.44424150377654,15.434373292265033,0.0098682115115078,0,599595.2076939952,b3844,N,,,
b2764,,4,450,15.44424150377654,0.0,15.44424150377654,1,2420009.2633343968,b2764,N,,,
b2763,,4,450,15.44424150377654,0.0,15.44424150377654,1,2420009.2633344084,b2763,N,,,
b2925,,2,41,15.44424150377654,15.444241503777764,-1.2221335055073725e-12,0,1733613.443674978,b2925,E,E,u,3
b1773,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b1773,N,,,
b3925,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b3925,N,,,
b2930,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b2930,N,,,
b4232,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b4232,N,,,
b2802,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b2802,N,,,
b2803,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b2803,N,,,
b2738,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b2738,N,,,
b2800,,1,41,15.44424150377654,15.444241503776423,1.1546319456101628e-13,0,1733613.4436749618,b2800,N,,,
b0475,,1,454,15.44424150377654,-1.759015454862538e-14,15.444241503776558,1,3019451.81465954,b0475,E,N,u,1
b1476,,2,41,15.44424150377654,15.444241503776585,-4.440892098500626e-14,0,1733613.4436749653,b1476,N,,,
b1474,,2,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b1474,N,,,
b1475,,2,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b1475,N,,,
b3892,,2,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b3892,N,,,
b3893,,2,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b3893,N,,,
b3894,,2,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b3894,N,,,
b0935,,5,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b0935,N,,,
b3409,,1,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b3409,N,,,
b2392,,2,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b2392,N,,,
b4290,,1,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b4290,N,,,
b4288,,1,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b4288,N,,,
b4287,,1,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b4287,N,,,
b4289,,1,41,15.44424150377654,15.444241503776464,7.638334409421078e-14,0,1733613.4436749627,b4289,N,,,
