dimension,profile,starting_set,lambda,n_iter,final_distance,fitted_q,r2,valid_fit,verdict
5,k=7 rotated,random 27,0.5,40,9.058648e-13,0.507962,0.999998,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 rotated,random 27,0.7,40,1.870962e-07,0.703984,1.000000,True,"CONFIRMED (q=0.7040, R^2=1.0000)"
5,k=7 rotated,random 27,0.9,40,9.869887e-04,0.898701,0.993054,True,"CONFIRMED (q=0.8987, R^2=0.9931)"
5,k=7 rotated,corners 8,0.0,40,0.000000e+00,0.826794,0.274332,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 rotated,corners 8,0.3,40,1.418394e-22,0.279601,0.990381,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 rotated,corners 8,0.5,40,1.349594e-12,0.508401,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 rotated,corners 8,0.7,40,2.790102e-07,0.704902,1.000000,True,"CONFIRMED (q=0.7049, R^2=1.0000)"
5,k=7 rotated,corners 8,0.9,40,1.375088e-03,0.901691,1.000000,True,"CONFIRMED (q=0.9017, R^2=1.0000)"
10,canonical,halton 27,0.0,40,0.000000e+00,0.835203,0.236370,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,halton 27,0.3,40,0.000000e+00,0.402948,0.931354,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,halton 27,0.5,40,7.417930e-13,0.510284,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,halton 27,0.7,40,1.438939e-07,0.706075,1.000000,True,"CONFIRMED (q=0.7061, R^2=1.0000)"
10,canonical,halton 27,0.9,40,6.821728e-04,0.902004,1.000000,True,"CONFIRMED (q=0.9020, R^2=1.0000)"
10,canonical,random 27,0.0,40,0.000000e+00,0.835201,0.236418,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,random 27,0.3,40,0.000000e+00,0.399719,0.938428,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,random 27,0.5,40,1.156111e-12,0.509615,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,random 27,0.7,40,2.312925e-07,0.705676,1.000000,True,"CONFIRMED (q=0.7057, R^2=1.0000)"
10,canonical,random 27,0.9,40,1.114772e-03,0.901837,1.000000,True,"CONFIRMED (q=0.9018, R^2=1.0000)"
10,canonical,corners 8,0.0,40,0.000000e+00,0.834633,0.236662,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,corners 8,0.3,40,0.000000e+00,0.388798,0.946771,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,corners 8,0.5,40,2.305744e-12,0.509490,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,canonical,corners 8,0.7,40,4.614167e-07,0.705605,1.000000,True,"CONFIRMED (q=0.7056, R^2=1.0000)"
10,canonical,corners 8,0.9,40,2.224701e-03,0.901863,1.000000,True,"CONFIRMED (q=0.9019, R^2=1.0000)"
10,k=3 axis,halton 27,0.0,40,0.000000e+00,0.503322,0.715138,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,halton 27,0.3,40,0.000000e+00,0.416048,0.974108,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,halton 27,0.5,40,1.530812e-11,0.562791,0.998123,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,halton 27,0.7,40,3.378533e-07,0.725896,0.999381,True,"CONFIRMED (q=0.7259, R^2=0.9994)"
10,k=3 axis,halton 27,0.9,40,6.712997e-04,0.904290,0.999988,True,"CONFIRMED (q=0.9043, R^2=1.0000)"
10,k=3 axis,random 27,0.0,40,0.000000e+00,0.499819,0.712677,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,random 27,0.3,40,0.000000e+00,0.400549,0.937994,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,random 27,0.5,40,1.608562e-11,0.552434,0.997762,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,random 27,0.7,40,3.892586e-07,0.716430,0.999672,True,"CONFIRMED (q=0.7164, R^2=0.9997)"
10,k=3 axis,random 27,0.9,40,1.109882e-03,0.902750,0.999997,True,"CONFIRMED (q=0.9028, R^2=1.0000)"
10,k=3 axis,corners 8,0.0,40,0.000000e+00,0.501906,0.710857,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,corners 8,0.3,40,0.000000e+00,0.406902,0.984476,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,corners 8,0.5,40,7.811715e-11,0.570792,0.998651,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 axis,corners 8,0.7,40,1.311373e-06,0.728825,0.999307,True,"CONFIRMED (q=0.7288, R^2=0.9993)"
10,k=3 axis,corners 8,0.9,40,2.331877e-03,0.904277,0.999984,True,"CONFIRMED (q=0.9043, R^2=1.0000)"
10,k=7 axis,halton 27,0.0,40,0.000000e+00,0.835247,0.236366,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,halton 27,0.3,40,1.150460e-21,0.297582,0.998693,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,halton 27,0.5,40,7.743191e-13,0.504518,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,halton 27,0.7,40,2.345264e-07,0.701545,1.000000,True,"CONFIRMED (q=0.7015, R^2=1.0000)"
10,k=7 axis,halton 27,0.9,40,8.762901e-04,0.900859,1.000000,True,"CONFIRMED (q=0.9009, R^2=1.0000)"
10,k=7 axis,random 27,0.0,40,0.000000e+00,0.835294,0.236414,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,random 27,0.3,40,8.915796e-23,0.276395,0.989749,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,random 27,0.5,40,1.214168e-12,0.507851,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,random 27,0.7,40,2.621370e-07,0.704678,1.000000,True,"CONFIRMED (q=0.7047, R^2=1.0000)"
10,k=7 axis,random 27,0.9,40,1.334759e-03,0.901721,1.000000,True,"CONFIRMED (q=0.9017, R^2=1.0000)"
10,k=7 axis,corners 8,0.0,40,0.000000e+00,0.834717,0.236646,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,corners 8,0.3,40,1.418394e-22,0.275911,0.988760,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,corners 8,0.5,40,2.171740e-12,0.508645,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 axis,corners 8,0.7,40,4.467580e-07,0.705058,1.000000,True,"CONFIRMED (q=0.7051, R^2=1.0000)"
10,k=7 axis,corners 8,0.9,40,2.192882e-03,0.901649,1.000000,True,"CONFIRMED (q=0.9016, R^2=1.0000)"
10,k=3 rotated,halton 27,0.0,40,0.000000e+00,0.504399,0.709792,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,halton 27,0.3,40,0.000000e+00,0.414095,0.983093,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,halton 27,0.5,40,8.876157e-13,0.511579,0.999968,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,halton 27,0.7,40,1.556428e-07,0.707337,0.999988,True,"CONFIRMED (q=0.7073, R^2=1.0000)"
10,k=3 rotated,halton 27,0.9,40,6.870585e-04,0.902125,1.000000,True,"CONFIRMED (q=0.9021, R^2=1.0000)"
10,k=3 rotated,random 27,0.0,40,0.000000e+00,0.507138,0.707163,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,random 27,0.3,40,5.551115e-17,0.418637,0.999588,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,random 27,0.5,40,9.725279e-11,0.583152,0.999830,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,random 27,0.7,40,1.185862e-06,0.742452,0.999643,True,"CONFIRMED (q=0.7425, R^2=0.9996)"
10,k=3 rotated,random 27,0.9,40,1.325363e-03,0.908369,0.999935,True,"CONFIRMED (q=0.9084, R^2=0.9999)"
10,k=3 rotated,corners 8,0.0,40,0.000000e+00,0.513783,0.710623,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,corners 8,0.3,40,5.551115e-17,0.409508,0.998865,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,corners 8,0.5,40,8.681912e-12,0.526426,0.998911,True,STRONG-CONVERGED (machine precision; q<1)
10,k=3 rotated,corners 8,0.7,40,4.523668e-07,0.705425,1.000000,True,"CONFIRMED (q=0.7054, R^2=1.0000)"
10,k=3 rotated,corners 8,0.9,40,2.215435e-03,0.901827,1.000000,True,"CONFIRMED (q=0.9018, R^2=1.0000)"
10,k=7 rotated,halton 27,0.0,40,0.000000e+00,0.834221,0.241206,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,halton 27,0.3,40,9.111064e-22,0.294895,0.997945,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,halton 27,0.5,40,1.094150e-12,0.506477,0.999999,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,halton 27,0.7,40,2.506964e-07,0.703257,1.000000,True,"CONFIRMED (q=0.7033, R^2=1.0000)"
10,k=7 rotated,halton 27,0.9,40,1.296063e-03,0.900205,1.000000,True,"CONFIRMED (q=0.9002, R^2=1.0000)"
10,k=7 rotated,random 27,0.0,40,0.000000e+00,0.834138,0.241344,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,random 27,0.3,40,3.461967e-22,0.288214,0.994902,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,random 27,0.5,40,1.491849e-12,0.505810,0.999999,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,random 27,0.7,40,3.429137e-07,0.702821,1.000000,True,"CONFIRMED (q=0.7028, R^2=1.0000)"
10,k=7 rotated,random 27,0.9,40,1.031945e-03,0.878827,0.791086,True,"WEAK (q=0.8788, R^2=0.7911)"
10,k=7 rotated,corners 8,0.0,40,0.000000e+00,0.826422,0.274316,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,corners 8,0.3,40,0.000000e+00,0.389203,0.945477,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,corners 8,0.5,40,2.061742e-12,0.508512,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
10,k=7 rotated,corners 8,0.7,40,4.185082e-07,0.704864,1.000000,True,"CONFIRMED (q=0.7049, R^2=1.0000)"
10,k=7 rotated,corners 8,0.9,40,2.066913e-03,0.901678,1.000000,True,"CONFIRMED (q=0.9017, R^2=1.0000)"
20,canonical,halton 27,0.0,40,0.000000e+00,0.805561,0.289005,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,halton 27,0.3,40,0.000000e+00,0.396086,0.937551,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,halton 27,0.5,40,1.278377e-12,0.507358,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,halton 27,0.7,40,2.795127e-07,0.704323,1.000000,True,"CONFIRMED (q=0.7043, R^2=1.0000)"
20,canonical,halton 27,0.9,40,1.417882e-03,0.901469,1.000000,True,"CONFIRMED (q=0.9015, R^2=1.0000)"
20,canonical,random 27,0.0,40,0.000000e+00,0.803279,0.291122,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,random 27,0.3,40,0.000000e+00,0.390793,0.947811,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,random 27,0.5,40,2.274237e-12,0.511912,0.999999,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,random 27,0.7,40,4.070451e-07,0.706710,1.000000,True,"CONFIRMED (q=0.7067, R^2=1.0000)"
20,canonical,random 27,0.9,40,1.877717e-03,0.902067,1.000000,True,"CONFIRMED (q=0.9021, R^2=1.0000)"
20,canonical,corners 8,0.0,40,0.000000e+00,0.803328,0.294686,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,corners 8,0.3,40,0.000000e+00,0.384559,0.952003,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,corners 8,0.5,40,3.416225e-12,0.506922,0.999636,True,STRONG-CONVERGED (machine precision; q<1)
20,canonical,corners 8,0.7,40,6.996303e-07,0.702516,0.995861,True,"CONFIRMED (q=0.7025, R^2=0.9959)"
20,canonical,corners 8,0.9,40,3.488703e-03,0.901952,1.000000,True,"CONFIRMED (q=0.9020, R^2=1.0000)"
20,k=3 axis,halton 27,0.0,40,0.000000e+00,0.503322,0.715138,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,halton 27,0.3,40,0.000000e+00,0.396086,0.937547,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,halton 27,0.5,40,1.038120e-11,0.537569,0.997908,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,halton 27,0.7,40,3.399575e-07,0.707658,0.999951,True,"CONFIRMED (q=0.7077, R^2=1.0000)"
20,k=3 axis,halton 27,0.9,40,1.430416e-03,0.901630,1.000000,True,"CONFIRMED (q=0.9016, R^2=1.0000)"
20,k=3 axis,random 27,0.0,40,0.000000e+00,0.500575,0.712026,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,random 27,0.3,40,0.000000e+00,0.392298,0.953105,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,random 27,0.5,40,1.260086e-11,0.536060,0.998417,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,random 27,0.7,40,5.231448e-07,0.711500,0.999909,True,"CONFIRMED (q=0.7115, R^2=0.9999)"
20,k=3 axis,random 27,0.9,40,1.874720e-03,0.902391,0.999999,True,"CONFIRMED (q=0.9024, R^2=1.0000)"
20,k=3 axis,corners 8,0.0,40,0.000000e+00,0.501906,0.710857,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,corners 8,0.3,40,8.881784e-16,0.422382,0.999902,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 axis,corners 8,0.5,40,2.165804e-10,0.576261,0.998697,True,"CONFIRMED (q=0.5763, R^2=0.9987)"
20,k=3 axis,corners 8,0.7,40,1.993516e-06,0.724793,0.995695,True,"CONFIRMED (q=0.7248, R^2=0.9957)"
20,k=3 axis,corners 8,0.9,40,3.686459e-03,0.903323,0.999996,True,"CONFIRMED (q=0.9033, R^2=1.0000)"
20,k=7 axis,halton 27,0.0,40,0.000000e+00,0.805567,0.289007,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,halton 27,0.3,40,1.150460e-21,0.293875,0.997734,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,halton 27,0.5,40,1.387926e-12,0.505652,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,halton 27,0.7,40,3.311789e-07,0.702921,1.000000,True,"CONFIRMED (q=0.7029, R^2=1.0000)"
20,k=7 axis,halton 27,0.9,40,1.772015e-03,0.900921,1.000000,True,"CONFIRMED (q=0.9009, R^2=1.0000)"
20,k=7 axis,random 27,0.0,40,0.000000e+00,0.803274,0.291148,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,random 27,0.3,40,1.466101e-22,0.282304,0.986739,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,random 27,0.5,40,2.275295e-12,0.510610,0.999996,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,random 27,0.7,40,4.186928e-07,0.705614,1.000000,True,"CONFIRMED (q=0.7056, R^2=1.0000)"
20,k=7 axis,random 27,0.9,40,2.011368e-03,0.901869,1.000000,True,"CONFIRMED (q=0.9019, R^2=1.0000)"
20,k=7 axis,corners 8,0.0,40,0.000000e+00,0.803337,0.294690,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,corners 8,0.3,40,1.418394e-22,0.272406,0.986153,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,corners 8,0.5,40,3.651478e-12,0.508207,0.999616,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 axis,corners 8,0.7,40,7.023811e-07,0.703698,0.995688,True,"CONFIRMED (q=0.7037, R^2=0.9957)"
20,k=7 axis,corners 8,0.9,40,3.433958e-03,0.901944,1.000000,True,"CONFIRMED (q=0.9019, R^2=1.0000)"
20,k=3 rotated,halton 27,0.0,40,0.000000e+00,0.504020,0.721265,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,halton 27,0.3,40,0.000000e+00,0.396006,0.937590,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,halton 27,0.5,40,5.669032e-12,0.526305,0.998716,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,halton 27,0.7,40,3.223707e-07,0.706742,0.999973,True,"CONFIRMED (q=0.7067, R^2=1.0000)"
20,k=3 rotated,halton 27,0.9,40,1.427151e-03,0.901605,1.000000,True,"CONFIRMED (q=0.9016, R^2=1.0000)"
20,k=3 rotated,random 27,0.0,40,0.000000e+00,0.506744,0.718804,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,random 27,0.3,40,1.570092e-16,0.418305,0.999774,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,random 27,0.5,40,1.046026e-10,0.576705,0.999339,True,"CONFIRMED (q=0.5767, R^2=0.9993)"
20,k=3 rotated,random 27,0.7,40,1.264814e-06,0.731146,0.999388,True,"CONFIRMED (q=0.7311, R^2=0.9994)"
20,k=3 rotated,random 27,0.9,40,2.013438e-03,0.904535,0.999981,True,"CONFIRMED (q=0.9045, R^2=1.0000)"
20,k=3 rotated,corners 8,0.0,40,0.000000e+00,0.494068,0.722306,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,corners 8,0.3,40,0.000000e+00,0.385678,0.967452,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,corners 8,0.5,40,9.724019e-12,0.520828,0.999465,True,STRONG-CONVERGED (machine precision; q<1)
20,k=3 rotated,corners 8,0.7,40,7.417163e-07,0.701573,0.995992,True,"CONFIRMED (q=0.7016, R^2=0.9960)"
20,k=3 rotated,corners 8,0.9,40,3.480322e-03,0.898386,0.771981,True,"WEAK (q=0.8984, R^2=0.7720)"
20,k=7 rotated,halton 27,0.0,40,0.000000e+00,0.804094,0.296613,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,halton 27,0.3,40,9.111064e-22,0.295575,0.995203,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,halton 27,0.5,40,1.836121e-12,0.509243,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,halton 27,0.7,40,3.739776e-07,0.705272,1.000000,True,"CONFIRMED (q=0.7053, R^2=1.0000)"
20,k=7 rotated,halton 27,0.9,40,1.840604e-03,0.901735,1.000000,True,"CONFIRMED (q=0.9017, R^2=1.0000)"
20,k=7 rotated,random 27,0.0,40,0.000000e+00,0.801293,0.300982,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,random 27,0.3,40,1.466101e-22,0.278447,0.989136,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,random 27,0.5,40,2.245178e-12,0.505150,0.999121,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,random 27,0.7,40,4.617653e-07,0.694417,0.990988,True,"CONFIRMED (q=0.6944, R^2=0.9910)"
20,k=7 rotated,random 27,0.9,40,2.550903e-03,0.905088,0.997155,True,"CONFIRMED (q=0.9051, R^2=0.9972)"
20,k=7 rotated,corners 8,0.0,40,0.000000e+00,0.802439,0.299379,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,corners 8,0.3,40,1.418394e-22,0.272921,0.986064,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,corners 8,0.5,40,3.612294e-12,0.510027,0.999999,True,STRONG-CONVERGED (machine precision; q<1)
20,k=7 rotated,corners 8,0.7,40,6.936264e-07,0.705619,1.000000,True,"CONFIRMED (q=0.7056, R^2=1.0000)"
20,k=7 rotated,corners 8,0.9,40,3.326209e-03,0.901833,1.000000,True,"CONFIRMED (q=0.9018, R^2=1.0000)"
