tau,beta,D,L,mdl,sse,kappa_V,abs_err_kappa
0.5,1.0,0.5,32,-109.66959474555298,9.277308604125873,0.34631403254372195,0.07559210371276037
0.5,5.0,0.05,4,-83.31131336272644,15.71690856180097,0.5643707707369772,0.2936488419060156
0.5,5.0,0.05,8,-83.51547050852705,15.652865016397307,0.7782844426017655,0.507562513770804
0.5,5.0,0.05,16,-83.51547050852705,15.652865016397307,0.7782844426017655,0.507562513770804
0.5,5.0,0.05,32,-83.51547050852705,15.652865016397307,0.7782844426017655,0.507562513770804
0.5,5.0,0.1,4,-82.25107183444557,16.053741567100566,0.567045471257877,0.2963235424269154
0.5,5.0,0.1,8,-81.44325981325308,16.315216211599235,0.7981037277809694,0.5273817989500078
0.5,5.0,0.1,16,-81.44325981325308,16.315216211599235,0.7981037277809694,0.5273817989500078
0.5,5.0,0.1,32,-81.44325981325308,16.315216211599235,0.7981037277809694,0.5273817989500078
0.5,5.0,0.2,4,-81.05600922069519,16.442068356090537,0.568134207185114,0.2974122783541524
0.5,5.0,0.2,8,-77.83886318591236,17.534776101090927,0.8316464478199805,0.560924518989019
0.5,5.0,0.2,16,-77.83886318591236,17.534776101090927,0.8316464478199805,0.560924518989019
0.5,5.0,0.2,32,-77.83886318591236,17.534776101090927,0.8316464478199805,0.560924518989019
0.5,5.0,0.5,4,-101.54915110280326,10.913279565747445,0.49820619316292075,0.22748426433195917
0.5,5.0,0.5,8,-95.58330567916667,12.29628599255694,0.7913112820568743,0.5205893532259127
0.5,5.0,0.5,16,-95.58330567916667,12.29628599255694,0.7913112820568743,0.5205893532259127
0.5,5.0,0.5,32,-95.58330567916667,12.29628599255694,0.7913112820568743,0.5205893532259127
0.5,10.0,0.05,4,-86.80336419114609,14.65667839485122,0.5520939505327709,0.2813720217018093
0.5,10.0,0.05,8,-89.93247215830476,13.767543962736305,0.708053873781313,0.43733194495035144
0.5,10.0,0.05,16,-89.93247215830476,13.767543962736305,0.708053873781313,0.43733194495035144
0.5,10.0,0.05,32,-89.93247215830476,13.767543962736305,0.708053873781313,0.43733194495035144
0.5,10.0,0.1,4,-85.7894838237109,14.956914511872629,0.5567845762075205,0.28606264737655895
0.5,10.0,0.1,8,-89.24741613258817,13.957472890196273,0.7301656381949594,0.4594437093639978
0.5,10.0,0.1,16,-89.24741613258817,13.957472890196273,0.7301656381949594,0.4594437093639978
0.5,10.0,0.1,32,-89.24741613258817,13.957472890196273,0.7301656381949594,0.4594437093639978
0.5,10.0,0.2,4,-83.18680164558728,15.756096120114922,0.5657099772446329,0.2949880484136713
