gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
b0870,5,0,0.9259332133632957,0.9259332133632575,3.8191672047105385e-14,0,0.0
b2551,6,96,0.9259332133632957,0.9259332133632597,3.597122599785507e-14,0,659.929672388436
b3368,3,461,0.9259332133632957,-3.668529914506607e-15,0.9259332133632994,1,3955.031594655419
b2436,1,104,0.9259332133632957,0.9259332133632364,5.928590951498336e-14,0,29.155301310526916
b3500,1,104,0.9259332133632957,0.9259332133632859,9.769962616701378e-15,0,29.155301310485832
b0945,2,104,0.9259332133632957,0.9259332133632859,9.769962616701378e-15,0,29.155301310485832
b4467,3,104,0.9259332133632957,0.9259332133632859,9.769962616701378e-15,0,29.155301310485832
b2979,3,104,0.9259332133632957,0.9259332133632859,9.769962616701378e-15,0,29.155301310485832
b4468,3,104,0.9259332133632957,0.9259332133632859,9.769962616701378e-15,0,29.155301310485832
b3916,3,117,0.9259332133632957,0.9259332133633028,-7.105427357601002e-15,0,1254.1175156763748
b1260,3,468,0.9259332133632957,-1.4269617035349306e-16,0.9259332133632958,1,6067.235836734629
b1261,3,468,0.9259332133632957,0.0,0.9259332133632957,1,6067.235836734539
b3426,1,117,0.9259332133632957,0.9259332133632303,6.539213615042172e-14,0,1272.7224529751163
b2243,3,117,0.9259332133632957,0.9259332133632524,4.3298697960381105e-14,0,1272.7224529751356
b2242,3,117,0.9259332133632957,0.9259332133632524,4.3298697960381105e-14,0,1272.7224529751356
b2241,3,117,0.9259332133632957,0.9259332133632524,4.3298697960381105e-14,0,1272.7224529751356
b3770,5,472,0.9259332133632957,-2.7572780629332024e-16,0.9259332133632959,1,6379.994823369632
b4054,4,481,0.9259332133632957,2.210868370054814e-15,0.9259332133632935,1,4293.39742767491
b3281,1,481,0.9259332133632957,2.1626143363220526e-14,0.925933213363274,1,4293.397427674869
b1692,3,481,0.9259332133632957,0.0,0.9259332133632957,1,4293.397427674946
b0243,1,481,0.9259332133632957,1.1336740221183747e-29,0.9259332133632957,1,4293.397427674954
b1613,1,172,0.9259332133632957,0.9259332133631869,1.0880185641326534e-13,0,1258.4248952929247
b0414,2,466,0.9259332133632957,4.058783943723746e-15,0.9259332133632916,1,5744.156584658629
b3041,1,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658673
b0025,2,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658638
b0446,4,172,0.9259332133632957,0.9259332133632351,6.061817714453355e-14,0,1258.424895293219
b3812,2,466,0.9259332133632957,-9.936883456088956e-16,0.9259332133632967,1,5744.156584658769
b0844,2,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658638
b1662,1,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658638
b0421,2,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658688
b3804,1,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658676
b3997,1,466,0.9259332133632957,0.0,0.9259332133632957,1,5744.156584658644
b4382,2,172,0.9259332133632957,0.9259332133632766,1.9095836023552692e-14,0,1258.4248952934574
b0126,1,476,0.9259332133632957,3.166118520542972e-13,0.9259332133629791,1,6050.559922092018
b0339,1,476,0.9259332133632957,-1.2187003625989282e-13,0.9259332133634176,1,6050.559922096071
b4006,2,476,0.9259332133632957,-1.2187003625989282e-13,0.9259332133634176,1,6050.559922096071
b2508,1,209,0.9259332133632957,0.92593321336326,3.574918139293004e-14,0,1244.7800505667528
b3846,19,135,0.9259332133632957,0.9259332133632627,3.297362383136715e-14,0,1311.9126323287142
b2341,16,135,0.9259332133632957,0.9259332133633822,-8.64863736182997e-14,0,1311.9126323298633
b2400,1,468,0.9259332133632957,-1.6917252572964106e-15,0.9259332133632974,1,5474.888518254738
b3993,1,468,0.9259332133632957,0.0,0.9259332133632957,1,5474.888518254691
b2066,4,135,0.9259332133632957,0.9259332133633035,-7.771561172376096e-15,0,1311.9126323291366
b0238,3,127,0.9259332133632957,0.9259332133633048,-9.103828801926284e-15,0,1254.9432919018711
b0125,2,127,0.9259332133632957,0.9259332133633223,-2.6645352591003757e-14,0,1254.9432919020078
b2518,8,145,0.9259332133632957,0.9259332133633222,-2.653433028854124e-14,0,1533.9678604549108
b0474,13,144,0.9259332133632957,0.9259332133632863,9.43689570931383e-15,0,1531.2084749794858
b1062,1,467,0.9259332133632957,-1.4931157166137148e-15,0.9259332133632971,1,5740.843109119518
b1281,1,467,0.9259332133632957,0.0,0.9259332133632957,1,5740.8431091196
b0720,1,467,0.9259332133632957,-2.9854113983557763e-15,0.9259332133632987,1,5740.843109119622
b1136,1,467,0.9259332133632957,7.668193846052201e-16,0.9259332133632949,1,5740.843109119582
b0351,1,175,0.9259332133632957,0.9259332133632447,5.0959236830294685e-14,0,1469.0550019329894
b1241,3,179,0.9259332133632957,0.9259332133632996,-3.885780586188048e-15,0,1468.6376896593122
b4069,2,171,0.9259332133632957,0.9259332133632717,2.398081733190338e-14,0,1481.641204752667
b4226,1,458,0.9259332133632957,-4.423294303134895e-15,0.9259332133633001,1,8144.408409214899
b2502,2,458,0.9259332133632957,1.024778872854738e-14,0.9259332133632855,1,8144.408409214793
b2744,14,463,0.9259332133632957,1.2031236602985413e-14,0.9259332133632837,1,8980.298474165276
b3403,1,138,0.9259332133632957,0.925933213363284,1.1657341758564144e-14,0,1674.2053234813807
b1479,1,138,0.9259332133632957,0.9259332133632648,3.086420008457935e-14,0,1674.20532348138
b1190,1,471,0.9259332133632957,-1.368591339226362e-16,0.9259332133632958,1,6204.1756075146
b4053,1,471,0.9259332133632957,0.0,0.9259332133632957,1,6204.175607514634
b2379,1,213,0.9259332133632957,0.925933213363289,6.661338147750939e-15,0,3071.88266031572
b2290,1,213,0.9259332133632957,0.9259332133632957,0.0,0,3071.882660315822
b3564,2,213,0.9259332133632957,0.9259332133632957,0.0,0,3071.882660315822
b0063,3,213,0.9259332133632957,0.9259332133632957,0.0,0,3071.882660315822
b3752,1,213,0.9259332133632957,0.9259332133632957,0.0,0,3071.882660315822
b3926,1,213,0.9259332133632957,0.9259332133632957,0.0,0,3071.882660315822
b4383,2,211,0.9259332133632957,0.9259332133632957,0.0,0,3033.241167893436
b0928,4,475,0.9259332133632957,-7.984193065359245e-15,0.9259332133633037,1,6498.155717105577
b3925,1,207,0.9259332133632957,0.9259332133632093,8.637535131583718e-14,0,3118.8801912976005
b2930,1,207,0.9259332133632957,0.9259332133632631,3.26405569239796e-14,0,3118.8801912977046
b4232,1,207,0.9259332133632957,0.9259332133632631,3.26405569239796e-14,0,3118.8801912977046
b3697,6,207,0.9259332133632957,0.9259332133632631,3.26405569239796e-14,0,3118.8801912977046
b3430,1,207,0.9259332133632957,0.9259332133632631,3.26405569239796e-14,0,3118.8801912977046
b1676,1,207,0.9259332133632957,0.9259332133632631,3.26405569239796e-14,0,3118.8801912977046
b1854,5,204,0.9259332133632957,0.9259332133632631,3.26405569239796e-14,0,3075.5034810226853
b3197,1,487,0.9259332133632957,1.7112974987765007e-16,0.9259332133632955,1,4851.354274076701
b2708,1,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076706
b0072,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076706
b0071,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076701
b3671,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076701
b3670,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076705
b0078,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076705
b0077,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076705
b0908,1,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076705
b1264,1,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076711
b1263,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076703
b2599,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076703
b2600,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076706
b2329,1,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076706
b1262,2,487,0.9259332133632957,0.0,0.9259332133632957,1,4851.354274076697
b2779,1,515,0.9259332133632957,0.8042306786411496,0.1217025347221461,0,50246.96282549949
b2097,1,248,0.9259332133632957,0.9259332133632472,4.851674617611934e-14,0,44557.72998050071
b2925,2,248,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,0,44557.729980499804
b0963,1,262,0.9259332133632957,0.9259332133632753,2.042810365310288e-14,0,36266.68690238289
b1702,1,262,0.9259332133632957,0.9259332133632339,6.183942247162122e-14,0,36266.68690238258
