bnum,gene_name_keio,COG_id,keio_call,PEC,MG_Tn5,y_ess_in_silico,b_wt,b_ko,delta_b,kV,log10_kV,keio_E,kV_db_original,log10_kV_db_original,kV_db_linear,log10_kV_db_linear,kV_db_quadratic,log10_kV_db_quadratic,kV_db_indicator,log10_kV_db_indicator,model
b4152,frdC,COG3029,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b4153,frdB,COG0479,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b4151,frdD,COG3080,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b2168,fruK,COG1105,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b3371,frlB,COG2222,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b3374,frlD,COG0524,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b3370,frlA,COG0531,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b4321,gntP,COG2610,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b2169,fruB,COG1925,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b2167,fruA,COG1299,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b1232,purU,COG0788,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b2801,fucP,COG0738,N,,,0,15.44424150377654,15.44424150377663,-8.881784197001252e-14,1733535.141775747,6.238932649986992,0,1733535.141775747,6.238932649986992,1733535.141775737,6.238932649986989,1733535.141775747,6.2389326499869915,0.0,-12.0,iJO1366
b1611,fumC,COG0114,N,,,0,15.44424150377654,15.28110048537366,0.1631410184028805,1731522.1401201286,6.238428049030456,0,1731522.1401201286,6.238428049030456,1749812.6003707831,6.242991539553235,1731715.3463913216,6.238476505665534,0.0,-12.0,iJO1366
b1612,fumA,COG1838,N,,,0,15.44424150377654,15.281100485373878,0.163141018402662,1731522.1401201535,6.238428049030462,0,1731522.1401201535,6.238428049030462,1749812.6003707838,6.242991539553235,1731715.346391346,6.23847650566554,0.0,-12.0,iJO1366
b0621,dcuC,COG3069,N,,,0,15.44424150377654,15.444241503776604,-6.394884621840903e-14,1733613.4436749665,6.238952266153949,0,1733613.4436749665,6.238952266153949,1733613.4436749592,6.238952266153947,1733613.4436749665,6.238952266153949,0.0,-12.0,iJO1366
b3730,glmU,COG1207,E,E,u,1,15.44424150377654,2.0504683548186912e-15,15.44424150377654,2545428.0209662328,6.405760820666558,1,2545428.0209662328,6.405760820666558,5090856.0419324655,6.706790816330539,5090856.0419324655,6.706790816330539,2545428.0209662328,6.405760820666558,iJO1366
b3789,rffH,COG1209,N,,,0,15.44424150377654,15.444241503776604,-6.394884621840903e-14,1733613.4436749653,6.238952266153949,0,1733613.4436749653,6.238952266153949,1733613.443674958,6.238952266153947,1733613.4436749653,6.238952266153949,0.0,-12.0,iJO1366
b2039,rfbA,COG1209,N,,,0,15.44424150377654,15.444241503776604,-6.394884621840903e-14,1733613.4436749653,6.238952266153949,0,1733613.4436749653,6.238952266153949,1733613.443674958,6.238952266153947,1733613.4436749653,6.238952266153949,0.0,-12.0,iJO1366
b0154,hemL,COG0001,E,N,u,1,15.44424150377654,3.518030909725076e-14,15.444241503776505,3120253.743637215,6.494189912922464,1,3120253.743637215,6.494189912922464,6240507.487274423,6.7952199085864455,6240507.487274415,6.795219908586445,3120253.743637215,6.494189912922464,iJO1366
b2533,suhB,COG0483,E,N,N,0,15.44424150377654,15.444241503776547,-7.105427357601002e-15,1733613.4436749653,6.238952266153949,1,1733613.4436749653,6.238952266153949,1733613.4436749646,6.238952266153949,1733613.4436749653,6.238952266153949,0.0,-12.0,iJO1366
b4055,aphA,COG3700,N,,,0,15.44424150377654,15.444241503776713,-1.723066134218243e-13,1733613.4436749658,6.238952266153949,0,1733613.4436749658,6.238952266153949,1733613.4436749464,6.2389522661539445,1733613.4436749658,6.238952266153949,0.0,-12.0,iJO1366
b3451,ugpE,COG0395,N,,,0,15.44424150377654,15.444241503776656,-1.1546319456101628e-13,1733620.405758813,6.238954010250096,0,1733620.405758813,6.238954010250096,1733620.4057588002,6.238954010250092,1733620.405758813,6.2389540102500955,0.0,-12.0,iJO1366
b3452,ugpA,COG1175,N,,,0,15.44424150377654,15.444241503776656,-1.1546319456101628e-13,1733620.405758813,6.238954010250096,0,1733620.405758813,6.238954010250096,1733620.4057588002,6.238954010250092,1733620.405758813,6.2389540102500955,0.0,-12.0,iJO1366
b3453,ugpB,COG1653,N,,,0,15.44424150377654,15.444241503776656,-1.1546319456101628e-13,1733620.405758813,6.238954010250096,0,1733620.405758813,6.238954010250096,1733620.4057588002,6.238954010250092,1733620.405758813,6.2389540102500955,0.0,-12.0,iJO1366
b3450,ugpC,COG3839,N,,,0,15.44424150377654,15.444241503776656,-1.1546319456101628e-13,1733620.405758813,6.238954010250096,0,1733620.405758813,6.238954010250096,1733620.4057588002,6.238954010250092,1733620.405758813,6.2389540102500955,0.0,-12.0,iJO1366
b3608,gpsA,COG0240,E,N,N,1,15.44424150377654,-6.445179691176439e-15,15.444241503776547,3019451.814659577,6.479928103394765,1,3019451.814659577,6.479928103394765,6038903.629319155,6.780958099058746,6038903.6293191565,6.780958099058746,3019451.814659577,6.479928103394765,iJO1366
b2242,glpB,COG3075,N,,,0,15.44424150377654,15.444241503776633,-9.237055564881302e-14,1733620.4057588123,6.238954010250095,0,1733620.4057588123,6.238954010250095,1733620.4057588018,6.238954010250092,1733620.4057588123,6.238954010250095,0.0,-12.0,iJO1366
b2241,glpA,COG0578,N,,,0,15.44424150377654,15.444241503776489,5.1514348342607263e-14,1733620.40575881,6.238954010250095,0,1733620.40575881,6.238954010250095,1733620.4057588158,6.2389540102500955,1733620.40575881,6.238954010250095,0.0,-12.0,iJO1366
b2243,glpC,COG0247,N,,,0,15.44424150377654,15.444241503776489,5.1514348342607263e-14,1733620.40575881,6.238954010250095,0,1733620.40575881,6.238954010250095,1733620.4057588158,6.2389540102500955,1733620.40575881,6.238954010250095,0.0,-12.0,iJO1366
b3426,glpD,COG0578,N,,,0,15.44424150377654,15.444241503776489,5.1514348342607263e-14,1733620.40575881,6.238954010250095,0,1733620.40575881,6.238954010250095,1733620.4057588158,6.2389540102500955,1733620.40575881,6.238954010250095,0.0,-12.0,iJO1366
b0243,proA,COG0014,N,,,0,15.44424150377654,15.400428103525917,0.0438134002506238,1734130.7310824457,6.239081834574785,0,1734130.7310824457,6.239081834574785,1739050.2451802567,6.240312129955152,1734144.6871346193,6.239085329704621,0.0,-12.0,iJO1366
b0678,nagB,COG0363,N,,,0,15.44424150377654,15.444241503776396,1.4388490399142034e-13,1733620.405758807,6.238954010250094,0,1733620.405758807,6.238954010250094,1733620.405758823,6.238954010250097,1733620.405758807,6.238954010250094,0.0,-12.0,iJO1366
b1852,zwf,COG0364,N,,,0,15.44424150377654,13.699214760312351,1.745026743464189,3259203.207555644,6.513111439068654,0,3259203.207555644,6.513111439068654,3627456.7574744374,6.559602243962379,3300811.7444868223,6.518620755877727,3259203.207555644,6.513111439068654,iJO1366
b3128,garD,COG2721,N,,,0,15.44424150377654,15.444241503776055,4.849454171562684e-13,1733620.4057588028,6.238954010250093,0,1733620.4057588028,6.238954010250093,1733620.405758857,6.238954010250106,1733620.4057588028,6.238954010250093,0.0,-12.0,iJO1366
b4358,yjjN,COG1063,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b4356,yjiZ,COG0477,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b3127,garP,COG0477,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2789,gudP,COG0477,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b0757,galK,COG0153,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2045,wcaK,COG2327,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b0756,galM,COG2017,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b4119,melA,COG1486,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b3628,rfaB,COG0438,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2093,gatB,COG3414,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2092,gatC,COG3775,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2094,gatA,COG1762,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b3093,exuT,COG0477,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b1236,galU,COG1210,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b4230,ytfT,COG1172,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2148,mglC,COG4211,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2149,mglA,COG1129,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b2150,mglB,COG1879,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b4231,yjfF,COG1172,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
b4227,ytfQ,COG1879,N,,,0,15.44424150377654,15.444241503776764,-2.238209617644316e-13,1733620.405758814,6.238954010250096,0,1733620.405758814,6.238954010250096,1733620.4057587888,6.238954010250089,1733620.405758814,6.2389540102500955,0.0,-12.0,iJO1366
