bnum,gene_name,COG_id,keio_call,PEC,MG_Tn5,y_essential_in_silico_iJO1366,b_wt,b_ko,delta_b,kV,log10_kV
b1605,ydgI,COG0531,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b3960,argH,COG0165,N,,,1,15.44424150377654,-5.818575907299493e-15,15.444241503776546,2729497.731396201,6.436082737681174
b3172,argG,COG0137,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396192,6.436082737681172
b1876,argS,COG0018,E,E,u,0,15.44424150377654,15.44424150377656,-1.9539925233402755e-14,1385580.419226389,6.141631737345025
b2310,argT,COG0834,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0863,artI,COG0834,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0860,artJ,COG0834,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2307,hisM,COG4160,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2308,hisQ,COG4215,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0862,artQ,COG4215,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2306,hisP,COG4598,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0864,artP,COG4161,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0861,artM,COG4160,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2923,argO,COG1279,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b3433,asd,COG0136,E,N,u,1,15.44424150377654,0.0,15.44424150377654,2729497.731396201,6.436082737681174
b4192,ulaG,COG2220,N,,,0,15.44424150377654,15.444241503776553,-1.2434497875801752e-14,1385580.419226389,6.141631737345025
b4194,ulaB,COG3414,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b4195,ulaC,COG1762,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b1767,ansA,COG0252,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0828,iaaA,COG1446,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2957,ansB,COG0252,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0674,asnB,COG0367,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b3744,asnA,COG2502,N,,,0,15.44424150377654,15.39647633619317,0.0477651675833712,1386724.7650262385,6.141990271533334
b0930,asnS,COG0017,E,E,u,0,15.44424150377654,15.444241503776396,1.4388490399142031e-13,1385580.4192263817,6.1416317373450235
b0131,panD,COG0853,N,,,1,15.44424150377654,-3.547829062791696e-13,15.444241503776896,2729497.731396268,6.436082737681184
b4245,pyrB,COG0540,N,,,1,15.44424150377654,4.2295531452666e-26,15.44424150377654,2729497.731396174,6.436082737681169
b4244,pyrI,COG1781,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396211,6.436082737681176
b0002,thrA,COG0460,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396211,6.436082737681176
b4024,lysC,COG0527,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396188,6.436082737681172
b3940,metL,COG0460,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396212,6.436082737681176
b2574,nadB,COG0029,N,,,1,15.44424150377654,-4.9295735973067575e-11,15.444241503825836,2729497.7314048503,6.43608273768255
b0928,aspC,COG1448,N,,,1,15.44424150377654,1.854644627849397e-13,15.444241503776356,2729497.73139617,6.4360827376811685
b1866,aspS,COG0173,E,E,u,0,15.44424150377654,15.4442415037766,-6.039613253960853e-14,1385580.419226381,6.141631737345023
b0654,gltJ,COG0765,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0655,gltI,COG0834,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0652,gltL,COG1126,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0653,gltK,COG0765,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b3528,dctA,COG1301,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b4123,dcuB,COG2704,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b4138,dcuA,COG2704,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b4077,gltP,COG1301,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b3503,arsC,COG1393,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b1064,grxB,COG2999,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b1747,astA,COG3138,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b1539,ydfG,COG4221,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2019,hisG,COG0040,N,,,1,15.44424150377654,-5.818575907299493e-15,15.444241503776546,2729497.731396201,6.436082737681174
b3738,atpB,COG0356,N,,,0,15.44424150377654,14.127585925017575,1.316655578758965,3957376.742161085,6.597407397057345
b3733,atpG,COG0224,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3732,atpD,COG0055,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3739,atpI,COG3312,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3736,atpF,COG0711,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3737,atpE,COG0636,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3734,atpA,COG0056,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3735,atpH,COG0712,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b3731,atpC,COG0355,N,,,0,15.44424150377654,14.12758592501752,1.3166555787590202,3957376.742161083,6.597407397057345
b0312,betB,COG1012,N,,,0,15.44424150377654,15.44424150377654,0.0,1385580.4192263891,6.141631737345025
b0827,moeA,COG0303,N,,,1,15.44424150377654,-4.324081210862505e-16,15.44424150377654,2729497.7313961904,6.436082737681172
b3857,mobA,COG0746,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961936,6.436082737681173
b3856,mobB,COG1763,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396157,6.436082737681167
b4214,cysQ,COG1218,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396157,6.436082737681167
b3551,bisC,COG0243,N,,,0,15.44424150377654,15.444241503776528,1.2434497875801752e-14,1385580.4192263868,6.141631737345024
b0775,bioB,COG0502,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961694,6.4360827376811685
b0367,tauC,COG0600,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b0933,ssuB,COG1116,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b0365,tauA,COG4521,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b0366,tauB,COG4525,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b1216,chaA,COG0387,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b4132,cadB,COG0531,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b3942,katG,COG0376,N,,,0,15.44424150377654,15.444241503776768,-2.273736754432321e-13,1385580.419226396,6.141631737345028
b3196,yrbG,COG0530,N,,,1,15.44424150377654,1.000489081561409e-15,15.44424150377654,2729497.7313962136,6.436082737681176
b1270,btuR,COG2109,N,,,0,15.44424150377654,15.444241503776636,-9.592326932761353e-14,1385580.4192263903,6.141631737345026
b2874,yqeA,COG0549,N,,,0,15.44424150377654,15.199107651771392,0.2451338520051482,1391808.2505775627,6.143579406645048
b0521,ybcF,COG0549,N,,,0,15.44424150377654,15.199107651771795,0.2451338520047432,1391808.2505775772,6.143579406645053
b0323,yahI,COG0549,N,,,0,15.44424150377654,15.199107651771795,0.2451338520047432,1391808.2505775772,6.143579406645053
b0033,carB,COG0458,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.419226393,6.141631737345027
b0032,carA,COG0505,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0444,ybaX,COG0603,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b3469,zntA,COG2217,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b3915,fieF,COG0053,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0752,zitB,COG1230,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b3040,ygiE,COG0428,N,,,1,15.44424150377654,9.703508201397451e-15,15.444241503776531,2729497.731396235,6.436082737681179
b3918,cdh,COG2134,N,,,0,15.44424150377654,15.444241503776867,-3.2684965844964614e-13,1385580.4192263985,6.141631737345028
b2794,yqcD,COG0780,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b1208,ispE,COG1947,E,E,u,1,15.44424150377654,-6.640089208881217e-15,15.444241503776547,2729497.731396237,6.436082737681179
b1661,cfa,COG2230,N,,,0,15.44424150377654,15.444241503776375,1.6342482922482304e-13,1385580.4192263817,6.1416317373450235
b2129,yehX,COG1125,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b2128,yehW,COG1174,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b2131,yehZ,COG1732,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b2130,yehY,COG1174,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b1801,yeaV,COG1292,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0314,betT,COG1292,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0311,betA,COG2303,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b2600,tyrA,COG0287,N,,,1,15.44424150377654,-3.7434776404047506e-15,15.444241503776544,2729497.7313962355,6.436082737681179
b2599,pheA,COG0077,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.73139622,6.4360827376811764
b2329,aroC,COG0082,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.73139622,6.4360827376811764
b2542,hcaD,COG0446,N,,,0,15.44424150377654,15.44424150377652,2.131628207280301e-14,1385580.419226386,6.141631737345024
b2540,hcaC,COG2146,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b2538,hcaE,COG4638,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0617,citD,COG3052,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0614,citX,COG3697,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0615,citF,COG3051,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0612,citT,COG0471,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0789,ybhO,COG1502,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b1249,cls,COG1502,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0155,clcA,COG0038,N,,,1,15.44424150377654,-3.7434776404047506e-15,15.444241503776544,2729497.7313962355,6.436082737681179
b1592,clcB,COG0038,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961918,6.436082737681172
b3035,tolC,COG1538,N,,,0,15.44424150377654,15.444241503776482,5.861977570020828e-14,1385580.4192263845,6.141631737345024
b2470,acrD,COG0841,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0463,acrA,COG0845,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b0462,acrB,COG0841,N,,,0,15.44424150377654,15.444241503776734,-1.936228954946273e-13,1385580.4192263945,6.141631737345027
b3816,corA,COG0598,N,,,1,15.44424150377654,-1.9373687250944813e-14,15.44424150377656,2729497.731396254,6.436082737681182
b0914,msbA,COG1132,E,E,u,1,15.44424150377654,-3.1104108341853e-15,15.444241503776544,2557560.588534593,6.407825930929479
b1102,fhuE,COG4773,N,,,0,15.44424150377654,15.444241503776462,7.815970093361102e-14,1385580.4192263884,6.141631737345025
b2765,ygcM,COG0720,N,,,0,15.44424150377654,15.444241503776542,-1.7763568394002505e-15,1385580.4192263866,6.141631737345024
b0783,moaC,COG0315,N,,,1,15.44424150377654,-6.630089066205908e-15,15.444241503776547,2729497.731396192,6.436082737681172
b0781,moaA,COG2896,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961927,6.436082737681172
b2436,hemF,COG0408,N,,,0,15.44424150377654,15.44416964445856,7.185931798048273e-05,1385583.8729879174,6.141632819886092
b3867,hemN,COG0635,N,,,0,15.44424150377654,15.444241503776516,2.3092638912203256e-14,1385580.419226386,6.141631737345024
b0038,caiB,COG1804,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b0036,caiD,COG1024,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b2679,proX,COG2113,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b2677,proV,COG4175,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b2678,proW,COG4176,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b4111,proP,COG0477,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b0040,caiT,COG1292,N,,,0,15.44424150377654,15.444241503776569,-2.664535259100376e-14,1385580.4192263891,6.141631737345025
b0720,gltA,COG0372,N,,,1,15.44424150377654,1.1277884686506294e-14,15.44424150377653,2729497.7313961843,6.436082737681171
b0337,codA,COG0402,N,,,0,15.44424150377654,15.444241503776398,1.4210854715202006e-13,1385580.4192263812,6.141631737345023
b0336,codB,COG1457,N,,,0,15.44424150377654,15.444241503776317,2.255973186038318e-13,1385580.419226379,6.141631737345023
b3846,fadB,COG1024,N,,,0,15.44424150377654,15.05050939383011,0.3937321099464306,1479165.70015951,6.17001682756961
b2780,pyrG,COG0504,E,u,u,1,15.44424150377654,2.2115792247775437e-15,15.44424150377654,3806490.195116005,6.580524715460606
b0123,cueO,COG2132,N,,,0,15.44424150377654,15.444241503776658,-1.1723955140041653e-13,1385580.4192263924,6.141631737345026
b0484,copA,COG2217,N,,,0,15.44424150377654,15.444241503776595,-5.506706202140776e-14,1385580.4192263891,6.141631737345025
b3425,glpE,COG0607,N,,,0,15.44424150377654,15.444241503776595,-5.506706202140776e-14,1385580.4192263891,6.141631737345025
b1308,pspE,COG0607,N,,,0,15.44424150377654,15.444241503776595,-5.506706202140776e-14,1385580.4192263891,6.141631737345025
b0340,cynS,COG1513,N,,,0,15.44424150377654,15.444241503776595,-5.506706202140776e-14,1385580.4192263891,6.141631737345025
b0341,cynX,COG2807,N,,,0,15.44424150377654,15.444241503776595,-5.506706202140776e-14,1385580.4192263891,6.141631737345025
b3008,metC,COG0626,N,,,1,15.44424150377654,-1.759015454862538e-14,15.444241503776558,2729497.7313963254,6.436082737681193
b2414,cysK,COG0031,N,,,1,15.44424150377654,8.978571000388909e-14,15.44424150377645,2729497.7313962174,6.4360827376811764
b2421,cysM,COG0031,N,,,1,15.44424150377654,-6.487988673102756e-14,15.444241503776606,2729497.73139623,6.436082737681178
b2810,csdA,COG0520,N,,,0,15.44424150377654,15.444241503776798,-2.575717417130363e-13,1385580.4192263926,6.141631737345026
b1622,malY,COG1168,N,,,1,15.44424150377654,7.059660632169195e-15,15.444241503776531,2729497.7313961866,6.436082737681171
b0526,cysS,COG0215,E,E,u,0,15.44424150377654,15.444241503776396,1.4388490399142031e-13,1385580.419226383,6.1416317373450235
b0886,cydC,COG4987,E,N,u,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192263857,6.141631737345024
b0887,cydD,COG4988,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192263857,6.141631737345024
b0978,appC,COG1271,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192263857,6.141631737345024
b0979,appB,COG1294,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192263857,6.141631737345024
b0734,cydB,COG1294,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192263857,6.141631737345024
b0733,cydA,COG1271,E,N,N,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192263857,6.141631737345024
b0432,cyoA,COG1622,N,,,0,15.44424150377654,15.187672774507604,0.2565687292689365,1395001.2339966248,6.144574591780002
b0430,cyoC,COG1845,N,,,0,15.44424150377654,15.187672774507952,0.2565687292685883,1395001.2339966376,6.144574591780006
b0429,cyoD,COG3125,N,,,0,15.44424150377654,15.187672774507952,0.2565687292685883,1395001.2339966376,6.144574591780006
b0431,cyoB,COG0843,N,,,0,15.44424150377654,15.187672774507952,0.2565687292685883,1395001.2339966376,6.144574591780006
b2143,cdd,COG0295,N,,,0,15.44424150377654,15.444241503776826,-2.859934511434403e-13,1385580.4192263978,6.141631737345028
b0651,rihA,COG1957,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2162,rihB,COG1957,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b2066,udk,COG0572,N,,,0,15.44424150377654,15.44424150377642,1.1901590823981678e-13,1385580.4192263829,6.1416317373450235
b0910,cmk,COG0283,N,,,1,15.44424150377654,7.060323145846826e-15,15.444241503776531,2557560.5885345903,6.407825930929479
b2975,yghK,COG1620,N,,,0,15.44424150377654,15.444165950773268,7.555300327233283e-05,1385583.5706451845,6.141632725120414
b3603,lldP,COG1620,N,,,0,15.44424150377654,15.444165950773158,7.555300338246695e-05,1385583.5706451875,6.141632725120415
b1189,dadA,COG0665,N,,,0,15.44424150377654,15.444241503776375,1.6342482922482304e-13,1385580.4192263817,6.1416317373450235
b4042,dgkA,COG0818,N,,,0,15.44424150377654,15.44424150377647,7.105427357601003e-14,1385580.419226384,6.1416317373450235
b2871,ygeX,COG1171,N,,,0,15.44424150377654,15.44424150377647,7.105427357601003e-14,1385580.419226384,6.1416317373450235
b2838,lysA,COG0019,N,,,1,15.44424150377654,1.759015454862538e-14,15.444241503776524,2729497.7313962188,6.4360827376811764
b3809,dapF,COG0253,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396182,6.43608273768117
b0175,cdsA,COG0575,E,E,u,1,15.44424150377654,0.0,15.44424150377654,2729497.731396185,6.436082737681171
b3041,ribB,COG0108,E,E,u,1,15.44424150377654,0.0,15.44424150377654,2729497.731396192,6.436082737681172
b0778,bioD,COG0132,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961918,6.436082737681172
b1734,chbF,COG1486,N,,,0,15.44424150377654,15.444241503776412,1.2789769243681806e-13,1385580.419226383,6.1416317373450235
b2065,dcd,COG0717,N,,,0,15.44424150377654,15.444241503776436,1.0302869668521453e-13,1385580.419226383,6.1416317373450235
b2344,fadL,COG2067,N,,,0,15.44424150377654,15.444241503776436,1.0302869668521453e-13,1385580.419226383,6.1416317373450235
b3693,dgoK,COG3734,N,,,0,15.44424150377654,15.444241503776436,1.0302869668521453e-13,1385580.419226383,6.1416317373450235
b3526,kdgK,COG0524,N,,,0,15.44424150377654,15.444241503776436,1.0302869668521453e-13,1385580.419226383,6.1416317373450235
b1704,aroH,COG0722,N,,,1,15.44424150377654,-1.003744688794942e-14,15.444241503776553,2729497.731396197,6.436082737681173
b2601,aroF,COG0722,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.73139618,6.43608273768117
b0754,aroG,COG0722,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.73139618,6.43608273768117
b3648,gmk,COG0194,E,E,u,1,15.44424150377654,-2.371154851563856e-15,15.444241503776542,2729497.731396195,6.436082737681173
b1393,paaF,COG1024,N,,,0,15.44424150377654,15.444241503776542,-1.7763568394002505e-15,1385580.419226387,6.141631737345024
b1198,dhaH,COG1080,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.419226386,6.141631737345024
b1199,dhaL,COG2376,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b0596,entA,COG1028,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b0594,entE,COG1021,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b2541,hcaB,COG1028,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b0031,dapB,COG0289,E,N,u,1,15.44424150377654,-1.759015454862538e-14,15.444241503776558,2729497.73139617,6.4360827376811685
b2478,dapA,COG0329,E,N,u,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961727,6.436082737681169
b0048,folA,COG0262,E,N,u,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961717,6.436082737681169
b1606,folM,COG1028,N,,,1,15.44424150377654,1.1400636766671756e-28,15.44424150377654,2729497.7313961624,6.436082737681168
b2315,folC,COG0285,E,N,u,1,15.44424150377654,1.1400636766671756e-28,15.44424150377654,2729497.7313961624,6.436082737681168
b3930,menA,COG1575,N,,,0,15.44424150377654,15.444241503776382,1.5809575870662232e-13,1385580.419226381,6.141631737345023
b2262,menB,COG0447,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b0736,ybgC,COG0824,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b3058,folB,COG1539,N,,,1,15.44424150377654,-7.81002861958967e-12,15.444241503784353,2729497.731397465,6.4360827376813745
b0945,pyrD,COG0167,N,,,0,15.44424150377654,15.444241503776713,-1.7053025658242404e-13,1385580.4192263936,6.141631737345027
b1062,pyrC,COG0418,N,,,1,15.44424150377654,-1.759015454862538e-14,15.444241503776558,2729497.7313961755,6.436082737681169
b0578,nfnB,COG0778,N,,,0,15.44424150377654,15.444241503776457,8.526512829121202e-14,1385580.419226384,6.1416317373450235
b2303,folX,COG1539,N,,,0,15.44424150377654,15.444241503776505,3.7303493627405266e-14,1385580.419226386,6.141631737345024
b3389,aroB,COG0337,N,,,1,15.44424150377654,-3.518030909725076e-14,15.444241503776576,2729497.731396174,6.436082737681169
b1693,aroD,COG0710,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396196,6.436082737681173
b0421,ispA,COG0142,E,E,u,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961782,6.43608273768117
b0029,ispH,COG0761,E,E,u,1,15.44424150377654,0.0,15.44424150377654,2729497.7313961755,6.436082737681169
b2232,ubiG,COG2227,N,,,0,15.44424150377654,15.44424150377652,2.131628207280301e-14,1385580.4192816892,6.141631737362359
b1588,ynfF,COG0243,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b0895,dmsB,COG0437,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b1587,ynfE,COG0243,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b1590,ynfH,COG3302,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b0896,dmsC,COG3302,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b1589,ynfG,COG0437,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b1873,torY,COG3005,N,,,0,15.44424150377654,15.444241503776473,6.750155989720953e-14,1385580.4192816883,6.141631737362358
b0099,mutT,COG0494,N,,,1,15.44424150377654,-1.7078488549304572e-14,15.444241503776558,2729497.7313961494,6.436082737681166
b1865,nudB,COG0494,N,,,1,15.44424150377654,0.0,15.44424150377654,2729497.731396217,6.4360827376811764
b3575,yiaK,COG2055,N,,,0,15.44424150377654,15.444241503776528,1.2434497875801752e-14,1385580.4192816897,6.141631737362359
b0103,coaE,COG0237,N,,,1,15.44424150377654,1.0091754516137544e-10,15.444241503675622,2729497.731379414,6.436082737678503
b3774,ilvC,COG0059,N,,,1,15.44424150377654,0.0,15.44424150377654,2188123.0028576343,6.34007173172028
b0425,panE,COG1893,N,,,1,15.44424150377654,0.0,15.44424150377654,2188123.002857601,6.340071731720273
b4381,deoC,COG0274,N,,,0,15.44424150377654,15.444241503776592,-5.1514348342607263e-14,1385580.419281692,6.14163173736236
b3860,dsbA,COG0526,N,,,0,15.44424150377654,15.444241503776414,1.2612133559741778e-13,1385580.4192816853,6.141631737362357
b2893,dsbC,COG1651,N,,,0,15.44424150377654,15.444241503776414,1.2612133559741778e-13,1385580.4192816853,6.141631737362357
b2582,trxC,COG0526,N,,,0,15.44424150377654,15.444241503776414,1.2612133559741778e-13,1385653.694667625,6.141654704094486
b4136,dipZ,COG4232,N,,,0,15.44424150377654,15.4442415037765,3.907985046680551e-14,1385653.6946676278,6.141654704094487
b3781,trxA,COG0526,N,,,0,15.44424150377654,15.4442415037765,3.907985046680551e-14,1385653.6946676278,6.141654704094487
b0604,dsbG,COG1651,N,,,0,15.44424150377654,15.4442415037765,3.907985046680551e-14,1385653.6946676278,6.141654704094487
b4122,fumB,COG1838,N,,,0,15.44424150377654,15.281100485373637,0.1631410184029054,1362853.6519242162,6.13444922225127
b1098,tmk,COG0125,E,E,u,1,15.44424150377654,-9.157600836477647e-21,15.44424150377654,2729497.7313962057,6.436082737681175
