eps,theta_analytic,theta_numerical,|H_analytic|,|H_numerical|,abs_diff,n_crossings
0.05,0.08000000000000018,-0.0800000000001003,1.0,0.9999999999996723,1.0011436124557349e-13,2
0.1,0.17000000000000004,-0.1699999999999972,1.0,1.0000000000003837,2.831068712794149e-15,2
0.2,0.3799999999999999,-0.3799999999999989,1.0,0.9999999999998689,9.992007221626409e-16,2
0.4,0.9199999999999999,-0.9199999999999994,1.0,1.0000000000005345,5.551115123125783e-16,2
0.8,2.4800000000000004,-2.480000000000004,1.0,1.0000000000004499,3.552713678800501e-15,2
