tau,beta,D,L,structure,mdl,sse,nll,bic_penalty,scale,kappa_V_uncalibrated,kappa_V_calibrated,abs_err_calibrated,abs_err_uncalibrated
0.2,0.5,0.02,32,kmeans,-453.39986768036863,77.57861139986719,-465.829083877213,12.429216196844383,0.34536554059975777,0.16490902889799225,0.05695389591513617,0.2637415131428812,0.1557863801600251
0.2,0.5,0.05,4,uniform,-459.18558583359214,75.80383539856093,-471.6148020304365,12.429216196844383,0.3454671989145915,0.14819803897797726,0.05119756141035725,0.2694978476476601,0.1724973700800401
0.2,0.5,0.05,4,kmeans,-461.69410686597104,75.04701667806076,-474.1233230628154,12.429216196844383,0.4273790075413243,0.15284594371056578,0.06532314772973873,0.2553722613282786,0.16784946534745157
0.2,0.5,0.05,8,uniform,-454.50811942390396,77.23546601936235,-466.93733562074834,12.429216196844383,0.30157192772173486,0.16528581376147347,0.04984556148110321,0.27084984757691416,0.15540959529654388
0.2,0.5,0.05,8,kmeans,-456.26885568278624,76.69341194653877,-468.6980718796306,12.429216196844383,0.36464465573204635,0.1645073748295826,0.059986735060115856,0.2607086739979015,0.15618803422843475
0.2,0.5,0.05,16,uniform,-454.50811942390396,77.23546601936235,-466.93733562074834,12.429216196844383,0.30157192772173486,0.16528581376147347,0.04984556148110321,0.27084984757691416,0.15540959529654388
0.2,0.5,0.05,16,kmeans,-456.26885568278624,76.69341194653877,-468.6980718796306,12.429216196844383,0.36464465573204635,0.1645073748295826,0.059986735060115856,0.2607086739979015,0.15618803422843475
0.2,0.5,0.05,32,uniform,-454.50811942390396,77.23546601936235,-466.93733562074834,12.429216196844383,0.30157192772173486,0.16528581376147347,0.04984556148110321,0.27084984757691416,0.15540959529654388
0.2,0.5,0.05,32,kmeans,-456.26885568278624,76.69341194653877,-468.6980718796306,12.429216196844383,0.36464465573204635,0.1645073748295826,0.059986735060115856,0.2607086739979015,0.15618803422843475
0.2,0.5,0.1,4,uniform,-464.82593492914606,74.11274345092043,-477.25515112599044,12.429216196844383,0.3791423494490692,0.14953254688186063,0.056694121143891725,0.26400128791412564,0.17116286217615673
0.2,0.5,0.1,4,kmeans,-467.5869388935916,73.29874432025827,-480.016155090436,12.429216196844383,0.4685642544192959,0.15240558973092805,0.0714118115216054,0.24928359753641194,0.1682898193270893
0.2,0.5,0.1,8,uniform,-459.51654581335305,75.70354965102733,-471.9457620101974,12.429216196844383,0.3296589640641227,0.1649155796992191,0.05436589916167883,0.2663295098963385,0.15577982935879825
0.2,0.5,0.1,8,kmeans,-461.53701749288336,75.09418785189749,-473.96623368972774,12.429216196844383,0.3999790499299191,0.1637221453680196,0.0654854281567886,0.25520998090122876,0.15697326368999776
0.2,0.5,0.1,16,uniform,-459.51654581335305,75.70354965102733,-471.9457620101974,12.429216196844383,0.3296589640641227,0.1649155796992191,0.05436589916167883,0.2663295098963385,0.15577982935879825
0.2,0.5,0.1,16,kmeans,-461.53701749288336,75.09418785189749,-473.96623368972774,12.429216196844383,0.3999790499299191,0.1637221453680196,0.0654854281567886,0.25520998090122876,0.15697326368999776
0.2,0.5,0.1,32,uniform,-459.51654581335305,75.70354965102733,-471.9457620101974,12.429216196844383,0.3296589640641227,0.1649155796992191,0.05436589916167883,0.2663295098963385,0.15577982935879825
0.2,0.5,0.1,32,kmeans,-461.53701749288336,75.09418785189749,-473.96623368972774,12.429216196844383,0.3999790499299191,0.1637221453680196,0.0654854281567886,0.25520998090122876,0.15697326368999776
0.2,0.5,0.2,4,uniform,-477.8037339378494,70.36361504943545,-490.2329501346938,12.429216196844383,0.45786835724963665,0.15059873219380884,0.06895439411345722,0.25174101494456014,0.1700966768642085
0.2,0.5,0.2,4,kmeans,-481.2497894051463,69.40036147044339,-493.6790056019907,12.429216196844383,0.5663919095543369,0.15034330373887814,0.08515323089337087,0.23554217816464648,0.17035210531913922
0.2,0.5,0.2,8,uniform,-471.2026736692986,72.24625841086251,-483.63188986614296,12.429216196844383,0.3961789368274497,0.16367429692351732,0.0648443089411394,0.25585110011687795,0.15702111213450004
0.2,0.5,0.2,8,kmeans,-473.85479276966686,71.48388663465806,-486.28400896651124,12.429216196844383,0.48357836340252547,0.16139943375496021,0.07804927402931798,0.24264613502869936,0.15929597530305714
0.2,0.5,0.2,16,uniform,-471.2026736692986,72.24625841086251,-483.63188986614296,12.429216196844383,0.3961789368274497,0.16367429692351732,0.0648443089411394,0.25585110011687795,0.15702111213450004
0.2,0.5,0.2,16,kmeans,-473.85479276966686,71.48388663465806,-486.28400896651124,12.429216196844383,0.48357836340252547,0.16139943375496021,0.07804927402931798,0.24264613502869936,0.15929597530305714
0.2,0.5,0.2,32,uniform,-471.2026736692986,72.24625841086251,-483.63188986614296,12.429216196844383,0.3961789368274497,0.16367429692351732,0.0648443089411394,0.25585110011687795,0.15702111213450004
0.2,0.5,0.2,32,kmeans,-473.85479276966686,71.48388663465806,-486.28400896651124,12.429216196844383,0.48357836340252547,0.16139943375496021,0.07804927402931798,0.24264613502869936,0.15929597530305714
0.2,0.5,0.5,4,uniform,-527.4491130245332,57.69063074317222,-539.8783292213776,12.429216196844383,0.8198732938488216,0.14031838572242014,0.11504329708979005,0.2056521119682273,0.18037702333559721
0.2,0.5,0.5,4,kmeans,-534.3712985823721,56.11516177013742,-546.8005147792165,12.429216196844383,1.0251623671180277,0.13055863203697504,0.13384379626671689,0.18685161279130047,0.1901367770210423
0.2,0.5,0.5,8,uniform,-518.8241718034582,59.715674860478195,-531.2533880003026,12.429216196844383,0.7078930478221754,0.152128815787725,0.10769093106955092,0.21300447798846645,0.16856659327029236
0.2,0.5,0.5,8,kmeans,-524.401604872736,58.398185207383904,-536.8308210695805,12.429216196844383,0.8739622299025849,0.14373843282238533,0.12562196127215478,0.19507344778586258,0.17695697623563203
0.2,0.5,0.5,16,uniform,-518.8241718034582,59.715674860478195,-531.2533880003026,12.429216196844383,0.7078930478221754,0.152128815787725,0.10769093106955092,0.21300447798846645,0.16856659327029236
0.2,0.5,0.5,16,kmeans,-524.401604872736,58.398185207383904,-536.8308210695805,12.429216196844383,0.8739622299025849,0.14373843282238533,0.12562196127215478,0.19507344778586258,0.17695697623563203
0.2,0.5,0.5,32,uniform,-518.8241718034582,59.715674860478195,-531.2533880003026,12.429216196844383,0.7078930478221754,0.152128815787725,0.10769093106955092,0.21300447798846645,0.16856659327029236
0.2,0.5,0.5,32,kmeans,-524.401604872736,58.398185207383904,-536.8308210695805,12.429216196844383,0.8739622299025849,0.14373843282238533,0.12562196127215478,0.19507344778586258,0.17695697623563203
0.2,1.0,0.02,4,uniform,-428.3476676805094,85.75552906906849,-440.7768838773538,12.429216196844383,0.12211668897065968,0.1098845598073598,0.013418738612673209,0.3072766704453441,0.21081084925065757
0.2,1.0,0.02,4,kmeans,-433.4474414576911,84.02391559605435,-445.8766576545355,12.429216196844383,0.20217839271223043,0.18595935082927992,0.03759696266047359,0.2830984463975438,0.13473605822873744
0.2,1.0,0.02,8,uniform,-446.7506945000338,79.66962971351286,-459.17991069687815,12.429216196844383,0.13693783208922108,0.27577395640703684,0.03776388773704698,0.2829315213209704,0.04492145265098052
0.2,1.0,0.02,8,kmeans,-448.854892506506,79.00188110209523,-461.2841087033504,12.429216196844383,0.17238120260619272,0.3093523435737477,0.05332652901428674,0.2673688800437306,0.011343065484269665
0.2,1.0,0.02,16,uniform,-446.7506945000338,79.66962971351286,-459.17991069687815,12.429216196844383,0.13693783208922108,0.27577395640703684,0.03776388773704698,0.2829315213209704,0.04492145265098052
0.2,1.0,0.02,16,kmeans,-448.854892506506,79.00188110209523,-461.2841087033504,12.429216196844383,0.17238120260619272,0.3093523435737477,0.05332652901428674,0.2673688800437306,0.011343065484269665
0.2,1.0,0.02,32,uniform,-446.7506945000338,79.66962971351286,-459.17991069687815,12.429216196844383,0.13693783208922108,0.27577395640703684,0.03776388773704698,0.2829315213209704,0.04492145265098052
0.2,1.0,0.02,32,kmeans,-448.854892506506,79.00188110209523,-461.2841087033504,12.429216196844383,0.17238120260619272,0.3093523435737477,0.05332652901428674,0.2673688800437306,0.011343065484269665
0.2,1.0,0.05,4,uniform,-433.5855024078582,83.9775267197219,-446.0147186047026,12.429216196844383,0.1419913413971135,0.12591693103571142,0.017879113942368498,0.30281629511564884,0.19477847802230594
0.2,1.0,0.05,4,kmeans,-438.36109589954805,82.3885812319505,-450.7903120963924,12.429216196844383,0.21936930211571237,0.19736618748333376,0.04329608280945777,0.27739932624855956,0.1233292215746836
0.2,1.0,0.05,8,uniform,-450.57274182389756,78.46088860779834,-463.00195802074194,12.429216196844383,0.14671508657726343,0.2853858602814143,0.041870411199114506,0.27882499785890286,0.03530954877660303
0.2,1.0,0.05,8,kmeans,-452.6748985258296,77.80390630697208,-465.10411472267396,12.429216196844383,0.18261760062952198,0.31321118292042277,0.05719787471526192,0.2634975343427554,0.007484226137594585
0.2,1.0,0.05,16,uniform,-450.57274182389756,78.46088860779834,-463.00195802074194,12.429216196844383,0.14671508657726343,0.2853858602814143,0.041870411199114506,0.27882499785890286,0.03530954877660303
0.2,1.0,0.05,16,kmeans,-452.6748985258296,77.80390630697208,-465.10411472267396,12.429216196844383,0.18261760062952198,0.31321118292042277,0.05719787471526192,0.2634975343427554,0.007484226137594585
0.2,1.0,0.05,32,uniform,-450.57274182389756,78.46088860779834,-463.00195802074194,12.429216196844383,0.14671508657726343,0.2853858602814143,0.041870411199114506,0.27882499785890286,0.03530954877660303
0.2,1.0,0.05,32,kmeans,-452.6748985258296,77.80390630697208,-465.10411472267396,12.429216196844383,0.18261760062952198,0.31321118292042277,0.05719787471526192,0.2634975343427554,0.007484226137594585
0.2,1.0,0.1,4,uniform,-442.913118586686,80.90201728424182,-455.34233478353036,12.429216196844383,0.1749275377050029,0.151007789327964,0.026415420761416557,0.2942799882966008,0.16968761973005336
0.2,1.0,0.1,4,kmeans,-447.22810061119714,79.51763581293773,-459.6573168080415,12.429216196844383,0.24847804279265878,0.21425499781970675,0.053237662516786105,0.2674577465412312,0.1064404112383106
0.2,1.0,0.1,8,uniform,-457.01132786005326,76.46597894086294,-469.44054405689764,12.429216196844383,0.16337108317665328,0.29843512568611424,0.04875566974130115,0.2719397393167162,0.02226028337190311
0.2,1.0,0.1,8,kmeans,-459.18540526782465,75.8038901488916,-471.614621464669,12.429216196844383,0.20085792048557305,0.31734887910301474,0.06374203592505907,0.2569533731329583,0.0033465299550026195
0.2,1.0,0.1,16,uniform,-457.01132786005326,76.46597894086294,-469.44054405689764,12.429216196844383,0.16337108317665328,0.29843512568611424,0.04875566974130115,0.2719397393167162,0.02226028337190311
0.2,1.0,0.1,16,kmeans,-459.18540526782465,75.8038901488916,-471.614621464669,12.429216196844383,0.20085792048557305,0.31734887910301474,0.06374203592505907,0.2569533731329583,0.0033465299550026195
0.2,1.0,0.1,32,uniform,-457.01132786005326,76.46597894086294,-469.44054405689764,12.429216196844383,0.16337108317665328,0.29843512568611424,0.04875566974130115,0.2719397393167162,0.02226028337190311
0.2,1.0,0.1,32,kmeans,-459.18540526782465,75.8038901488916,-471.614621464669,12.429216196844383,0.20085792048557305,0.31734887910301474,0.06374203592505907,0.2569533731329583,0.0033465299550026195
0.2,1.0,0.2,4,uniform,-463.1078633341012,74.62382157450816,-475.53707953094556,12.429216196844383,0.23966043684560684,0.19333676652940304,0.04633517392475383,0.2743602351332635,0.1273586425286143
0.2,1.0,0.2,4,kmeans,-466.8774643397186,73.50705413718802,-479.30668053656296,12.429216196844383,0.3091527373865067,0.23908032521681488,0.0739123369960346,0.24678307206198274,0.08161508384120247
0.2,1.0,0.2,8,uniform,-470.29291221154307,72.50964480325672,-482.72212840838745,12.429216196844383,0.19913164426969412,0.31369748014347715,0.062467095024230326,0.25822831403378704,0.006997928914540208
0.2,1.0,0.2,8,kmeans,-472.8944194654301,71.75901962269538,-485.32363566227446,12.429216196844383,0.2429408434915339,0.31857316403951697,0.07739443318552704,0.24330097587249033,0.0021222450185003905
0.2,1.0,0.2,16,uniform,-470.29291221154307,72.50964480325672,-482.72212840838745,12.429216196844383,0.19913164426969412,0.31369748014347715,0.062467095024230326,0.25822831403378704,0.006997928914540208
0.2,1.0,0.2,16,kmeans,-472.8944194654301,71.75901962269538,-485.32363566227446,12.429216196844383,0.2429408434915339,0.31857316403951697,0.07739443318552704,0.24330097587249033,0.0021222450185003905
0.2,1.0,0.2,32,uniform,-470.29291221154307,72.50964480325672,-482.72212840838745,12.429216196844383,0.19913164426969412,0.31369748014347715,0.062467095024230326,0.25822831403378704,0.006997928914540208
0.2,1.0,0.2,32,kmeans,-472.8944194654301,71.75901962269538,-485.32363566227446,12.429216196844383,0.2429408434915339,0.31857316403951697,0.07739443318552704,0.24330097587249033,0.0021222450185003905
0.2,1.0,0.5,4,uniform,-525.8948901960623,58.05040430212979,-538.3241063929067,12.429216196844383,0.4505446554064956,0.24590932651647532,0.11079313277660878,0.20990227628140856,0.07478608254154204
0.2,1.0,0.5,4,kmeans,-531.3187239818883,56.804544861792095,-543.7479401787327,12.429216196844383,0.5487987169387241,0.24197184877123842,0.1327938401409466,0.18790156891707074,0.07872356028677893
0.2,1.0,0.5,8,uniform,-518.7844838682776,59.725155580331254,-531.213700065122,12.429216196844383,0.3554210049950313,0.3026064180776493,0.10755267723110473,0.21314273182691262,0.018088990980368036
0.2,1.0,0.5,8,kmeans,-524.288615389949,58.42458469563294,-536.7178315867934,12.429216196844383,0.43813652496582917,0.28660277807270274,0.12557114523032673,0.19512426382769063,0.03409263098531462
0.2,1.0,0.5,16,uniform,-518.7844838682776,59.725155580331254,-531.213700065122,12.429216196844383,0.3554210049950313,0.3026064180776493,0.10755267723110473,0.21314273182691262,0.018088990980368036
0.2,1.0,0.5,16,kmeans,-524.288615389949,58.42458469563294,-536.7178315867934,12.429216196844383,0.43813652496582917,0.28660277807270274,0.12557114523032673,0.19512426382769063,0.03409263098531462
0.2,1.0,0.5,32,uniform,-518.7844838682776,59.725155580331254,-531.213700065122,12.429216196844383,0.3554210049950313,0.3026064180776493,0.10755267723110473,0.21314273182691262,0.018088990980368036
0.2,1.0,0.5,32,kmeans,-524.288615389949,58.42458469563294,-536.7178315867934,12.429216196844383,0.43813652496582917,0.28660277807270274,0.12557114523032673,0.19512426382769063,0.03409263098531462
0.2,5.0,0.02,4,uniform,-423.3193295660693,87.49782320218699,-435.7485457629137,12.429216196844383,-0.17822191581543848,0.1432196106626114,-0.025524873394631806,0.3462202824526492,0.17747579839540595
0.2,5.0,0.02,4,kmeans,-423.8562728558178,87.31009939228504,-436.2854890526622,12.429216196844383,-0.15475699699191392,0.19656316770579585,-0.03041952555336692,0.35111493461138427,0.1241322413522215
0.2,5.0,0.02,8,uniform,-453.29246397200274,77.61194748240932,-465.7216801688471,12.429216196844383,-0.16837801486732276,0.4252762923227466,-0.07160717787143933,0.3923025869294567,0.10458088326472925
0.2,5.0,0.02,8,kmeans,-454.9639683616526,77.09476351595274,-467.39318455849696,12.429216196844383,-0.14392644199439844,0.5208287402369135,-0.07496102747072375,0.3956564365287411,0.20013333117889615
0.2,5.0,0.02,16,uniform,-453.29246397200274,77.61194748240932,-465.7216801688471,12.429216196844383,-0.16837801486732276,0.4252762923227466,-0.07160717787143933,0.3923025869294567,0.10458088326472925
0.2,5.0,0.02,16,kmeans,-454.9639683616526,77.09476351595274,-467.39318455849696,12.429216196844383,-0.14392644199439844,0.5208287402369135,-0.07496102747072375,0.3956564365287411,0.20013333117889615
0.2,5.0,0.02,32,uniform,-453.29246397200274,77.61194748240932,-465.7216801688471,12.429216196844383,-0.16837801486732276,0.4252762923227466,-0.07160717787143933,0.3923025869294567,0.10458088326472925
0.2,5.0,0.02,32,kmeans,-454.9639683616526,77.09476351595274,-467.39318455849696,12.429216196844383,-0.14392644199439844,0.5208287402369135,-0.07496102747072375,0.3956564365287411,0.20013333117889615
0.2,5.0,0.05,4,uniform,-421.8337356086685,88.0193160706666,-434.2629518055129,12.429216196844383,-0.17656459800761762,0.1569563124304974,-0.02771292820904881,0.34840833726706616,0.16373909662751995
0.2,5.0,0.05,4,kmeans,-422.5479864165402,87.76820348575947,-434.9772026133846,12.429216196844383,-0.14962046546901434,0.20273622141923622,-0.03033348781617528,0.35102889687419264,0.11795918763878113
0.2,5.0,0.05,8,uniform,-450.4565900553076,78.49735056129119,-462.88580625215195,12.429216196844383,-0.16449241305095713,0.4538026828794175,-0.07464709835583365,0.395342507413851,0.13310727382140014
0.2,5.0,0.05,8,kmeans,-452.2665550190847,77.93109303020049,-464.6957712159291,12.429216196844383,-0.13906759742430955,0.5324825112599818,-0.07405106351138853,0.39474647256940587,0.21178710220196445
0.2,5.0,0.05,16,uniform,-450.4565900553076,78.49735056129119,-462.88580625215195,12.429216196844383,-0.16449241305095713,0.4538026828794175,-0.07464709835583365,0.395342507413851,0.13310727382140014
0.2,5.0,0.05,16,kmeans,-452.2665550190847,77.93109303020049,-464.6957712159291,12.429216196844383,-0.13906759742430955,0.5324825112599818,-0.07405106351138853,0.39474647256940587,0.21178710220196445
0.2,5.0,0.05,32,uniform,-450.4565900553076,78.49735056129119,-462.88580625215195,12.429216196844383,-0.16449241305095713,0.4538026828794175,-0.07464709835583365,0.395342507413851,0.13310727382140014
0.2,5.0,0.05,32,kmeans,-452.2665550190847,77.93109303020049,-464.6957712159291,12.429216196844383,-0.13906759742430955,0.5324825112599818,-0.07405106351138853,0.39474647256940587,0.21178710220196445
0.2,5.0,0.1,4,uniform,-417.42445346492934,89.58549491528113,-429.8536696617737,12.429216196844383,-0.17258748367603577,0.18062478928721123,-0.03117357787259397,0.3518689869306113,0.14007061977080612
0.2,5.0,0.1,4,kmeans,-418.7923905004425,89.09664430331753,-431.22160669728686,12.429216196844383,-0.13449690076925672,0.19915981443846437,-0.02678637779975372,0.3474817868577711,0.12153559461955299
0.2,5.0,0.1,8,uniform,-443.1820244943791,80.81504394634736,-455.6112406912235,12.429216196844383,-0.15713385269092298,0.4989564871978891,-0.0784029551585335,0.39909836421655087,0.17826107813987174
0.2,5.0,0.1,8,kmeans,-445.4155368283461,80.09625399009093,-457.84475302519047,12.429216196844383,-0.12865280790325484,0.5307528048154054,-0.06828283864203007,0.3889782477000474,0.21005739575738808
0.2,5.0,0.1,16,uniform,-443.1820244943791,80.81504394634736,-455.6112406912235,12.429216196844383,-0.15713385269092298,0.4989564871978891,-0.0784029551585335,0.39909836421655087,0.17826107813987174
0.2,5.0,0.1,16,kmeans,-445.4155368283461,80.09625399009093,-457.84475302519047,12.429216196844383,-0.12865280790325484,0.5307528048154054,-0.06828283864203007,0.3889782477000474,0.21005739575738808
0.2,5.0,0.1,32,uniform,-443.1820244943791,80.81504394634736,-455.6112406912235,12.429216196844383,-0.15713385269092298,0.4989564871978891,-0.0784029551585335,0.39909836421655087,0.17826107813987174
0.2,5.0,0.1,32,kmeans,-445.4155368283461,80.09625399009093,-457.84475302519047,12.429216196844383,-0.12865280790325484,0.5307528048154054,-0.06828283864203007,0.3889782477000474,0.21005739575738808
0.2,5.0,0.2,4,uniform,-402.73022297261497,95.00887817798935,-415.15943916945935,12.429216196844383,-0.15091475715111474,0.20407994931977874,-0.030798675991006212,0.3514940850490236,0.11661545973823861
0.2,5.0,0.2,4,kmeans,-407.7791110700457,93.10936680283297,-420.2083272668901,12.429216196844383,-0.07415175601190745,0.13358101222833982,-0.009905266626579479,0.33060067568459683,0.18711439682967754
0.2,5.0,0.2,8,uniform,-417.52293689179027,89.55021111933036,-429.95215308863465,12.429216196844383,-0.1380407707740593,0.5464196269545625,-0.07542818647088174,0.3961235955288991,0.22572421789654512
0.2,5.0,0.2,8,kmeans,-422.7930495595307,87.68221063279907,-435.22226575637507,12.429216196844383,-0.09147507065504905,0.4006701891140732,-0.036651333858581714,0.35734674291659907,0.07997478005605585
0.2,5.0,0.2,16,uniform,-417.52293689179027,89.55021111933036,-429.95215308863465,12.429216196844383,-0.1380407707740593,0.5464196269545625,-0.07542818647088174,0.3961235955288991,0.22572421789654512
0.2,5.0,0.2,16,kmeans,-422.7930495595307,87.68221063279907,-435.22226575637507,12.429216196844383,-0.09147507065504905,0.4006701891140732,-0.036651333858581714,0.35734674291659907,0.07997478005605585
0.2,5.0,0.2,32,uniform,-417.52293689179027,89.55021111933036,-429.95215308863465,12.429216196844383,-0.1380407707740593,0.5464196269545625,-0.07542818647088174,0.3961235955288991,0.22572421789654512
0.2,5.0,0.2,32,kmeans,-422.7930495595307,87.68221063279907,-435.22226575637507,12.429216196844383,-0.09147507065504905,0.4006701891140732,-0.036651333858581714,0.35734674291659907,0.07997478005605585
0.2,5.0,0.5,4,uniform,-444.32703031277754,80.44575548462386,-456.7562465096219,12.429216196844383,0.1266487086527546,0.10136061507134982,0.01283719100703539,0.30785821805098196,0.21933479398666755
0.2,5.0,0.5,4,kmeans,-459.0099909890267,75.85709715212741,-471.43920718587106,12.429216196844383,0.24728862482468278,0.29463100799508757,0.07285889679781532,0.24783651226020204,0.026064401062929787
0.2,5.0,0.5,8,uniform,-436.83788739212866,82.89209353414438,-449.26710358897304,12.429216196844383,0.06735137686974442,0.18751196220663344,0.01262918883416424,0.3080662202238531,0.13318344685138392
0.2,5.0,0.5,8,kmeans,-450.0409816518801,78.62795572658145,-462.47019784872447,12.429216196844383,0.13885304006187987,0.4813048449715235,0.06683064092080783,0.25386476813720954,0.16060943591350613
0.2,5.0,0.5,16,uniform,-436.83788739212866,82.89209353414438,-449.26710358897304,12.429216196844383,0.06735137686974442,0.18751196220663344,0.01262918883416424,0.3080662202238531,0.13318344685138392
0.2,5.0,0.5,16,kmeans,-450.0409816518801,78.62795572658145,-462.47019784872447,12.429216196844383,0.13885304006187987,0.4813048449715235,0.06683064092080783,0.25386476813720954,0.16060943591350613
0.2,5.0,0.5,32,uniform,-436.83788739212866,82.89209353414438,-449.26710358897304,12.429216196844383,0.06735137686974442,0.18751196220663344,0.01262918883416424,0.3080662202238531,0.13318344685138392
0.2,5.0,0.5,32,kmeans,-450.0409816518801,78.62795572658145,-462.47019784872447,12.429216196844383,0.13885304006187987,0.4813048449715235,0.06683064092080783,0.25386476813720954,0.16060943591350613
0.2,10.0,0.02,4,uniform,-425.18561913435354,86.84707011295434,-437.6148353311979,12.429216196844383,-0.17744182049501053,0.0898439985850315,-0.015942082669479142,0.3366374917274965,0.23085141047298585
0.2,10.0,0.02,4,kmeans,-425.3832587925692,86.7784395437562,-437.8124749894136,12.429216196844383,-0.1633677665976353,0.15757183346517337,-0.025742158511899902,0.3464375675699173,0.163123575592844
0.2,10.0,0.02,8,uniform,-458.145587444639,76.11983568920026,-470.57480364148336,12.429216196844383,-0.18223590603406287,0.2885350942338818,-0.052581454320335154,0.37327686337835253,0.03216031482413556
0.2,10.0,0.02,8,kmeans,-459.29892360559614,75.76947743600529,-471.7281398024405,12.429216196844383,-0.16090558868016772,0.4073911280167656,-0.06555150927661524,0.3862469183346326,0.08669571895874822
0.2,10.0,0.02,16,uniform,-458.145587444639,76.11983568920026,-470.57480364148336,12.429216196844383,-0.18223590603406287,0.2885350942338818,-0.052581454320335154,0.37327686337835253,0.03216031482413556
0.2,10.0,0.02,16,kmeans,-459.29892360559614,75.76947743600529,-471.7281398024405,12.429216196844383,-0.16090558868016772,0.4073911280167656,-0.06555150927661524,0.3862469183346326,0.08669571895874822
0.2,10.0,0.02,32,uniform,-458.145587444639,76.11983568920026,-470.57480364148336,12.429216196844383,-0.18223590603406287,0.2885350942338818,-0.052581454320335154,0.37327686337835253,0.03216031482413556
0.2,10.0,0.02,32,kmeans,-459.29892360559614,75.76947743600529,-471.7281398024405,12.429216196844383,-0.16090558868016772,0.4073911280167656,-0.06555150927661524,0.3862469183346326,0.08669571895874822
0.2,10.0,0.05,4,uniform,-425.8363181236334,86.62131882968595,-438.2655343204778,12.429216196844383,-0.17748804572485222,0.10431560975307429,-0.01851477371366949,0.33921018277168685,0.21637979930494305
0.2,10.0,0.05,4,kmeans,-426.0148814735192,86.55947134825485,-438.4440976703636,12.429216196844383,-0.16511785405050414,0.17848069190894508,-0.02947034883745419,0.35016575789547155,0.14221471714907227
0.2,10.0,0.05,8,uniform,-458.65270207320066,75.96558625756902,-471.08191827004504,12.429216196844383,-0.1795481675181072,0.3162830190361666,-0.056788036485038336,0.3774834455430557,0.004412390021850732
0.2,10.0,0.05,8,kmeans,-459.7918294603132,75.62023573242061,-472.22104565715756,12.429216196844383,-0.15859805648677672,0.43690826510840136,-0.06929280170920185,0.38998821076721923,0.116212856050384
0.2,10.0,0.05,16,uniform,-458.65270207320066,75.96558625756902,-471.08191827004504,12.429216196844383,-0.1795481675181072,0.3162830190361666,-0.056788036485038336,0.3774834455430557,0.004412390021850732
0.2,10.0,0.05,16,kmeans,-459.7918294603132,75.62023573242061,-472.22104565715756,12.429216196844383,-0.15859805648677672,0.43690826510840136,-0.06929280170920185,0.38998821076721923,0.116212856050384
0.2,10.0,0.05,32,uniform,-458.65270207320066,75.96558625756902,-471.08191827004504,12.429216196844383,-0.1795481675181072,0.3162830190361666,-0.056788036485038336,0.3774834455430557,0.004412390021850732
0.2,10.0,0.05,32,kmeans,-459.7918294603132,75.62023573242061,-472.22104565715756,12.429216196844383,-0.15859805648677672,0.43690826510840136,-0.06929280170920185,0.38998821076721923,0.116212856050384
0.2,10.0,0.1,4,uniform,-425.6399587483578,86.6893811877553,-438.0691749452022,12.429216196844383,-0.1782477571518216,0.13403641193711474,-0.02389168980446835,0.34458709886248573,0.18665899712090261
0.2,10.0,0.1,4,kmeans,-425.9102391404295,86.59571007206677,-438.3394553372739,12.429216196844383,-0.16211955317585341,0.2019386640687459,-0.03273820598775385,0.3534336150457712,0.11875674498927147
0.2,10.0,0.1,8,uniform,-457.6474267835912,76.27166654194171,-470.07664298043557,12.429216196844383,-0.1743624025031135,0.36559321890501495,-0.0637457119871251,0.38444112104514244,0.044897809846997594
0.2,10.0,0.1,8,kmeans,-458.86454410990035,75.90124270470965,-471.29376030674473,12.429216196844383,-0.1530863086595196,0.4822191348717561,-0.07382114732250417,0.3945165563805215,0.16152372581373875
0.2,10.0,0.1,16,uniform,-457.6474267835912,76.27166654194171,-470.07664298043557,12.429216196844383,-0.1743624025031135,0.36559321890501495,-0.0637457119871251,0.38444112104514244,0.044897809846997594
0.2,10.0,0.1,16,kmeans,-458.86454410990035,75.90124270470965,-471.29376030674473,12.429216196844383,-0.1530863086595196,0.4822191348717561,-0.07382114732250417,0.3945165563805215,0.16152372581373875
0.2,10.0,0.1,32,uniform,-457.6474267835912,76.27166654194171,-470.07664298043557,12.429216196844383,-0.1743624025031135,0.36559321890501495,-0.0637457119871251,0.38444112104514244,0.044897809846997594
0.2,10.0,0.1,32,kmeans,-458.86454410990035,75.90124270470965,-471.29376030674473,12.429216196844383,-0.1530863086595196,0.4822191348717561,-0.07382114732250417,0.3945165563805215,0.16152372581373875
0.2,10.0,0.2,4,uniform,-419.04164012744076,89.00785934846759,-431.47085632428514,12.429216196844383,-0.17134248916847944,0.18665154642095905,-0.03198134057091311,0.3526767496289305,0.1340438626370583
0.2,10.0,0.2,4,kmeans,-420.0602736128502,88.64593164854817,-432.4894898096946,12.429216196844383,-0.13824988331326268,0.21468728812804325,-0.029680492532542783,0.35037590159056015,0.10600812092997411
0.2,10.0,0.2,8,uniform,-446.7588461258977,79.66703200780755,-459.1880623227421,12.429216196844383,-0.1616859357817028,0.470467799723958,-0.07606802645352688,0.39676343551154425,0.14977239066594067
0.2,10.0,0.2,8,kmeans,-448.74596170171077,79.0363115565801,-461.17517789855515,12.429216196844383,-0.1345900440139316,0.5241601320864431,-0.07054673524786258,0.39124214430587995,0.20346472302842572
