dimension,profile,starting_set,lambda,n_iter,final_distance,fitted_q,r2,valid_fit,verdict
5,canonical (k=0),random 27,0.7,40,1.607236e-07,0.705703,1.000000,True,"CONFIRMED (q=0.7057, R^2=1.0000)"
5,canonical (k=0),random 27,0.9,40,7.775313e-04,0.901962,1.000000,True,"CONFIRMED (q=0.9020, R^2=1.0000)"
5,canonical (k=0),corners 32,0.0,40,0.000000e+00,0.834975,0.236582,True,STRONG-CONVERGED (machine precision; q<1)
5,canonical (k=0),corners 32,0.3,40,0.000000e+00,0.395107,0.937929,True,STRONG-CONVERGED (machine precision; q<1)
5,canonical (k=0),corners 32,0.5,40,1.331210e-12,0.509512,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
5,canonical (k=0),corners 32,0.7,40,2.690742e-07,0.705525,1.000000,True,"CONFIRMED (q=0.7055, R^2=1.0000)"
5,canonical (k=0),corners 32,0.9,40,1.311030e-03,0.901796,1.000000,True,"CONFIRMED (q=0.9018, R^2=1.0000)"
5,k=1 expansion  (f2),grid 27,0.0,40,0.000000e+00,0.745658,0.358287,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),grid 27,0.3,40,0.000000e+00,0.395065,0.953097,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),grid 27,0.5,40,2.360161e-12,0.518075,0.999984,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),grid 27,0.7,40,3.141830e-07,0.708805,0.999998,True,"CONFIRMED (q=0.7088, R^2=1.0000)"
5,k=1 expansion  (f2),grid 27,0.9,40,1.337677e-03,0.902611,1.000000,True,"CONFIRMED (q=0.9026, R^2=1.0000)"
5,k=1 expansion  (f2),random 27,0.0,40,0.000000e+00,0.743597,0.360202,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),random 27,0.3,40,0.000000e+00,0.399454,0.954487,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),random 27,0.5,40,2.241363e-12,0.524938,0.999997,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),random 27,0.7,40,2.362311e-07,0.713886,0.999999,True,"CONFIRMED (q=0.7139, R^2=1.0000)"
5,k=1 expansion  (f2),random 27,0.9,40,8.282040e-04,0.904518,0.999999,True,"CONFIRMED (q=0.9045, R^2=1.0000)"
5,k=1 expansion  (f2),corners 32,0.0,40,0.000000e+00,0.745658,0.358287,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),corners 32,0.3,40,0.000000e+00,0.395065,0.953097,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),corners 32,0.5,40,2.360161e-12,0.518075,0.999984,True,STRONG-CONVERGED (machine precision; q<1)
5,k=1 expansion  (f2),corners 32,0.7,40,3.141830e-07,0.708805,0.999998,True,"CONFIRMED (q=0.7088, R^2=1.0000)"
5,k=1 expansion  (f2),corners 32,0.9,40,1.337677e-03,0.902611,1.000000,True,"CONFIRMED (q=0.9026, R^2=1.0000)"
5,"k=3 expansions (f2,f4,f6)",grid 27,0.0,40,0.000000e+00,0.476520,0.765984,True,STRONG-CONVERGED (machine precision; q<1)
5,"k=3 expansions (f2,f4,f6)",grid 27,0.3,40,1.221245e-15,0.442250,0.999952,True,STRONG-CONVERGED (machine precision; q<1)
5,"k=3 expansions (f2,f4,f6)",grid 27,0.5,40,2.726590e-10,0.597753,0.999738,True,"CONFIRMED (q=0.5978, R^2=0.9997)"
5,"k=3 expansions (f2,f4,f6)",grid 27,0.7,40,1.960966e-06,0.748929,0.999308,True,"CONFIRMED (q=0.7489, R^2=0.9993)"
5,"k=3 expansions (f2,f4,f6)",grid 27,0.9,40,1.670383e-03,0.908731,0.999929,True,"CONFIRMED (q=0.9087, R^2=0.9999)"
5,"k=3 expansions (f2,f4,f6)",random 27,0.0,40,0.000000e+00,0.474573,0.767693,True,STRONG-CONVERGED (machine precision; q<1)
5,"k=3 expansions (f2,f4,f6)",random 27,0.3,40,2.220446e-16,0.438562,0.999424,True,STRONG-CONVERGED (machine precision; q<1)
5,"k=3 expansions (f2,f4,f6)",random 27,0.5,40,1.965011e-10,0.601081,0.999963,True,"CONFIRMED (q=0.6011, R^2=1.0000)"
5,"k=3 expansions (f2,f4,f6)",random 27,0.7,40,1.763256e-06,0.758631,0.999935,True,"CONFIRMED (q=0.7586, R^2=0.9999)"
5,"k=3 expansions (f2,f4,f6)",random 27,0.9,40,1.291485e-03,0.917969,0.999994,True,"CONFIRMED (q=0.9180, R^2=1.0000)"
5,"k=3 expansions (f2,f4,f6)",corners 32,0.0,40,0.000000e+00,0.476520,0.765984,True,STRONG-CONVERGED (machine precision; q<1)
5,"k=3 expansions (f2,f4,f6)",corners 32,0.3,40,4.385381e-15,0.443682,0.999999,True,STRONG-CONVERGED (machine precision; q<1)
5,"k=3 expansions (f2,f4,f6)",corners 32,0.5,40,4.906011e-10,0.600731,0.999948,True,"CONFIRMED (q=0.6007, R^2=0.9999)"
5,"k=3 expansions (f2,f4,f6)",corners 32,0.7,40,2.777726e-06,0.753438,0.999593,True,"CONFIRMED (q=0.7534, R^2=0.9996)"
5,"k=3 expansions (f2,f4,f6)",corners 32,0.9,40,1.915300e-03,0.909640,0.999857,True,"CONFIRMED (q=0.9096, R^2=0.9999)"
5,k=7 expansion  (all optics),grid 27,0.0,40,0.000000e+00,0.835072,0.236566,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),grid 27,0.3,40,1.418394e-22,0.277778,0.991702,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),grid 27,0.5,40,1.197027e-12,0.509043,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),grid 27,0.7,40,2.459289e-07,0.705206,1.000000,True,"CONFIRMED (q=0.7052, R^2=1.0000)"
5,k=7 expansion  (all optics),grid 27,0.9,40,1.212359e-03,0.901723,1.000000,True,"CONFIRMED (q=0.9017, R^2=1.0000)"
5,k=7 expansion  (all optics),random 27,0.0,40,0.000000e+00,0.835520,0.236354,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),random 27,0.3,40,8.915796e-23,0.277014,0.992416,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),random 27,0.5,40,7.310858e-13,0.507805,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),random 27,0.7,40,1.578028e-07,0.704390,1.000000,True,"CONFIRMED (q=0.7044, R^2=1.0000)"
5,k=7 expansion  (all optics),random 27,0.9,40,8.031727e-04,0.901371,1.000000,True,"CONFIRMED (q=0.9014, R^2=1.0000)"
5,k=7 expansion  (all optics),corners 32,0.0,40,0.000000e+00,0.835072,0.236566,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),corners 32,0.3,40,1.418394e-22,0.278078,0.991970,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),corners 32,0.5,40,1.157464e-12,0.509288,1.000000,True,STRONG-CONVERGED (machine precision; q<1)
5,k=7 expansion  (all optics),corners 32,0.7,40,2.360266e-07,0.705332,1.000000,True,"CONFIRMED (q=0.7053, R^2=1.0000)"
5,k=7 expansion  (all optics),corners 32,0.9,40,1.159296e-03,0.901687,1.000000,True,"CONFIRMED (q=0.9017, R^2=1.0000)"
