bnum,gene_name_keio,COG_id,keio_call,PEC,MG_Tn5,y_essential_in_silico_iML1515,b_wt,b_ko,delta_b,kV,log10_kV
b2762,cysH,COG0175,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.66367419432,4.5537818858091095
b4024,lysC,COG0527,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.66367419425,4.553781885809109
b0002,thrA,COG0460,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.663674194344,4.5537818858091095
b3940,metL,COG0460,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.663674194344,4.5537818858091095
b3433,asd,COG0136,E,N,u,1,0.9259332133632957,0.0,0.9259332133632957,35791.663674194344,4.5537818858091095
b2838,lysA,COG0019,N,,,1,0.9259332133632957,0.0,0.9259332133632957,35791.663674194344,4.5537818858091095
b2942,metK,COG0192,E,E,u,1,0.9259332133632957,1.099586019128128e-11,0.9259332133522998,35791.66367404772,4.5537818858073305
b4192,ulaG,COG2220,N,,,0,0.9259332133632957,0.9259332133633262,-3.0531133177191805e-14,27937.35811216417,4.446185334793305
b1993,cobU,COG2087,N,,,0,0.9259332133632957,0.9259332133631945,1.0125233984581428e-13,27937.358112164486,4.446185334793309
b1992,cobS,COG0368,N,,,0,0.9259332133632957,0.9259332133631945,1.0125233984581428e-13,27937.358112164486,4.446185334793309
b0417,thiL,COG0611,E,u,u,1,0.9259332133632957,1.930123233619092e-15,0.9259332133632938,32096.141774542295,4.506452829702905
b0583,entD,COG2977,E,N,u,0,0.9259332133632957,0.9259332133632754,2.0317081350640365e-14,27538.275068427723,4.439936733607005
b0732,mngB,COG0383,N,,,0,0.9259332133632957,0.9259332133632754,2.0317081350640365e-14,27538.275068427723,4.439936733607005
b0517,allD,COG2055,N,,,0,0.9259332133632957,0.9259332133632754,2.0317081350640365e-14,27538.275068427723,4.439936733607005
b0521,ybcF,COG0549,N,,,0,0.9259332133632957,0.9259332133632762,1.9539925233402755e-14,27547.024999949732,4.440074703156205
b3223,nanE,COG3010,N,,,0,0.9259332133632957,0.9259332133633309,-3.519406988061746e-14,27547.024999949852,4.440074703156207
b2428,yfeU,COG2103,N,,,0,0.9259332133632957,0.9259332133633309,-3.519406988061746e-14,27547.024999949852,4.440074703156207
b2162,rihB,COG1957,N,,,0,0.9259332133632957,0.9259332133633309,-3.519406988061746e-14,27547.024999949852,4.440074703156207
b0651,rihA,COG1957,N,,,0,0.9259332133632957,0.9259332133633309,-3.519406988061746e-14,27547.024999949852,4.440074703156207
b0522,purK,COG0026,N,,,1,0.9259332133632957,1.1425329936131133e-13,0.9259332133631815,28543.11235215306,4.455501327001103
b1779,gapA,COG0057,E,N,u,0,0.9259332133632957,0.6099077685509104,0.31602544481238526,22403.331698264836,4.3503126089848845
b2388,glk,COG0837,N,,,0,0.9259332133632957,0.9259332133633539,-5.81756864903582e-14,15500.629628080129,4.190349339360433
b2029,gnd,COG0362,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,15500.6296280813,4.190349339360466
b0368,tauD,COG2175,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,15500.6296280813,4.190349339360466
b2463,maeB,COG0280,N,,,0,0.9259332133632957,0.9259332133632749,2.0761170560490427e-14,15500.6296280813,4.190349339360466
b3960,argH,COG0165,N,,,1,0.9259332133632957,-2.863173568619595e-15,0.9259332133632986,21410.835238480817,4.330633609489111
b0032,carA,COG0505,N,,,0,0.9259332133632957,0.9259332133632494,4.629630012686903e-14,15208.241546181627,4.182079001630976
b0033,carB,COG0458,N,,,0,0.9259332133632957,0.9259332133632575,3.8191672047105385e-14,15208.241546181622,4.182079001630975
b0242,proB,COG0263,N,,,1,0.9259332133632957,-2.005133054321859e-16,0.9259332133632959,19289.07539016268,4.285311410506808
b0074,leuA,COG0119,N,,,1,0.9259332133632957,0.0,0.9259332133632957,19289.07539016269,4.285311410506808
b1091,fabH,COG0332,N,,,1,0.9259332133632957,-3.390495738388067e-24,0.9259332133632957,19289.075390162667,4.285311410506808
b1656,sodB,COG0605,N,,,0,0.9259332133632957,0.92593321336326,3.574918139293004e-14,15208.241546181618,4.182079001630975
b0159,pfs,COG0775,N,,,1,0.9259332133632957,4.926047188368104e-11,0.9259332133140352,21481.291512255204,4.332060388749311
b1106,ycfN,COG0510,N,,,0,0.9259332133632957,0.9259332133632646,3.108624468950438e-14,15208.236108385472,4.182078846346403
b1759,nudG,COG0494,N,,,0,0.9259332133632957,0.9259332133632632,3.2529534621517087e-14,15208.23610838548,4.182078846346403
b2251,yfaO,COG0494,N,,,0,0.9259332133632957,0.9259332133632632,3.2529534621517087e-14,15207.999768915615,4.182072097258316
b3248,yhdE,COG0424,N,,,0,0.9259332133632957,0.9259332133632305,6.517009154549669e-14,15207.99976891565,4.182072097258317
b0386,proC,COG0345,N,,,1,0.9259332133632957,-4.3087563810277523e-16,0.9259332133632961,21481.291512852706,4.33206038876139
b3425,glpE,COG0607,N,,,0,0.9259332133632957,0.9259332133632356,6.006306563222097e-14,15207.999768915644,4.182072097258317
b2668,ygaP,COG0607,N,,,0,0.9259332133632957,0.9259332133632667,2.8976820942716586e-14,15207.999768915626,4.182072097258316
b2053,gmd,COG1089,N,,,0,0.9259332133632957,0.9259332133632667,2.8976820942716586e-14,15207.999768915626,4.182072097258316
b2920,ygfH,COG0427,N,,,0,0.9259332133632957,0.9259332133632667,2.8976820942716586e-14,15207.999768915626,4.182072097258316
b2143,cdd,COG0295,N,,,0,0.9259332133632957,0.9259332133632667,2.8976820942716586e-14,15208.033508825718,4.182073060767045
b0778,bioD,COG0132,N,,,1,0.9259332133632957,-4.0318110797266107e-16,0.9259332133632961,21481.29151285273,4.332060388761391
b2065,dcd,COG0717,N,,,0,0.9259332133632957,0.9259332133632469,4.884981308350689e-14,15208.005206711769,4.182072252545301
b2478,dapA,COG0329,E,N,u,1,0.9259332133632957,-4.700937506787271e-17,0.9259332133632957,21481.291512852724,4.332060388761391
b0337,codA,COG0402,N,,,0,0.9259332133632957,0.9259332133632521,4.363176486776865e-14,15208.005206711758,4.182072252545301
b3729,glmS,COG0449,E,N,u,1,0.9259332133632957,7.870759700334125e-16,0.9259332133632949,21481.29151285273,4.332060388761391
b2688,gshA,COG2918,N,,,0,0.9259332133632957,0.9259332133632694,2.631228568361621e-14,15208.005206711747,4.182072252545301
b0485,ybaS,COG2066,N,,,0,0.9259332133632957,0.925933213363284,1.1657341758564144e-14,15208.005206711723,4.1820722525453
b1524,yneH,COG2066,N,,,0,0.9259332133632957,0.925933213363284,1.1657341758564144e-14,15208.005206711723,4.1820722525453
b2312,purF,COG0034,N,,,1,0.9259332133632957,-3.5937247474306494e-14,0.9259332133633317,18994.52139699592,4.278628355155161
b0104,guaC,COG0516,N,,,0,0.9259332133632957,0.9259332133632776,1.8096635301390052e-14,15208.005206711732,4.1820722525453
b1740,nadE,COG0171,E,E,u,1,0.9259332133632957,-7.857432360428222e-13,0.9259332133640814,21481.29151286238,4.332060388761587
b3366,nirD,COG2146,N,,,0,0.9259332133632957,0.9259332133632733,2.2426505097428162e-14,15208.005206711734,4.1820722525453
b3365,nirB,COG1251,N,,,0,0.9259332133632957,0.9259332133632555,4.0190073491430667e-14,15208.005206711783,4.182072252545302
b4254,argI,COG0078,N,,,1,0.9259332133632957,-2.1300150769248426e-16,0.9259332133632959,21481.291512852742,4.332060388761391
b0273,argF,COG0078,N,,,1,0.9259332133632957,0.0,0.9259332133632957,21481.29151285274,4.332060388761391
b2500,purN,COG0299,N,,,0,0.9259332133632957,0.9259332133631821,1.1357581541915351e-13,15207.999768915708,4.1820720972583185
b3449,ugpQ,COG0584,N,,,0,0.9259332133632957,0.9259332133632446,5.10702591327572e-14,15207.999768915633,4.182072097258316
b0331,prpB,COG2513,N,,,0,0.9259332133632957,0.9259332133632446,5.10702591327572e-14,15207.999768915633,4.182072097258316
b2210,mqo,COG0579,N,,,0,0.9259332133632957,0.9259332133632446,5.10702591327572e-14,15207.999768915633,4.182072097258316
b1746,astD,COG1012,N,,,0,0.9259332133632957,0.9259332133632446,5.10702591327572e-14,15207.999768915633,4.182072097258316
b0052,pdxA,COG1995,N,,,1,0.9259332133632957,7.491654619668733e-16,0.9259332133632949,21481.291512852746,4.332060388761391
b2564,pdxJ,COG0854,N,,,1,0.9259332133632957,0.0,0.9259332133632957,21481.291512852767,4.332060388761392
b4005,purD,COG0151,N,,,1,0.9259332133632957,-1.0146060644168974e-14,0.9259332133633058,18219.674246594725,4.260540607863594
b2557,purL,COG0046,N,,,1,0.9259332133632957,8.625839754301486e-16,0.9259332133632948,18219.674246594645,4.260540607863592
b2440,eutC,COG4302,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b2049,cpsB,COG0662,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b3806,cyaA,COG3072,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b2533,suhB,COG0483,E,N,N,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b0333,prpC,COG0372,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b3590,selB,COG3276,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b2173,yeiR,COG0523,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b2918,argK,COG1703,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b2727,hypB,COG0378,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b4173,hflX,COG2262,N,,,0,0.9259332133632957,0.9259332133632838,1.1879386363489175e-14,15204.540873316015,4.181973310425835
b1852,zwf,COG0364,N,,,0,0.9259332133632957,0.9259332133633186,-2.2870594307278225e-14,12205.79871346583,4.08656620370415
b0134,panB,COG0413,N,,,1,0.9259332133632957,3.043029212324372e-12,0.9259332133602527,14198.78626042954,4.152251221641725
b2028,ugd,COG1004,N,,,0,0.9259332133632957,0.9259332133632429,5.284661597215745e-14,12911.875559066975,4.110989331793193
b2787,gudD,COG4948,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b2788,gudX,COG4948,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b3791,rffA,COG0399,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b1415,aldA,COG1012,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b1493,gadB,COG0076,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b3517,gadA,COG0076,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b3551,bisC,COG0243,N,,,0,0.9259332133632957,0.9259332133632183,7.738254481637341e-14,12911.875559066548,4.110989331793179
b2750,cysC,COG0529,N,,,1,0.9259332133632957,3.1845970192186047e-14,0.9259332133632638,19615.771446175677,4.292605392670959
b1622,malY,COG1168,N,,,1,0.9259332133632957,7.892485485499817e-15,0.9259332133632878,19615.771446176062,4.292605392670967
b3939,metB,COG0626,N,,,1,0.9259332133632957,5.968086336131654e-15,0.9259332133632897,19615.77144617628,4.292605392670972
b2661,gabD,COG1012,N,,,0,0.9259332133632957,0.9259332133632459,4.984901380566953e-14,14367.672687337468,4.157386425691383
b0241,phoE,COG3203,N,,,1,0.9259332133632957,0.0,0.9259332133632957,32132.56209432416,4.506945355463287
b2215,ompC,COG3203,N,,,1,0.9259332133632957,0.0,0.9259332133632957,32132.56209432416,4.506945355463287
b0929,ompF,COG3203,N,,,1,0.9259332133632957,0.0,0.9259332133632957,32132.56209432416,4.506945355463287
b1377,ompN,COG3203,N,,,1,0.9259332133632957,0.0,0.9259332133632957,32132.56209432416,4.506945355463287
b0411,tsx,COG3248,N,,,0,0.9259332133632957,0.9259332133632314,6.428191312579656e-14,12544.472844287407,4.098452415700259
b0957,ompA,COG2885,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1805,fadD,COG0318,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1646,sodC,COG2032,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b2202,napC,COG3005,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b2206,napA,COG0243,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b2205,napG,COG1145,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b2204,napH,COG0348,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1468,narZ,COG5013,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1224,narG,COG5013,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1225,narH,COG1140,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1226,narJ,COG2180,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1227,narI,COG2181,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1466,narW,COG2180,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1467,narY,COG1140,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1465,narV,COG2181,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1602,pntB,COG1282,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1603,pntA,COG3288,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b0997,torA,COG0243,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b0996,torC,COG3005,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b1873,torY,COG3005,N,,,0,0.9259332133632957,0.9259332133632926,3.1086244689504383e-15,44512.559444205384,4.648482566660364
b2342,yfcY,COG0183,N,,,0,0.9259332133632957,0.9259332133632259,6.983302824892235e-14,45391.03707785517,4.656970105458084
b4388,serB,COG0560,N,,,0,0.9259332133632957,0.9259332133632011,9.459100169806334e-14,49494.77884426316,4.694559388050323
b0010,yaaH,COG1584,N,,,0,0.9259332133632957,0.9259332133633389,-4.318767565791859e-14,39950.80599191811,4.601525545460061
b3528,dctA,COG1301,N,,,0,0.9259332133632957,0.9259332133632782,1.7541523789077473e-14,39950.80599192402,4.601525545460126
b4123,dcuB,COG2704,N,,,0,0.9259332133632957,0.9259332133632782,1.7541523789077473e-14,39950.80599192402,4.601525545460126
b0621,dcuC,COG3069,N,,,0,0.9259332133632957,0.9259332133632782,1.7541523789077473e-14,39950.80599192402,4.601525545460126
b4138,dcuA,COG2704,N,,,0,0.9259332133632957,0.9259332133632782,1.7541523789077473e-14,39950.80599192402,4.601525545460126
b2417,crr,COG2190,N,,,0,0.9259332133632957,0.9259332133632752,2.0539125955565396e-14,18260.938931189565,4.261523104093736
b2429,murP,COG1263,N,,,0,0.9259332133632957,0.9259332133633289,-3.319566843629218e-14,18260.93893119243,4.261523104093804
b2422,cysA,COG1118,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b0764,modB,COG4149,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b0765,modC,COG4148,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b0763,modA,COG0725,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b2425,cysP,COG4150,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b2424,cysU,COG0555,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b3917,sbp,COG1613,N,,,1,0.9259332133632957,0.0,0.9259332133632957,27197.955317766915,4.434536255961075
b3063,ygjE,COG0471,N,,,0,0.9259332133632957,0.9259332133632927,2.9976021664879227e-15,13941.60822064349,4.144312874268848
b2913,serA,COG0111,N,,,0,0.9259332133632957,0.9259332133633239,-2.8199664825478976e-14,14105.617043124264,4.149392088900643
b0366,tauB,COG4525,N,,,0,0.9259332133632957,0.9259332133633177,-2.19824158875781e-14,14105.617043123955,4.149392088900634
b0367,tauC,COG0600,N,,,0,0.9259332133632957,0.9259332133633177,-2.19824158875781e-14,14105.617043123955,4.149392088900634
b0365,tauA,COG4521,N,,,0,0.9259332133632957,0.9259332133633177,-2.19824158875781e-14,14105.617043123955,4.149392088900634
b2393,nupC,COG1972,N,,,0,0.9259332133632957,0.9259332133633177,-2.19824158875781e-14,14105.617043123955,4.149392088900634
b1291,sapD,COG4170,N,,,0,0.9259332133632957,0.9259332133633178,-2.2093438190040615e-14,14217.602731021252,4.152826374983249
b1250,kch,COG1226,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b1363,trkG,COG0168,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3290,trkA,COG0569,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b2587,kgtP,COG0477,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b4031,xylE,COG0477,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b0067,thiP,COG1178,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b0066,thiQ,COG3840,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b0068,tbpA,COG4143,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b2406,xapB,COG0477,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3455,livG,COG0411,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3457,livH,COG0559,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3456,livM,COG4177,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b4240,treB,COG1263,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3161,mtr,COG0814,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3709,tnaB,COG0814,E,N,u,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b0112,aroP,COG1113,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b1907,tyrP,COG0814,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3567,xylG,COG1129,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3566,xylF,COG4213,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3568,xylH,COG4214,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3577,yiaM,COG3090,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3579,yiaO,COG1638,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b3089,sstT,COG3633,N,,,0,0.9259332133632957,0.9259332133632765,1.9206858326015208e-14,14217.602731018524,4.152826374983166
b2153,folE,COG0302,E,N,u,1,0.9259332133632957,2.618992334594468e-16,0.9259332133632955,19417.365796864375,4.288190312210366
b0935,ssuD,COG2141,N,,,0,0.9259332133632957,0.9259332133632574,3.83026943495679e-14,14106.11393501694,4.149407387317269
b0151,fhuC,COG1120,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b0153,fhuB,COG0609,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b0152,fhuD,COG0614,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b0158,btuF,COG0614,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b1709,btuD,COG4138,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b1711,btuC,COG4139,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b2223,atoE,COG2031,N,,,0,0.9259332133632957,0.9259332133632502,4.551914400963142e-14,14106.11393501671,4.149407387317262
b1101,ptsG,COG1263,N,,,0,0.9259332133632957,0.9259332133632431,5.262457136723242e-14,21906.661410447563,4.3405761958400495
b0679,nagE,COG1263,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b1817,manX,COG2893,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b1818,manY,COG3715,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0311,betA,COG2303,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b4381,deoC,COG0274,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0592,fepB,COG4592,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0590,fepD,COG0609,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0588,fepC,COG1120,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0589,fepG,COG4779,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2841,araE,COG0477,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2310,argT,COG0834,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2306,hisP,COG4598,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2307,hisM,COG4160,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2308,hisQ,COG4215,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0864,artP,COG4161,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0861,artM,COG4160,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0860,artJ,COG0834,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0863,artI,COG0834,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0862,artQ,COG4215,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b4115,adiC,COG0531,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b4195,ulaC,COG1762,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b4194,ulaB,COG3414,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0654,gltJ,COG0765,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0655,gltI,COG0834,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0652,gltL,COG1126,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0653,gltK,COG0765,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b4077,gltP,COG1301,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b0480,ushA,COG0737,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b4055,aphA,COG3700,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b3127,garP,COG0477,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2789,gudP,COG0477,N,,,0,0.9259332133632957,0.9259332133632977,-1.9984014443252818e-15,21906.66141044783,4.340576195840055
b2943,galP,COG0477,N,,,0,0.9259332133632957,0.9259332133633011,-5.440092820663267e-15,15338.439243073288,4.185781170394855
b2663,gabP,COG1113,N,,,0,0.9259332133632957,0.9259332133632812,1.454392162258955e-14,15338.439243073308,4.185781170394856
b1918,yecS,COG0765,N,,,0,0.9259332133632957,0.9259332133632812,1.454392162258955e-14,15338.439243073308,4.185781170394856
b1917,yecC,COG1126,N,,,0,0.9259332133632957,0.9259332133632812,1.454392162258955e-14,15338.439243073308,4.185781170394856
b1920,fliY,COG0834,N,,,0,0.9259332133632957,0.9259332133632812,1.454392162258955e-14,15338.439243073308,4.185781170394856
b2704,srlB,COG3731,N,,,0,0.9259332133632957,0.9259332133632812,1.454392162258955e-14,15338.439243073308,4.185781170394856
b1197,treA,COG1626,N,,,0,0.9259332133632957,0.9259332133632812,1.454392162258955e-14,16857.797188486933,4.226800824654908
b0733,cydA,COG1271,E,N,N,0,0.9259332133632957,0.9259332133633,-4.3298697960381105e-15,16857.797188486962,4.226800824654909
b0734,cydB,COG1294,N,,,0,0.9259332133632957,0.9259332133633,-4.3298697960381105e-15,16857.797188486962,4.226800824654909
b0979,appB,COG1294,N,,,0,0.9259332133632957,0.9259332133633,-4.3298697960381105e-15,16857.797188486962,4.226800824654909
b0978,appC,COG1271,N,,,0,0.9259332133632957,0.9259332133633,-4.3298697960381105e-15,16857.797188486962,4.226800824654909
b3734,atpA,COG0056,N,,,0,0.9259332133632957,0.9259332133630955,2.0017321133991572e-13,66003.36572930485,4.819566082214522
b3735,atpH,COG0712,N,,,0,0.9259332133632957,0.9259332133632625,3.319566843629218e-14,66003.36572937653,4.819566082214994
