uniprot,gene_name,medianRatio_50 mM NaCl_vs_glucose,medianRatio_pH 6_vs_glucose,medianRatio_42°C_vs_glucose,medianRatio_anaerobic_vs_glucose,medianRatio_stationary 1 day_vs_glucose,medianRatio_stationary 3 days_vs_glucose,medianRatio_chemostat µ=0.12_vs_glucose,medianRatio_chemostat µ=0.5_vs_glucose,medianRatio_galactose_vs_glucose,medianRatio_acetate_vs_glucose,medianRatio_glycerol_vs_glucose,medianRatio_LB_vs_glucose,medianRatio_glucosamine_vs_glucose,medianRatio_fumarate_vs_glucose,medianRatio_succinate_vs_glucose,medianRatio_pyruvate_vs_glucose,medianRatio_chemostat µ=0.20_vs_glucose,medianRatio_chemostat µ=0.35_vs_glucose
P0A6J8,ddlA,1.259030139,1.369306013,1.284247768,1.389959641,0.129684512,0.219230919,0.319907878,0.889771081,0.491814494,0.803106348,0.791468311,6.018870519,1.474528599,1.203958357,1.162706878,1.219338918,0.509159494,0.672293444
P60785,lepA,0.897214243,0.47755005,0.870760694,0.14738068,0.039346486,0.059494871,0.083401601,0.21334462,0.164558708,0.12805701,0.589461817,2.82913583,0.615938536,0.402554569,0.462925678,0.298874733,0.080058519,0.228209693
P46837,yhgF,0.940260199,0.631235233,1.082268299,0.25728517,0.118940176,0.076928093,0.034987519,0.183523647,0.126781147,0.110119528,0.518698335,1.205572792,0.462810105,0.326059,0.371973927,0.164564788,0.052293384,0.070817465
P0A6T1,pgi,1.128287819,0.758554225,0.905856638,0.967923879,0.629405975,1.501600479,0.270652167,0.364832749,0.243649354,0.192740236,0.823087678,0.939266635,0.603454946,0.44971585,0.31219288,0.234948033,0.230613876,0.25415418
P66948,yfgC,0.899256772,1.259369327,1.091818401,1.495056129,1.853060305,1.051398633,4.119379382,1.496882936,2.081469678,1.64015046,1.2342677,0.410196853,1.030670772,1.141216161,1.088080673,1.459275905,2.86265196,1.393422937
P24215,uxuA,1.026928057,0.581465554,0.765366785,0.69948356,0.160565665,0.211406382,4.092692614,1.822073828,2.254298498,1.635759922,1.648679245,3.408266948,1.139099541,1.951334817,1.591058147,1.026216762,3.482674902,2.429653599
P22256,gabT,1.003694442,0.659448685,0.934152677,0.133645302,0.162504531,0.468796367,1.843776451,1.735380248,2.380788621,1.504680923,1.621540776,0.483766312,1.496541418,1.223829383,1.316835076,4.200650181,2.484822837,2.083497767
P04825,pepN,1.02981196,0.6739356,0.887487118,0.123657064,0.091672007,0.124285857,0.054211446,0.117028921,0.189387365,0.210955257,0.905714303,1.377583614,0.606989879,0.778395994,0.442426578,0.153640591,0.059358441,0.078051075
P37692,rfaF,0.997695775,0.862810063,0.488265013,0.510397787,0.247281037,0.116400712,0.373336031,0.311254593,0.602066771,0.474802721,1.616799666,1.501964295,0.561599873,0.834454824,0.594224477,0.497285741,0.360805313,0.194048061
P22634,murI,0.906709241,1.410281954,0.758396925,0.163557006,0.382309537,0.434220363,0.123642136,0.266977648,0.370707575,0.835575119,1.109500458,3.140047674,0.166192615,1.087044626,0.897467908,0.287318731,0.056951138,0.008117771
P0A6J5,dadA,0.815774144,1.663192891,1.418745077,0.972988288,0.168644698,0.363139639,0.625903551,1.378865106,0.794445051,1.802198756,2.087083341,11.05096643,2.769102719,2.461110799,1.910723634,2.18927142,0.814957284,0.694209702
P31554,lptD,0.987756277,0.98174496,1.090552924,0.689547676,0.151212489,0.086054538,1.117038426,0.652365365,1.038969556,0.737251256,0.879661322,0.727138619,1.048230426,0.739808398,0.769046908,1.09172811,0.640531573,0.656062384
P0A6L4,nanA,0.880026105,0.810458758,1.136657303,0.745865897,0.833701976,0.649590227,0.676439719,0.705928403,1.569774947,0.598231029,1.203392358,37.14001568,0.830550578,1.061443057,1.09952475,0.758604323,0.814621058,1.095063998
P00363,frdA,2.102436089,1.524879693,1.142418105,1.132502595,0.355575402,0.428697735,1.028857919,1.33101784,1.213381879,1.465082538,2.532187168,5.81392936,1.27999486,8.052149172,6.551638232,1.977784846,1.021761013,1.273379116
P0A862,tpx,0.96482566,1.133208843,1.098120918,1.558950306,0.869746647,1.189738356,1.140203875,1.222717593,1.152001246,0.940437681,0.934541041,0.735879832,1.111952562,1.097175286,0.976293003,0.959376949,1.388898132,1.37794976
P77214,cusF,1.007514011,1.410734704,1.245954478,1.363422111,3.742119476,2.542383122,1.525789204,1.438376015,1.000934657,1.101531264,1.229309192,0.124300101,1.01624178,1.023789257,1.01761882,0.335060135,1.476619811,1.554818496
P60723,rplD,0.954205953,0.990658288,0.956289192,0.961148071,0.122665345,0.229358342,0.298120966,0.536059814,0.557687131,0.548864615,0.720360478,2.083322591,1.04082526,0.7774532,0.673624585,0.685869166,0.339827947,0.451965028
P30126,leuD,1.153496803,1.190408219,1.081999038,1.303280443,0.093723559,0.159950195,2.187313744,1.241113142,1.163586137,1.610094882,1.058507008,0.141894993,1.199062837,1.343222028,1.226984519,0.910975036,2.312660694,1.64046586
P0AET2,hdeB,1.097159178,2.19332387,0.89137306,2.298484713,110.3410536,92.13398848,3.262454795,1.103422343,1.54991658,2.89503344,0.660598847,1.593790027,1.972573658,0.708873346,0.455339305,0.825052896,1.05729557,1.105253103
P63020,nfuA,0.991134102,1.060006141,0.960896378,1.078668224,0.333560101,0.355331579,0.900987848,1.017235658,0.759561168,0.874865974,0.751357561,0.974527964,1.015473173,0.81855776,0.872865468,1.002634927,0.878361712,1.053329772
P69828,gatA,1.020144362,1.273814993,0.837333918,1.250408744,0.09984443,0.094509104,2.799958109,3.88423197,2.757486025,4.653865798,2.808561995,1.337494441,1.648861949,3.348906851,3.880698091,4.157225225,3.289893507,4.560461246
P0A7Z0,rpiA,1.098856364,1.244746793,1.15378944,1.254988265,0.449469472,0.746991425,1.197264194,1.354098987,1.341245305,1.398723509,1.303129007,0.978243024,1.243413188,1.497649983,1.353340158,1.618728485,1.296136503,1.574045963
P0A9L3,fklB,1.323882847,1.26159129,1.0592787,1.397993623,0.222071732,0.298375737,0.593517807,1.089437291,0.692638064,0.784084068,1.050023861,1.411745188,1.019202542,1.016807613,1.029010601,1.027392624,0.700612421,1.085500977
P69503,apt,0.962838592,0.933887054,0.996060457,1.075738086,0.324053877,0.51514853,0.40343805,0.946102376,0.636518597,0.640685049,0.789840218,1.558311579,1.092540368,0.759210251,0.847062201,0.604830277,0.501865112,0.852237918
P0A707,infC,1.026900928,1.256549644,0.934307002,1.746821791,0.466648586,0.831746444,1.289924825,0.948361472,0.935385971,0.774801101,0.714040507,2.367047216,0.797430883,0.756442352,0.58642728,0.859225707,1.453099112,0.98656753
P33219,yebF,1.657172759,1.800719027,1.515518686,1.50346818,7.098643405,3.667064516,3.018745776,1.897289714,1.955549736,2.242249641,1.833273215,0.50944124,0.953302046,1.504102608,1.739115107,1.955970722,3.021685408,2.978802609
P0ACY1,ydjA,1.068763451,1.041961292,0.953127799,1.602459982,0.488094817,0.879320986,1.325439367,1.518285514,1.104693468,1.237651544,1.085658928,0.739886426,0.999039201,1.138817799,1.05033948,1.366312317,1.501538699,1.53823746
P0AA43,rsuA,0.942330856,1.00924932,0.977878475,1.104256065,0.265487413,0.280618496,0.639724787,0.862253764,0.692417133,0.740849151,0.818485853,0.907393189,0.905464961,0.789957978,0.79863073,0.703520566,0.716227757,0.745427179
P0A6K3,def,1.084693404,1.017391152,1.049005571,1.145124726,0.342979143,0.565630593,0.833830171,0.985770467,1.045737853,0.939079163,0.783257729,1.968258072,1.324849016,0.752218024,0.816275441,0.938403509,1.090395994,1.08852413
P40874,solA,1.041255055,1.038280022,1.166732367,0.780690673,0.134149894,0.149554489,0.442854854,0.689510116,0.696478862,0.557473631,0.809014034,0.514829927,0.863606797,0.795529533,0.817611946,0.79906065,0.568099126,0.614256304
P0AEG6,dsbC,0.948490781,1.065158118,0.997472855,1.517461986,2.309725412,0.923908651,1.22366644,1.060114251,0.859104361,0.741706752,0.819795763,1.018002977,0.781565293,0.637567739,0.740770964,0.650058449,0.851385359,0.939163472
P0AAV6,ybgS,1.417702557,1.714489969,1.162713443,1.892031832,52.95669999,33.54795156,4.424390584,1.681629078,1.811957177,2.123907668,1.332357878,2.882618878,1.502842237,1.661675507,1.622178594,2.047248642,2.521745539,3.420567547
P68066,grcA,2.630961769,2.026038271,2.581110582,38.00307082,3.703254051,3.576690334,2.494035086,4.860482244,1.621148751,2.046853619,1.695778931,1.267777872,1.72537216,1.806739548,1.630288098,4.712526129,2.291328709,2.661356892
P0A8H6,yihI,0.841022109,0.843743622,0.85039625,0.897846073,0.164119287,0.223804257,0.699296781,0.629769618,0.650988901,0.652997928,0.907150186,0.704781583,1.06367818,0.708671127,0.829271482,0.903285001,0.486072385,0.542907668
P0A8A0,yebC,1.315342501,1.325067152,1.247279023,1.902171104,0.223617701,0.209173579,1.172747043,1.380046284,0.841579706,0.96006198,0.963968287,2.060486256,1.272232739,0.961198643,1.04088609,1.127026556,1.179081733,1.42841914
P22255,cysQ,0.919645789,1.108886013,0.961492111,1.152735259,1.739273776,3.790194278,3.08091953,1.315250845,2.015587437,1.278313444,1.276306469,0.57223375,1.084403888,0.985437107,0.881577805,1.148369925,1.91121485,1.522712553
P08390,usg,0.846632008,1.063330224,1.145012087,1.078143167,0.17951419,0.253022321,0.718312992,0.847989155,1.071077584,0.708605333,1.059260936,1.251067968,0.98066295,0.867870259,0.869891759,0.732662906,0.813548212,0.727370202
P0AF08,mrp,1.018654907,1.362234211,1.085593757,1.351243343,0.092214082,0.152086639,0.468992464,0.784854797,0.785647466,0.711359629,0.862941674,1.472836229,0.900553966,0.85918102,0.88716241,0.90186472,0.502611381,0.447272291
P75913,ghrA,1.098090111,1.000065136,1.077561883,0.595734507,0.050566824,0.121709169,0.340737347,0.796248134,0.880708047,0.78432468,1.081616064,0.501039009,0.87819872,1.121351418,0.982009657,0.694654819,0.446720215,0.427805037
P00861,lysA,0.981766637,0.903087433,1.027741298,0.440400396,0.222083096,0.157963674,0.165885704,0.480474202,0.2614741,0.290856759,0.811728056,0.066594572,1.072865827,0.679738843,0.61819267,0.571935497,0.229680801,0.454708131
P16676,cysA,0.903517632,0.997418598,1.098292623,0.155052864,0.009857428,0.013635007,0.038547988,0.180883359,0.32527393,0.470328212,0.889745414,0.035810175,0.651073298,0.960956602,0.816701613,0.226053785,0.034107417,0.048468525
P09030,xthA,1.05622514,1.238581179,0.963229084,1.029893321,0.208815695,0.408568084,0.954305903,0.950898993,0.980842685,0.946288839,0.992227492,1.255638257,0.981151817,0.960966777,1.017028593,0.82229693,0.863444149,0.858629009
P0A988,dnaN,1.162348033,0.878707939,0.946285773,0.806082567,0.262698198,0.148491009,1.272305016,1.216236817,0.905417859,0.938522333,0.927114121,1.175966909,1.047657797,0.657601984,0.800547598,0.672187591,1.040011719,1.085620608
P22333,add,0.85770635,0.836757379,0.965400191,0.75281419,0.134999564,0.12284008,2.365610541,1.182776304,2.11635334,0.764363345,1.016900889,4.120105287,1.267942572,0.932782551,0.905179438,0.580741854,2.593102587,1.651927538
P36767,rdgC,1.001541236,1.037710086,0.88833816,0.511845819,0.043470982,0.076930168,0.236528015,0.468004181,0.600126016,0.530633438,0.771274,1.05383865,0.781127319,0.700928195,0.781805933,0.529768129,0.260938835,0.281514001
P60390,rsmH,0.875592289,1.125735092,0.981700984,1.072832566,0.370578785,0.388855304,0.771299405,0.818290726,1.205477372,1.139760031,0.898410271,0.901587349,0.914297486,0.844979667,0.824297634,0.649882398,0.646123107,0.633529848
P0AGG4,trxC,0.776471061,1.125256155,1.006796343,1.343019652,7.911300813,11.53004191,0.907794547,1.661453743,0.749932621,1.024571523,1.068835782,0.969682903,1.205481489,1.202304669,1.084760367,1.321926553,1.381368913,1.517878616
P0A7B5,proB,0.849127078,0.937941024,1.145198632,0.375847581,0.297471037,0.061165793,0.100034168,0.369234185,0.405313263,0.351544842,0.982923954,0.925751278,0.874603121,0.743016626,0.601989408,0.359550654,0.170920359,0.273579512
P09169,ompT,1.601682687,0.882792772,1.020318419,0.977059489,2.087972424,2.163768816,0.590768639,1.466001092,1.403098795,1.016365803,1.307550929,0.306185436,1.46642186,0.577564832,1.274263504,1.023990685,0.631094492,1.040675765
P76142,lsrB,1.13102419,0.98247089,1.100046434,0.925477788,22.00774463,10.01808432,19.92801881,1.263859624,6.370943716,6.12491887,1.306445512,1.601480031,1.492798398,2.856953509,1.424148003,1.163345198,10.98425213,2.33894416
P21179,katE,1.326428584,1.369578933,1.183476839,0.221240758,0.052042164,0.04513924,0.187077502,0.38136531,1.186027181,1.003857315,1.482871289,0.272533997,0.710275839,0.71798483,0.766187702,0.721162592,0.302811268,0.361228245
P21151,fadA,0.844881162,0.974823712,0.810954796,0.616844008,1.54746692,1.048736247,12.48244167,4.183848039,11.06385797,8.676245203,3.061705432,1.093294027,1.554284459,5.725041992,5.538645336,5.128645496,11.41740413,8.084591284
P08957,hsdM,0.895264849,0.715742232,0.863344793,0.508382661,0.083767306,0.044141447,0.376999486,0.507580742,0.364786845,0.279275535,0.578573769,1.284896193,0.598531301,0.62603336,0.634420527,0.385680734,0.811355843,1.269899184
P0AG84,yghA,1.978568082,2.05020466,1.043251516,0.465088287,0.534075875,2.04173019,2.207447742,0.641673245,4.566582353,1.928015992,1.763636102,1.818568298,2.174932074,1.393939375,1.012008339,1.133566428,1.376986825,0.514728398
P0A9C9,glpX,1.050259708,1.129898147,1.113489799,1.217266534,0.231593234,0.135812271,0.524740855,0.796175223,0.7816786,0.744105855,2.213557023,1.590251741,0.761548304,0.963939586,1.045920747,0.605975121,0.346011496,0.308792232
Q46851,yghZ,0.310310892,0.206721966,0.096083183,0.269478044,0.238134261,0.455920044,0.823679946,0.311615739,0.804401116,0.774496332,0.537845193,0.289877744,0.291983558,0.260095635,0.388413519,0.275965733,1.217086078,0.239519122
P17315,cirA,0.895643203,0.196590688,1.124623376,0.382987251,0.28718173,0.20727571,0.254216934,0.943349819,0.366624495,0.459629793,0.984398946,0.129079877,1.379205294,0.918702984,1.361782012,1.663814121,0.406952386,0.431342002
P00926,dsdA,1.028236679,1.245789935,1.191699415,1.175765646,0.233557007,0.636166335,1.255963659,0.754927613,0.87482904,0.690820705,0.856233994,15.99713737,0.854820739,0.635017681,0.736395476,0.577549936,1.051496552,0.632096819
P75954,ycfS,1.075057898,0.051269955,1.404270268,0.426009784,0.129338382,0.070882333,0.369549811,0.239909188,0.186626494,0.878917317,1.029585995,0.594455383,0.579272757,0.90101588,1.590188672,0.613496232,0.13354293,0.238018653
P0AGI8,trkA,1.92398211,1.988176546,1.533007891,1.192182815,0.419823198,0.791731026,0.619148254,0.537461857,1.392840263,0.966496656,1.22801778,2.141839669,0.804210415,0.829149672,0.40276768,0.368080262,1.681516183,0.159441516
P06961,cca,1.585075138,1.59638809,1.242509334,1.260400389,0.150784221,1.668474171,0.849361819,0.342671981,0.362979679,0.57139195,0.946215951,0.956539523,0.356027075,0.684608252,0.735902808,0.335510892,0.374840748,0.296922854
P21169,speC,0.97141151,0.797490067,0.296710051,0.144492525,0.299209497,0.291569815,0.185117434,0.08401373,0.150566525,0.148494851,0.309873265,0.185910203,0.288465835,0.352206739,0.356777903,0.219786592,0.111173235,0.044724223
P06971,fhuA,0.797462949,0.935427358,1.605570954,1.624359638,0.734419231,1.348328431,0.823355254,0.719811362,0.629692904,1.060364573,0.449662178,0.239219757,0.67978708,0.344584427,0.347817212,0.876532085,1.133759926,0.265161359
P77243,prpD,1.686214769,1.19684884,0.787611601,0.678538614,0.916629983,0.881240642,16.74687991,1.109794498,55.76778348,4.386853345,1.327941364,1.131019111,2.858141775,23.85839174,2.47721033,2.640484977,25.23367763,15.72308296
P0A7R5,rpsJ,1.072742185,1.026159455,1.002768199,1.368765737,2.266463663,2.325945351,0.686342098,0.994826242,0.59369258,0.749663392,0.835798276,2.095527058,1.015600468,0.687194294,0.809280872,0.663990846,0.645724555,0.930552737
P0A7R1,rplI,1.043601011,0.899323256,0.962820199,1.262174492,1.520315256,1.493665594,0.588358127,0.974767328,0.594992695,0.709797445,0.766670769,1.985897159,0.877868577,0.652934121,0.741948034,0.665797886,0.622060911,0.855921219
P0A7J3,rplJ,0.772572653,0.404917076,0.894716447,0.383006062,0.181939622,0.287707382,0.272651338,0.478264804,0.397004495,0.346879227,0.456333968,1.600879051,0.68685932,0.362978802,0.535043163,0.459671968,0.285626273,0.354252971
P0A6F9,groS,1.065320893,1.038041352,1.188212727,1.740156768,5.487307121,5.657861688,1.897849445,1.573192459,1.189937679,1.541386581,1.208546211,1.659919288,1.240652787,1.339727346,1.402146915,1.385656961,1.893885536,2.085760768
P0ACD4,nifU,1.026182944,0.974243546,1.025813464,0.893023759,0.172967796,0.132768454,0.65136087,0.904281583,1.007682026,0.980938097,0.959600361,0.707547053,1.059794075,0.744882059,0.730595613,0.648719558,0.814620198,0.914874281
P0A7J7,rplK,0.995885056,1.22000492,0.940742462,1.455406651,0.510802491,0.76308028,0.761677159,0.959466022,0.720280294,0.806150793,0.763556677,2.452540722,0.93709699,0.781570498,0.776855988,0.705488884,0.675284605,0.79339887
P37188,gatB,0.968279832,1.040638697,0.869458158,1.419257027,0.55846885,0.494799609,7.288054052,5.820696611,3.742507918,6.382891291,3.485689061,1.154814572,1.385827499,4.905192803,5.327676195,4.540556556,8.32822486,7.70408813
P0AG51,rpmD,0.992532715,1.103305502,0.998269258,1.064344893,4.028587,4.571460938,0.586196218,0.860937116,0.670724158,0.75862617,0.793711648,2.131491645,0.940812128,1.006386905,0.890976475,0.669924483,0.624978782,0.629698091
P0A6E6,atpC,1.10993141,1.185176339,0.969889905,1.584034191,2.26027623,2.54211459,1.120211297,1.75091644,1.328559178,1.49941759,1.589331908,1.45651184,1.908498212,1.656126378,1.705291869,1.694065868,1.36985001,1.291786284
P75694,yahO,1.024342746,1.569560879,1.005354146,1.181275852,50.14210289,44.41839222,11.98083139,2.123137726,5.69077821,3.475150003,1.988586605,0.334805679,1.204470869,1.287457877,1.21918071,1.68464275,5.797392722,4.350773514
P0A800,rpoZ,1.074682364,1.08745722,1.047649746,1.418585657,3.535158731,3.942915151,1.043661607,1.187598217,1.003963841,1.082105592,0.954245461,1.570566323,1.101910467,0.859706608,0.974323791,0.98535515,1.097996704,1.085463354
P0ACG1,stpA,1.213380226,0.958501619,1.151240325,1.969545308,0.817028247,1.30251044,0.349411949,0.921791102,0.588281709,0.52028659,0.500048507,1.138640748,0.816416632,0.727633924,0.719093121,0.599288026,0.495955183,0.648209154
P0A9A9,fur,1.082622732,1.055527182,0.869775092,1.164267341,0.681846781,0.737665873,1.624132852,1.319850159,1.289427518,1.201793627,1.12957793,0.913053641,0.896100126,1.029553842,0.989421216,1.02154322,1.31400728,1.524488071
P0ADY3,rplN,1.012153422,1.082750658,0.907932426,1.222849059,0.831644912,1.262833292,0.876805628,0.835734039,0.525761672,0.557279189,0.727789641,2.276475848,0.644903818,0.650133467,0.709314551,0.510144234,0.681915587,0.854265741
P0AG18,purE,1.191976793,1.440565735,1.119681754,1.919281332,1.360455027,2.170318977,0.492875784,1.159822691,0.757015417,0.782047863,0.866704033,0.252523463,1.392377315,0.975310992,0.86781464,1.463617928,0.668413147,1.1985515
P0AD59,ivy,1.02588835,1.502135852,1.120610388,1.560774353,18.25236265,14.53757657,2.503714226,1.230221826,1.46705284,1.379873845,1.025942199,0.467216471,0.831246042,1.072030745,1.039797577,1.247163016,1.869888101,1.268969426
P06988,hisD,0.934014016,0.622528418,1.261137041,0.909789751,0.172796334,0.271432452,0.295399703,0.539540836,0.646895555,0.311260646,0.824122371,0.136372295,0.764400712,0.629843965,0.685602948,0.503652323,0.453868532,0.491216722
P0A8U6,metJ,0.935068802,1.247888708,0.886198292,1.443527964,2.868739492,3.397352513,1.299259191,1.193634739,0.88632392,0.959864574,0.787248576,0.89685826,1.106529891,1.017084685,1.018509756,1.054723413,1.222771342,1.083779892
P06610,btuE,1.275829418,1.527631034,1.125430295,1.001225336,0.473445424,0.660378215,1.863163659,1.105734055,2.125634115,2.158100571,1.399017861,0.327661886,0.922616162,0.942965779,0.963810816,1.022453054,1.991927007,1.33526355
P0A729,yceF,0.980695859,1.329121378,0.974381373,1.116193039,0.428116839,0.76659314,2.174356782,1.295692593,2.363644006,1.648275191,1.318203462,0.708243758,1.087969109,1.048021715,1.074526797,1.143891057,2.002482513,1.707261567
P00547,thrB,0.907672835,1.005082034,1.021227655,0.714443353,0.124773148,0.131220895,0.184122253,0.690982937,0.341795959,0.31855707,0.636752009,0.144719724,0.779216957,0.624913858,0.79342059,0.785832984,0.215612862,0.434249062
