#id: 3740039012
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 23.3
#coverage: 91
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 23.3; Coverage: 91
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.227;Ecoli_iBAQ_arike_2012:0.136;Escherichia_coli_SC_biomart_17112_E__2reps:0.079;Escherichia_coli_SC_biomart_18119_E__5reps:0.056;PXD014877_Mueller_Nature_2020_Escherichia_coli:0.054;Ecoli_Krug_2013:0.051;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.05;ecoli1_HCD_CID_PRIDE:0.047;Ecoli_emPAI_arike_2012:0.046;ecoli2_resolutionCombination_PRIDE:0.045;Escherichia_coli_SC_biomart_12189_E__2reps:0.044;WT-lewis-peptide_count:0.04;Ecoli_APEX_arike_2012:0.038;Ecoli_Krug_2013_emPAI:0.029;511145_GPM_201408:0.02;Taniguchi_2010_Table_S6:0.014;Lu_ecoli_2007:0.013;E_coli_Wisniewski_2014_cpc:0.007;Ecoli_strainK12_PRIDE:0.004;
#publication_year: 2026
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
lptE	511145.b0641	196
hisF	511145.b2025	196
rdgB	511145.b2954	196
kdgK	511145.b3526	196
bamD	511145.b2595	195
thiB	511145.b0068	195
yeeN	511145.b1983	195
yniA	511145.b1725	194
ynfD	511145.b1586	194
sgcB	511145.b4565	194
hslV	511145.b3932	193
rnb	511145.b1286	192
dnaN	511145.b3701	192
yeaO	511145.b1792	192
pdxJ	511145.b2564	192
cyaY	511145.b3807	191
mprA	511145.b2684	191
asnC	511145.b3743	190
aroB	511145.b3389	190
argH	511145.b3960	190
sgcQ	511145.b4303	189
hemB	511145.b0369	189
ilvI	511145.b0077	186
rfbB	511145.b2041	186
seqA	511145.b0687	185
add	511145.b1623	184
malP	511145.b3417	183
dcuA	511145.b4138	183
yqcA	511145.b2790	183
kduI	511145.b2843	182
deoA	511145.b4382	181
yedD	511145.b1928	181
ghrA	511145.b1033	181
hemX	511145.b3803	180
yqjG	511145.b3102	179
exbD	511145.b3005	179
yihA	511145.b3865	178
msrC	511145.b1832	178
cysH	511145.b2762	178
mdaB	511145.b3028	178
argP	511145.b2916	178
nadC	511145.b0109	178
yghA	511145.b3003	177
murA	511145.b3189	177
yifL	511145.b4558	176
panD	511145.b0131	175
ushA	511145.b0480	174
pepE	511145.b4021	174
aroA	511145.b0908	174
yceF	511145.b1087	173
purF	511145.b2312	172
hisH	511145.b2023	172
malK	511145.b4035	172
relB	511145.b1564	171
lpoB	511145.b1105	171
adhP	511145.b1478	170
rob	511145.b4396	170
yagU	511145.b0287	170
tas	511145.b2834	170
tdcB	511145.b3117	169
nuoA	511145.b2288	167
dhaL	511145.b1199	166
aroF	511145.b2601	166
yejL	511145.b2187	166
otsA	511145.b1896	165
ltaE	511145.b0870	165
yhfA	511145.b3356	165
gor	511145.b3500	165
yfcE	511145.b2300	164
metA	511145.b4013	164
efeO	511145.b1018	163
rcsF	511145.b0196	163
lptA	511145.b3200	163
hisI	511145.b2026	161
artP	511145.b0864	160
sodC	511145.b1646	160
astC	511145.b1748	159
lipA	511145.b0628	158
rof	511145.b0189	158
rnr	511145.b4179	158
gph	511145.b3385	157
yrdA	511145.b3279	157
proB	511145.b0242	157
matP	511145.b0956	157
yhhW	511145.b3439	157
yibF	511145.b3592	156
ddlA	511145.b0381	155
rnk	511145.b0610	154
yecJ	511145.b4537	154
yfcH	511145.b2304	153
frmA	511145.b0356	152
fadR	511145.b1187	152
ompW	511145.b1256	151
sufC	511145.b1682	151
iscX	511145.b2524	151
yjcH	511145.b4068	151
yidC	511145.b3705	150
sdaC	511145.b2796	150
rseB	511145.b2571	150
ycbL	511145.b0927	149
folD	511145.b0529	149
cysM	511145.b2421	149
moeA	511145.b0827	149
fruA	511145.b2167	148
mak	511145.b0394	148
ygiM	511145.b3055	147
tehB	511145.b1430	147
fadM	511145.b0443	147
entC	511145.b0593	147
srmB	511145.b2576	146
ykgO	511145.b4506	146
yhbO	511145.b3153	145
rihA	511145.b0651	144
ftsA	511145.b0094	144
fumB	511145.b4122	144
cusR	511145.b0571	144
fruK	511145.b2168	143
dfp	511145.b3639	143
ibpA	511145.b3687	143
ygjR	511145.b3087	143
ftsE	511145.b3463	142
entE	511145.b0594	142
ghxP	511145.b4064	141
secD	511145.b0408	140
mipA	511145.b1782	140
umpH	511145.b0675	140
gpsA	511145.b3608	140
mrp	511145.b2113	139
yiiM	511145.b3910	139
glpB	511145.b2242	139
corA	511145.b3816	139
gmk	511145.b3648	139
lamB	511145.b4036	139
prfC	511145.b4375	139
topA	511145.b1274	139
trmI	511145.b2960	138
cycA	511145.b4208	138
pncB	511145.b0931	138
moaE	511145.b0785	138
ddpA	511145.b1487	138
mlaD	511145.b3193	138
yffB	511145.b2471	138
yaeP	511145.b4406	138
ydeI	511145.b1536	137
yajL	511145.b0424	137
glmU	511145.b3730	136
yciS	511145.b1279	136
usg	511145.b2319	136
yecD	511145.b1867	135
zraP	511145.b4002	135
dtd	511145.b3887	135
glgP	511145.b3428	135
mglA	511145.b2149	135
yodD	511145.b1953	135
yfcD	511145.b2299	135
mppA	511145.b1329	134
hybC	511145.b2994	134
orn	511145.b4162	134
mtfA	511145.b1976	133
grxA	511145.b0849	133
hdeD	511145.b3511	133
tsr	511145.b4355	133
nagA	511145.b0677	133
ycgL	511145.b1179	133
sgcX	511145.b4305	132
nfsA	511145.b0851	132
copA	511145.b0484	132
yniC	511145.b1727	132
oxyR	511145.b3961	131
ubiG	511145.b2232	131
ybiT	511145.b0820	131
argE	511145.b3957	131
cysE	511145.b3607	130
ybfA	511145.b0699	130
ldtE	511145.b1678	130
plsB	511145.b4041	130
chaB	511145.b1217	130
prpD	511145.b0334	129
frmR	511145.b0357	129
pspB	511145.b1305	129
tesB	511145.b0452	129
rsuA	511145.b2183	128
fliN	511145.b1946	128
dkgB	511145.b0207	127
yecC	511145.b1917	127
speE	511145.b0121	126
ygeW	511145.b2870	126
mug	511145.b3068	125
yidA	511145.b3697	125
yceI	511145.b1056	125
rnc	511145.b2567	125
pflA	511145.b0902	124
sbmC	511145.b2009	124
livG	511145.b3455	123
cspG	511145.b0990	123
chbB	511145.b1738	123
sufS	511145.b1680	123
nrdR	511145.b0413	122
fpr	511145.b3924	122
ompN	511145.b1377	122
entA	511145.b0596	121
flgN	511145.b1070	121
phoU	511145.b3724	120
tdh	511145.b3616	120
trmJ	511145.b2532	119
ybaK	511145.b0481	119
arnB	511145.b2253	119
ruvA	511145.b1861	119
gss	511145.b2988	118
aroM	511145.b0390	118
rsfS	511145.b0637	118
aroC	511145.b2329	117
mpl	511145.b4233	116
ygdR	511145.b2833	116
ribB	511145.b3041	116
ydcJ	511145.b1423	116
aroP	511145.b0112	116
entF	511145.b0586	116
nrdF	511145.b2676	115
yhgF	511145.b3407	115
yceD	511145.b1088	114
yhhX	511145.b3440	114
tdcE	511145.b3114	114
cpdB	511145.b4213	114
actP	511145.b4067	114
prmA	511145.b3259	113
cyoB	511145.b0431	113
yiaD	511145.b3552	112
ydeJ	511145.b1537	112
moaC	511145.b0783	112
tldD	511145.b3244	112
lolD	511145.b1117	111
pptA	511145.b1461	111
ybeX	511145.b0658	110
tsaE	511145.b4168	110
dcd	511145.b2065	110
proX	511145.b2679	109
zipA	511145.b2412	109
ymdB	511145.b1045	108
yihX	511145.b3885	108
yhjJ	511145.b3527	108
sdhC	511145.b0721	107
ybfF	511145.b0686	107
metN	511145.b0199	107
ygiB	511145.b3037	106
rfbD	511145.b2040	105
yddH	511145.b1462	105
ytfP	511145.b4222	104
solA	511145.b1059	104
sohB	511145.b1272	103
flgL	511145.b1083	103
yffS	511145.b2450	103
mnmA	511145.b1133	103
murE	511145.b0085	102
yejK	511145.b2186	102
ibpB	511145.b3686	102
ybaA	511145.b0456	102
cysB	511145.b1275	101
cueO	511145.b0123	101
ydjN	511145.b1729	101
feoB	511145.b3409	101
thiC	511145.b3994	99.9
dadA	511145.b1189	99.6
fiu	511145.b0805	99.5
glpC	511145.b2243	98.9
prpB	511145.b0331	98.8
rsmH	511145.b0082	98.4
yebE	511145.b1846	98.3
nanA	511145.b3225	98.0
gshA	511145.b2688	97.3
hemY	511145.b3802	95.9
zur	511145.b4046	95.5
yjgR	511145.b4263	95.3
hemE	511145.b3997	95.1
fre	511145.b3844	93.9
yhjA	511145.b3518	93.7
pstB	511145.b3725	93.6
folA	511145.b0048	93.1
aphA	511145.b4055	92.4
cfa	511145.b1661	92.4
lexA	511145.b4043	91.6
rihC	511145.b0030	91.2
gntR	511145.b3438	91.1
mnmE	511145.b3706	91.0
pncA	511145.b1768	90.6
yqgE	511145.b2948	90.5
mog	511145.b0009	90.5
creA	511145.b4397	90.3
lptD	511145.b0054	90.0
rsgA	511145.b4161	89.9
sdhE	511145.b2897	89.1
ubiD	511145.b3843	88.9
basR	511145.b4113	88.9
ytjC	511145.b4395	88.8
rsmI	511145.b3146	88.8
kdsD	511145.b3197	88.8
potA	511145.b1126	88.6
hisA	511145.b2024	88.5
pyrF	511145.b1281	88.5
ispF	511145.b2746	88.2
fdoG	511145.b3894	87.8
glpT	511145.b2240	87.5
nuoK	511145.b2279	87.4
kdsC	511145.b3198	87.3
aroD	511145.b1693	87.2
yebY	511145.b1839	87.0
bepA	511145.b2494	87.0
ggt	511145.b3447	87.0
hflX	511145.b4173	86.3
yjiY	511145.b4354	86.0
ydiZ	511145.b1724	85.8
livF	511145.b3454	85.5
lolB	511145.b1209	85.5
csgC	511145.b1043	85.0
lepB	511145.b2568	84.9
pdxK	511145.b2418	84.5
glgB	511145.b3432	84.5
fadE	511145.b0221	84.2
feoA	511145.b3408	83.8
yjjA	511145.b4360	83.4
yhiI	511145.b3487	83.4
rluD	511145.b2594	83.2
ydiJ	511145.b1687	82.4
rsmA	511145.b0051	82.2
aroL	511145.b0388	81.6
nlpD	511145.b2742	81.5
yjdP	511145.b4487	81.5
ychH	511145.b1205	81.4
fucU	511145.b2804	81.1
ynfK	511145.b1593	81.0
tatB	511145.b3838	80.6
ybdZ	511145.b4511	80.3
ilvD	511145.b3771	79.9
ydcI	511145.b1422	79.5
frdC	511145.b4152	79.4
rlmB	511145.b4180	79.3
ispH	511145.b0029	79.3
yqjH	511145.b3070	79.2
speD	511145.b0120	78.6
slt	511145.b4392	78.6
dppD	511145.b3541	78.6
cadA	511145.b4131	78.6
tsaC	511145.b3282	78.5
yiiD	511145.b3888	78.5
ybeY	511145.b0659	78.2
rimP	511145.b3170	78.1
uvrA	511145.b4058	78.1
rpoE	511145.b2573	78.0
yccX	511145.b0968	77.9
hscB	511145.b2527	77.7
fhuA	511145.b0150	77.6
moaD	511145.b0784	77.4
smpB	511145.b2620	77.2
murC	511145.b0091	77.2
acrB	511145.b0462	77.1
zapD	511145.b0102	77.0
cusC	511145.b0572	76.6
slyX	511145.b3348	76.4
argA	511145.b2818	76.2
prpC	511145.b0333	76.1
hscA	511145.b2526	76.1
dctA	511145.b3528	75.9
miaB	511145.b0661	75.8
lpoA	511145.b3147	75.8
cra	511145.b0080	75.7
mukF	511145.b0922	75.5
alaA	511145.b2290	75.1
ygdH	511145.b2795	75.0
ynjH	511145.b1760	74.9
purN	511145.b2500	74.6
allR	511145.b0506	74.5
fadL	511145.b2344	74.4
ribA	511145.b1277	74.4
proP	511145.b4111	74.3
pncC	511145.b2700	74.1
cusS	511145.b0570	74.0
yeaK	511145.b1787	73.9
fdhE	511145.b3891	73.7
ppsR	511145.b1703	73.7
ydeN	511145.b1498	73.4
nudF	511145.b3034	73.2
thiS	511145.b4407	73.1
pth	511145.b1204	73.0
psiF	511145.b0384	73.0
uvrB	511145.b0779	72.9
ytfB	511145.b4206	72.7
rluB	511145.b1269	72.6
pspD	511145.b1307	72.6
fdhF	511145.b4079	72.6
secF	511145.b0409	72.2
focA	511145.b0904	72.1
ybdK	511145.b0581	71.9
gcd	511145.b0124	71.8
wbbI	511145.b2034	71.8
yfbT	511145.b2293	71.7
ahr	511145.b4269	71.6
lldD	511145.b3605	71.5
tolQ	511145.b0737	71.4
eutL	511145.b2439	71.2
flgH	511145.b1079	71.0
cusB	511145.b0574	70.9
kgtP	511145.b2587	70.7
yohF	511145.b2137	70.4
yaaA	511145.b0006	70.2
yfcL	511145.b2325	70.1
metH	511145.b4019	70.0
ugpC	511145.b3450	69.9
purK	511145.b0522	69.9
yadG	511145.b0127	69.8
yebG	511145.b1848	69.6
amn	511145.b1982	69.6
mukB	511145.b0924	69.5
garR	511145.b3125	69.5
paaY	511145.b1400	69.3
ulaB	511145.b4194	69.1
aroH	511145.b1704	68.7
murD	511145.b0088	68.4
atpB	511145.b3738	68.4
deaD	511145.b3162	68.2
yqjE	511145.b3099	67.9
rfbC	511145.b2038	67.8
fic	511145.b3361	67.8
sstT	511145.b3089	67.7
ydaC	511145.b1347	67.7
ispA	511145.b0421	67.7
iscA	511145.b2528	67.6
rsmC	511145.b4371	67.5
citE	511145.b0616	67.2
rspA	511145.b1581	66.8
htpX	511145.b1829	66.5
bioD	511145.b0778	66.4
ydgJ	511145.b1624	66.2
fepB	511145.b0592	66.1
yjaG	511145.b3999	66.1
yegQ	511145.b2081	66.0
yccF	511145.b0961	66.0
nikR	511145.b3481	65.9
ybhC	511145.b0772	65.8
yhbJ	511145.b3205	65.7
malT	511145.b3418	65.6
allE	511145.b0515	65.5
fliD	511145.b1924	65.4
hslR	511145.b3400	65.4
cobB	511145.b1120	64.9
yciT	511145.b1284	64.6
ulaG	511145.b4192	64.4
ycgM	511145.b1180	64.2
ycbX	511145.b0947	64.2
phoE	511145.b0241	63.7
yaiL	511145.b0354	63.6
lhgO	511145.b2660	63.4
ybiX	511145.b0804	63.4
dppF	511145.b3540	63.2
oppF	511145.b1247	63.1
glgS	511145.b3049	62.9
dapF	511145.b3809	62.9
ybgK	511145.b0712	62.8
ydcT	511145.b1441	62.6
fadD	511145.b1805	61.9
metL	511145.b3940	61.9
fdoH	511145.b3893	61.8
udk	511145.b2066	61.3
ansA	511145.b1767	61.2
citF	511145.b0615	61.0
era	511145.b2566	60.5
yidI	511145.b3677	60.5
csgF	511145.b1038	60.4
lpxB	511145.b0182	60.2
yjcZ	511145.b4110	60.0
dxs	511145.b0420	59.7
melA	511145.b4119	59.3
ybgJ	511145.b0711	59.2
rpiB	511145.b4090	58.8
tonB	511145.b1252	58.8
tusA	511145.b3470	58.6
menI	511145.b1686	58.2
cspB	511145.b1557	58.2
sdaA	511145.b1814	58.1
yfiH	511145.b2593	58.1
hisP	511145.b2306	58.0
hypB	511145.b2727	57.9
yjhU	511145.b4295	57.7
fimA	511145.b4314	57.6
ddlB	511145.b0092	57.5
thiI	511145.b0423	57.5
csdE	511145.b2811	57.4
thiF	511145.b3992	56.9
putA	511145.b1014	56.9
hflD	511145.b1132	56.3
rbsK	511145.b3752	56.2
ligA	511145.b2411	56.1
uxuB	511145.b4323	56.1
yebT	511145.b1834	56.0
bglX	511145.b2132	55.5
speG	511145.b1584	55.4
yaeR	511145.b0187	55.3
pitA	511145.b3493	54.7
flgK	511145.b1082	54.7
uvrY	511145.b1914	54.6
modE	511145.b0761	54.6
mtr	511145.b3161	54.5
xdhD	511145.b2881	54.3
yecF	511145.b1915	54.1
sufA	511145.b1684	53.9
mlaF	511145.b3195	53.8
cmoA	511145.b1870	53.8
queC	511145.b0444	53.6
dhaM	511145.b1198	53.4
rlmN	511145.b2517	53.3
mntH	511145.b2392	53.3
ypfJ	511145.b2475	53.3
thiL	511145.b0417	53.1
baeR	511145.b2079	53.1
pdxY	511145.b1636	53.1
rimO	511145.b0835	53.0
ybdR	511145.b0608	52.9
ycdX	511145.b1034	52.6
ycjG	511145.b1325	52.5
tap	511145.b1885	52.5
ppk	511145.b2501	52.4
ribD	511145.b0414	52.4
mdtE	511145.b3513	52.2
murG	511145.b0090	52.1
cutA	511145.b4137	52.1
queF	511145.b2794	51.7
trg	511145.b1421	51.5
yqjI	511145.b3071	51.5
ubiF	511145.b0662	51.4
yhcH	511145.b3221	51.1
qmcA	511145.b0489	50.9
yfcF	511145.b2301	50.9
glnG	511145.b3868	50.7
narP	511145.b2193	50.5
blc	511145.b4149	50.5
sgcA	511145.b4302	49.9
ldtA	511145.b1990	49.6
yigI	511145.b3820	49.5
tolA	511145.b0739	49.5
pmrD	511145.b2259	49.4
rcnR	511145.b2105	49.4
ybdF	511145.b0579	49.2
dcuB	511145.b4123	49.1
evgA	511145.b2369	49.1
eco	511145.b2209	48.9
arcB	511145.b3210	48.8
gltL	511145.b0652	48.8
argC	511145.b3958	48.8
tesA	511145.b0494	48.7
argF	511145.b0273	48.5
oppD	511145.b1246	48.5
rapA	511145.b0059	48.4
hmp	511145.b2552	48.2
glsA	511145.b0485	48.0
hyaB	511145.b0973	47.9
hemG	511145.b3850	47.8
fliA	511145.b1922	47.6
rlmI	511145.b0967	47.5
tatC	511145.b3839	47.5
rlmE	511145.b3179	47.3
glpF	511145.b3927	47.3
ais	511145.b2252	47.2
ispB	511145.b3187	47.1
ygiF	511145.b3054	47.0
yeiG	511145.b2154	47.0
nrdE	511145.b2675	46.8
nupC	511145.b2393	46.8
rsmB	511145.b3289	46.7
mlaA	511145.b2346	46.4
ydhZ	511145.b1675	46.4
phoA	511145.b0383	46.4
rpoH	511145.b3461	46.1
rstA	511145.b1608	46.1
pgsA	511145.b1912	46.0
hha	511145.b0460	45.8
aroE	511145.b3281	45.7
yacL	511145.b0119	45.5
murF	511145.b0086	45.3
btuR	511145.b1270	45.2
pka	511145.b2584	45.1
ygaP	511145.b2668	45.0
pstC	511145.b3727	44.8
citD	511145.b0617	44.7
ypfH	511145.b2473	44.7
ycgJ	511145.b1177	44.6
parC	511145.b3019	44.3
fadI	511145.b2342	44.3
nagC	511145.b0676	44.2
oppC	511145.b1245	44.1
alaC	511145.b2379	44.1
sbcC	511145.b0397	43.9
preT	511145.b2146	43.9
rimL	511145.b1427	43.8
mfd	511145.b1114	43.7
ugpQ	511145.b3449	43.7
tam	511145.b1519	43.7
ygiC	511145.b3038	43.7
msbA	511145.b0914	43.6
tolR	511145.b0738	43.5
folC	511145.b2315	43.4
ygeX	511145.b2871	43.4
tgt	511145.b0406	43.4
fabR	511145.b3963	43.2
rng	511145.b3247	43.2
yegS	511145.b2086	43.1
ynbE	511145.b1382	43.1
rpoN	511145.b3202	42.9
alsB	511145.b4088	42.8
ylaC	511145.b0458	42.8
loiP	511145.b2936	42.7
dppB	511145.b3543	42.7
ygfK	511145.b2878	42.5
shiA	511145.b1981	42.5
arnA	511145.b2255	42.4
yqjC	511145.b3097	42.3
ymjA	511145.b1295	42.3
tyrR	511145.b1323	42.2
cnu	511145.b1625	42.2
wcaG	511145.b2052	42.1
cydD	511145.b0887	41.9
glnP	511145.b0810	41.8
oppB	511145.b1244	41.8
narH	511145.b1225	41.7
hdfR	511145.b4480	41.5
yjdJ	511145.b4127	41.5
thiG	511145.b3991	41.5
ycgR	511145.b1194	41.4
tdcC	511145.b3116	41.3
yehT	511145.b2125	41.3
relA	511145.b2784	40.9
yccA	511145.b0970	40.8
preA	511145.b2147	40.7
iadA	511145.b4328	40.7
yfaY	511145.b2249	40.4
helD	511145.b0962	40.4
cysA	511145.b2422	40.3
ispU	511145.b0174	40.1
yjiA	511145.b4352	40.0
yeeD	511145.b2012	39.9
gmhB	511145.b0200	39.8
wzzE	511145.b3785	39.4
yceB	511145.b1063	39.4
nrdD	511145.b4238	39.3
otsB	511145.b1897	39.2
rlpA	511145.b0633	39.1
frsA	511145.b0239	39.0
nhaB	511145.b1186	39.0
tmk	511145.b1098	38.9
narG	511145.b1224	38.9
yfcG	511145.b2302	38.6
yqeA	511145.b2874	38.6
lpxC	511145.b0096	38.6
dusA	511145.b4049	38.5
coaD	511145.b3634	38.3
ybbO	511145.b0493	38.1
secE	511145.b3981	38.1
fliM	511145.b1945	38.1
nudE	511145.b3397	38.1
prkB	511145.b3355	37.9
racR	511145.b1356	37.8
cysZ	511145.b2413	37.7
fliZ	511145.b1921	37.6
entH	511145.b0597	37.4
uvrD	511145.b3813	37.2
avtA	511145.b3572	37.0
truD	511145.b2745	37.0
potC	511145.b1124	37.0
yciH	511145.b1282	36.8
mnmG	511145.b3741	36.7
hybD	511145.b2993	36.6
nrfA	511145.b4070	36.2
minC	511145.b1176	36.2
nemA	511145.b1650	36.0
trxC	511145.b2582	36.0
qorB	511145.b4211	35.8
yacC	511145.b0122	35.6
yieP	511145.b3755	35.5
ynjE	511145.b1757	35.4
rluC	511145.b1086	35.4
yeaC	511145.b1777	35.3
opgH	511145.b1049	35.3
selB	511145.b3590	35.2
csgD	511145.b1040	35.2
yigB	511145.b3812	35.2
pcnB	511145.b0143	35.1
glxR	511145.b0509	35.0
diaA	511145.b3149	34.8
fliG	511145.b1939	34.8
yciK	511145.b1271	34.7
ftsX	511145.b3462	34.7
hybO	511145.b2997	34.6
tusE	511145.b0969	34.5
yihW	511145.b3884	34.5
chbC	511145.b1737	34.2
yagE	511145.b0268	34.2
btuB	511145.b3966	34.1
mrcB	511145.b0149	34.0
cutC	511145.b1874	34.0
murB	511145.b3972	33.9
ygfM	511145.b2880	33.9
cpdA	511145.b3032	33.8
folP	511145.b3177	33.5
rna	511145.b0611	33.4
wecB	511145.b3786	33.4
yjbQ	511145.b4056	33.3
yeaY	511145.b1806	33.3
hsdM	511145.b4349	33.3
zntA	511145.b3469	33.2
pyrE	511145.b3642	32.9
nirB	511145.b3365	32.8
yigL	511145.b3826	32.6
dosC	511145.b1490	32.6
waaP	511145.b3630	32.5
nagK	511145.b1119	32.5
ssnA	511145.b2879	32.3
tdcG	511145.b4471	32.3
yqeB	511145.b2875	32.3
uxaB	511145.b1521	32.1
yjbD	511145.b4023	32.1
sufD	511145.b1681	31.9
amyA	511145.b1927	31.9
argR	511145.b3237	31.8
nadA	511145.b0750	31.7
treB	511145.b4240	31.6
ycgB	511145.b1188	31.6
etp	511145.b0982	31.5
gmd	511145.b2053	31.5
fldB	511145.b2895	31.4
nanE	511145.b3223	31.1
motA	511145.b1890	31.1
ribF	511145.b0025	31.1
ttdB	511145.b3062	31.1
opgD	511145.b1424	30.8
dnaB	511145.b4052	30.7
aer	511145.b3072	30.7
glnE	511145.b3053	30.3
ptsP	511145.b2829	30.2
gtrB	511145.b2351	30.2
wbbK	511145.b2032	30.1
nadR	511145.b4390	30.1
sufB	511145.b1683	30.1
ycaO	511145.b0905	30.0
hybA	511145.b2996	30.0
nagZ	511145.b1107	29.8
dedD	511145.b2314	29.4
yciC	511145.b1255	29.3
nsrR	511145.b4178	29.2
bcr	511145.b2182	29.2
yjjX	511145.b4394	29.2
rnpA	511145.b3704	29.1
ftsN	511145.b3933	29.0
cbpM	511145.b0999	28.9
dapE	511145.b2472	28.9
hycE	511145.b2721	28.7
trmA	511145.b3965	28.7
ttdA	511145.b3061	28.5
lacY	511145.b0343	28.3
fadH	511145.b3081	28.2
ycjX	511145.b1321	28.2
rsmG	511145.b3740	28.1
uup	511145.b0949	28.1
smrB	511145.b2331	28.0
yhjE	511145.b3523	27.9
djlA	511145.b0055	27.9
pfo	511145.b1378	27.8
feoC	511145.b3410	27.8
lplA	511145.b4386	27.8
yjgM	511145.b4256	27.8
prfA	511145.b1211	27.7
mpaA	511145.b1326	27.4
fdoI	511145.b3892	27.4
anmK	511145.b1640	27.3
treC	511145.b4239	27.3
lsrG	511145.b1518	27.3
eutM	511145.b2457	27.2
ydhS	511145.b1668	27.2
tsaB	511145.b1807	27.1
fliL	511145.b1944	27.1
queD	511145.b2765	27.1
lptF	511145.b4261	27.0
murQ	511145.b2428	27.0
nnr	511145.b4167	27.0
ppx	511145.b2502	27.0
ycjF	511145.b1322	26.9
dnaA	511145.b3702	26.9
lysA	511145.b2838	26.8
yjbG	511145.b4028	26.7
cpsG	511145.b2048	26.5
dsbB	511145.b1185	26.5
dicA	511145.b1570	26.5
glcC	511145.b2980	26.5
panM	511145.b3459	26.4
dadX	511145.b1190	26.3
serB	511145.b4388	26.3
ynaI	511145.b1330	26.3
lsrK	511145.b1511	26.3
idnT	511145.b4265	26.2
ybiV	511145.b0822	26.1
fepC	511145.b0588	26.1
yfeY	511145.b2432	26.0
exuR	511145.b3094	25.9
tdcD	511145.b3115	25.9
rlmL	511145.b0948	25.8
prlF	511145.b3129	25.8
edd	511145.b1851	25.6
lptG	511145.b4262	25.5
citT	511145.b0612	25.3
pldA	511145.b3821	25.3
fes	511145.b0585	25.3
nlpI	511145.b3163	25.1
adiA	511145.b4117	25.1
ubiJ	511145.b3834	25.1
cydC	511145.b0886	25.1
srlQ	511145.b2708	25.0
dgkA	511145.b4042	25.0
pcm	511145.b2743	25.0
wecE	511145.b3791	24.9
hycG	511145.b2719	24.9
yhjG	511145.b3524	24.8
rlmM	511145.b2806	24.8
folB	511145.b3058	24.7
uraA	511145.b2497	24.6
ycfH	511145.b1100	24.6
coaA	511145.b3974	24.6
proV	511145.b2677	24.5
speF	511145.b0693	24.5
dmsA	511145.b0894	24.5
fhuE	511145.b1102	24.4
apaH	511145.b0049	24.3
plsC	511145.b3018	24.3
rlmJ	511145.b3499	24.1
yggT	511145.b2952	24.1
ung	511145.b2580	24.0
frwB	511145.b3950	24.0
trmD	511145.b2607	24.0
tusD	511145.b3345	24.0
hycI	511145.b2717	23.8
ulaC	511145.b4195	23.7
hiuH	511145.b1970	23.6
pdhR	511145.b0113	23.5
epd	511145.b2927	23.4
ypjF	511145.b2646	23.3
dinJ	511145.b0226	23.2
cysC	511145.b2750	23.2
ogt	511145.b1335	23.2
pqiB	511145.b0951	23.1
elaA	511145.b2267	23.1
lipB	511145.b0630	23.1
metI	511145.b0198	23.0
yfbR	511145.b2291	23.0
bsmA	511145.b4189	23.0
ldcA	511145.b1192	22.7
wecG	511145.b3794	22.6
yecM	511145.b1875	22.6
mraY	511145.b0087	22.6
yqjK	511145.b3100	22.6
fucR	511145.b2805	22.5
nuoN	511145.b2276	22.4
hemC	511145.b3805	22.4
csgG	511145.b1037	22.4
yefM	511145.b2017	22.4
ubiI	511145.b2906	22.3
hypE	511145.b2730	22.3
yedY	511145.b1971	22.3
mdtK	511145.b1663	22.2
yacG	511145.b0101	22.1
slmA	511145.b3641	22.1
glnL	511145.b3869	22.0
rspB	511145.b1580	21.9
kbaZ	511145.b3132	21.9
tsaD	511145.b3064	21.9
rcsD	511145.b2216	21.8
ybgC	511145.b0736	21.8
tatE	511145.b0627	21.7
potG	511145.b0855	21.7
yfhL	511145.b2562	21.6
dsdA	511145.b2366	21.6
sbp	511145.b3917	21.4
ybdH	511145.b0599	21.3
nuoH	511145.b2282	21.0
glpE	511145.b3425	21.0
yheS	511145.b3352	21.0
yciA	511145.b1253	21.0
yicH	511145.b3655	21.0
spoT	511145.b3650	20.9
glpX	511145.b3925	20.9
umpG	511145.b2744	20.8
rimJ	511145.b1066	20.8
gadE	511145.b3512	20.7
modC	511145.b0765	20.7
glnD	511145.b0167	20.7
gfcE	511145.b0983	20.6
yiaJ	511145.b3574	20.6
lacA	511145.b0342	20.6
modF	511145.b0760	20.5
phoB	511145.b0399	20.5
ydaN	511145.b1342	20.4
ruvB	511145.b1860	20.4
ybhG	511145.b0795	20.4
putP	511145.b1015	20.3
mmuM	511145.b0261	20.2
frdD	511145.b4151	20.2
hslJ	511145.b1379	20.2
gcvA	511145.b2808	20.2
relE	511145.b1563	20.2
lrhA	511145.b2289	20.1
syd	511145.b2793	20.1
proW	511145.b2678	20.1
bioH	511145.b3412	20.0
rlmH	511145.b0636	20.0
