#id: 3740039012
#name: E.coli str. K-12 substr. MG1655 - Whole organism (Integrated)
#score: 23.3
#coverage: 91
#description: integrated dataset: weighted average of all E.coli str. K-12 substr. MG1655 WHOLE_ORGANISM: 23.3; Coverage: 91
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps:0.227;Ecoli_iBAQ_arike_2012:0.136;Escherichia_coli_SC_biomart_17112_E__2reps:0.079;Escherichia_coli_SC_biomart_18119_E__5reps:0.056;PXD014877_Mueller_Nature_2020_Escherichia_coli:0.054;Ecoli_Krug_2013:0.051;PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH:0.05;ecoli1_HCD_CID_PRIDE:0.047;Ecoli_emPAI_arike_2012:0.046;ecoli2_resolutionCombination_PRIDE:0.045;Escherichia_coli_SC_biomart_12189_E__2reps:0.044;WT-lewis-peptide_count:0.04;Ecoli_APEX_arike_2012:0.038;Ecoli_Krug_2013_emPAI:0.029;511145_GPM_201408:0.02;Taniguchi_2010_Table_S6:0.014;Lu_ecoli_2007:0.013;E_coli_Wisniewski_2014_cpc:0.007;Ecoli_strainK12_PRIDE:0.004;
#publication_year: 2026
#filename: 511145-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
uxuR	511145.b4324	2.71
recX	511145.b2698	2.71
ybjE	511145.b0874	2.7
yhiJ	511145.b3488	2.7
betT	511145.b0314	2.7
sdiA	511145.b1916	2.7
ybhK	511145.b0780	2.69
ydhL	511145.b1648	2.68
phnJ	511145.b4098	2.68
paaF	511145.b1393	2.68
flgD	511145.b1075	2.67
potB	511145.b1125	2.67
cpsB	511145.b2049	2.67
mobB	511145.b3856	2.66
yhbP	511145.b3154	2.65
yfcP	511145.b2333	2.65
frvB	511145.b3899	2.64
yfeK	511145.b2419	2.63
ybhD	511145.b0768	2.63
hsdS	511145.b4348	2.63
yjgL	511145.b4253	2.63
alx	511145.b3088	2.61
srlE	511145.b2703	2.61
ydfK	511145.b1544	2.6
nuoM	511145.b2277	2.59
caiB	511145.b0038	2.58
alkA	511145.b2068	2.58
yrbG	511145.b3196	2.58
bcsA	511145.b3533	2.58
torR	511145.b0995	2.57
rlmC	511145.b0859	2.57
narI	511145.b1227	2.57
dinB	511145.b0231	2.57
menA	511145.b3930	2.56
bax	511145.b3570	2.55
yfdX	511145.b2375	2.54
ruvC	511145.b1863	2.54
mdlA	511145.b0448	2.54
php	511145.b3379	2.54
pabA	511145.b3360	2.53
srkA	511145.b3859	2.53
cdaR	511145.b0162	2.52
chbA	511145.b1736	2.52
fdhD	511145.b3895	2.52
ydiF	511145.b1694	2.51
dsbE	511145.b2195	2.51
ytfR	511145.b4485	2.5
yfaQ	511145.b2226	2.5
ybiH	511145.b0796	2.49
plsY	511145.b3059	2.49
idnR	511145.b4264	2.49
rayT	511145.b0228	2.49
artM	511145.b0861	2.49
lpxL	511145.b1054	2.48
yfbV	511145.b2295	2.48
fecB	511145.b4290	2.48
yjjW	511145.b4379	2.47
ykfB	511145.b0250	2.47
yiaW	511145.b3587	2.46
fucK	511145.b2803	2.46
kefB	511145.b3350	2.45
secM	511145.b0097	2.45
ydbH	511145.b1381	2.45
tauA	511145.b0365	2.43
gluQ	511145.b0144	2.43
yhcN	511145.b3238	2.42
yhbU	511145.b3158	2.41
yidF	511145.b3674	2.41
ygaC	511145.b2671	2.41
ybdD	511145.b4512	2.4
fryB	511145.b2387	2.39
htrE	511145.b0139	2.39
cynX	511145.b0341	2.39
yafY	511145.b0251	2.39
paoC	511145.b0284	2.39
yfjS	511145.b2636	2.38
yjfJ	511145.b4182	2.38
ybcK	511145.b0544	2.37
flgA	511145.b1072	2.37
marC	511145.b1529	2.37
puuC	511145.b1300	2.37
yncG	511145.b1454	2.36
ydhI	511145.b1643	2.36
mnmH	511145.b0503	2.36
ymgA	511145.b1165	2.35
phoH	511145.b1020	2.34
hypT	511145.b4327	2.33
nadD	511145.b0639	2.33
fixC	511145.b0043	2.32
kup	511145.b3747	2.32
paaK	511145.b1398	2.31
mtlR	511145.b3601	2.31
scpB	511145.b2919	2.3
uhpB	511145.b3668	2.29
ychE	511145.b1242	2.28
emrE	511145.b0543	2.28
yhaO	511145.b3110	2.25
tehA	511145.b1429	2.25
holA	511145.b0640	2.24
ypdA	511145.b2380	2.24
mtgA	511145.b3208	2.24
ydcZ	511145.b1447	2.24
ascG	511145.b2714	2.24
yeeY	511145.b2015	2.23
hypF	511145.b2712	2.23
ylbF	511145.b0520	2.23
malF	511145.b4033	2.22
ynfM	511145.b1596	2.21
yedV	511145.b1968	2.21
trmN	511145.b2575	2.21
yeeO	511145.b1985	2.2
ydiQ	511145.b1697	2.2
yjjP	511145.b4364	2.2
ykgE	511145.b0306	2.19
sapD	511145.b1291	2.19
treF	511145.b3519	2.19
ybjT	511145.b0869	2.18
csgE	511145.b1039	2.18
yfgG	511145.b2504	2.18
yicS	511145.b4555	2.17
ybjL	511145.b0847	2.16
ygiQ	511145.b4469	2.15
galR	511145.b2837	2.15
yiaA	511145.b3562	2.14
ynfF	511145.b1588	2.13
ebgR	511145.b3075	2.12
acrF	511145.b3266	2.12
ychA	511145.b1214	2.12
yjiM	511145.b4335	2.12
paaC	511145.b1390	2.11
wza	511145.b2062	2.11
gntT	511145.b3415	2.11
ycaQ	511145.b0916	2.11
rtcB	511145.b3421	2.09
cysW	511145.b2423	2.09
yqfA	511145.b2899	2.09
yeeE	511145.b2013	2.08
ydfI	511145.b1542	2.07
epmB	511145.b4146	2.07
clcA	511145.b0155	2.07
recN	511145.b2616	2.07
yqeH	511145.b2846	2.06
dinF	511145.b4044	2.06
creD	511145.b4400	2.06
thiQ	511145.b0066	2.05
acpT	511145.b3475	2.05
bluF	511145.b1163	2.05
astB	511145.b1745	2.05
recE	511145.b1350	2.05
yahF	511145.b0320	2.05
ydhJ	511145.b1644	2.04
dsbD	511145.b4136	2.04
yecN	511145.b1869	2.04
phnP	511145.b4092	2.04
ynfH	511145.b1590	2.03
yphA	511145.b2543	2.03
flhB	511145.b1880	2.03
yjaB	511145.b4012	2.03
envZ	511145.b3404	2.03
frvA	511145.b3900	2.03
chaA	511145.b1216	2.03
higB	511145.b3083	2.03
sapB	511145.b1293	2.02
mhpC	511145.b0349	2.02
afuC	511145.b0262	2.02
yjfN	511145.b4188	2.02
rrrQ	511145.b1554	2.01
menE	511145.b2260	2.0
lldR	511145.b3604	2.0
murR	511145.b2427	2.0
ybiY	511145.b0824	1.99
hybB	511145.b2995	1.99
ydiL	511145.b1689	1.98
dusB	511145.b3260	1.98
intE	511145.b1140	1.97
fecR	511145.b4292	1.97
ynfE	511145.b1587	1.97
yadI	511145.b0129	1.97
waaB	511145.b3628	1.96
allD	511145.b0517	1.96
glcA	511145.b2975	1.96
nfrB	511145.b0569	1.95
truC	511145.b2791	1.95
yeaE	511145.b1781	1.95
yheT	511145.b3353	1.94
dtpB	511145.b3496	1.92
kefC	511145.b0047	1.92
acpH	511145.b0404	1.92
ycjU	511145.b1317	1.91
glxK	511145.b0514	1.9
ygcG	511145.b2778	1.9
xylB	511145.b3564	1.9
ftsW	511145.b0089	1.89
apbE	511145.b2214	1.88
phr	511145.b0708	1.88
yfcR	511145.b2335	1.88
lldP	511145.b3603	1.88
aat	511145.b0885	1.88
nlpC	511145.b1708	1.87
ypdC	511145.b2382	1.87
mutY	511145.b2961	1.87
nikD	511145.b3479	1.86
yffR	511145.b2449	1.86
glcE	511145.b4468	1.86
ccmF	511145.b2196	1.86
yihU	511145.b3882	1.86
quuQ	511145.b1559	1.86
mdfA	511145.b0842	1.85
yojI	511145.b2211	1.85
ybcL	511145.b0545	1.84
hofC	511145.b0106	1.84
gspA	511145.b3323	1.84
fadK	511145.b1701	1.83
yihG	511145.b3862	1.82
yafE	511145.b0210	1.79
xerD	511145.b2894	1.79
folM	511145.b1606	1.79
torS	511145.b0993	1.78
yegW	511145.b2101	1.78
yhdJ	511145.b3262	1.75
rcdA	511145.b0846	1.75
yegI	511145.b2070	1.74
ynjA	511145.b1753	1.73
yehI	511145.b2118	1.73
menH	511145.b2263	1.71
croE	511145.b1146	1.7
yqiH	511145.b3047	1.7
fhlA	511145.b2731	1.69
hyaF	511145.b0977	1.69
yfeR	511145.b2409	1.68
inaA	511145.b2237	1.67
phnG	511145.b4101	1.67
tadA	511145.b2559	1.66
yhaV	511145.b3130	1.66
ybhF	511145.b0794	1.66
ccmE	511145.b2197	1.65
hokA	511145.b4455	1.65
fecE	511145.b4287	1.65
yccE	511145.b1001	1.65
yaaU	511145.b0045	1.64
yijO	511145.b3954	1.64
ydiK	511145.b1688	1.63
nfrA	511145.b0568	1.62
astA	511145.b1747	1.62
yihL	511145.b3872	1.62
hscC	511145.b0650	1.61
casC	511145.b2758	1.6
yigG	511145.b3818	1.6
fliP	511145.b1948	1.6
yagL	511145.b0278	1.59
rimK	511145.b0852	1.59
dbpA	511145.b1343	1.59
mngB	511145.b0732	1.58
yegE	511145.b2067	1.58
narX	511145.b1222	1.58
ygjP	511145.b3085	1.57
yiaT	511145.b3584	1.57
nemR	511145.b1649	1.57
fimD	511145.b4317	1.57
ecpB	511145.b0292	1.57
ypdF	511145.b2385	1.56
gspJ	511145.b3331	1.54
rtcR	511145.b3422	1.54
feaR	511145.b1384	1.54
ynfL	511145.b1595	1.53
ybaP	511145.b0482	1.53
insH1-6	511145.b1994	1.52
exoX	511145.b1844	1.52
dicB	511145.b1575	1.52
yjhG	511145.b4297	1.52
ycaP	511145.b0906	1.51
frwC	511145.b3949	1.51
ykgH	511145.b0310	1.5
nei	511145.b0714	1.5
hyaE	511145.b0976	1.5
iap	511145.b2753	1.49
priB	511145.b4201	1.49
mocA	511145.b2877	1.49
yehW	511145.b2128	1.48
fecI	511145.b4293	1.48
yiaK	511145.b3575	1.47
nudG	511145.b1759	1.46
narJ	511145.b1226	1.45
stfR	511145.b1372	1.45
yagG	511145.b0270	1.45
uidB	511145.b1616	1.44
flhE	511145.b1878	1.43
mdlB	511145.b0449	1.43
yfiP	511145.b2583	1.43
iroK	511145.b4706	1.43
recB	511145.b2820	1.42
lhr	511145.b1653	1.41
ddpB	511145.b1486	1.41
fucA	511145.b2800	1.4
rstB	511145.b1609	1.4
btuF	511145.b0158	1.4
arsR	511145.b3501	1.39
ymfD	511145.b1137	1.38
rutD	511145.b1009	1.38
entS	511145.b0591	1.38
ilvY	511145.b3773	1.38
ygbT	511145.b2755	1.37
murP	511145.b2429	1.36
lpxK	511145.b0915	1.36
yoaD	511145.b1815	1.35
ygiD	511145.b3039	1.35
yhaK	511145.b3106	1.35
adeD	511145.b3665	1.35
yafT	511145.b0217	1.34
insL1	511145.b0016	1.33
insL1-2	511145.b0582	1.33
yffL	511145.b2443	1.33
psiE	511145.b4030	1.33
insI1	511145.b0256	1.33
insI1-2	511145.b1404	1.33
insI1-3	511145.b4284	1.33
nanT	511145.b3224	1.33
yagH	511145.b0271	1.33
yfjQ	511145.b2633	1.33
potI	511145.b0857	1.32
dgcZ	511145.b1535	1.32
yciQ	511145.b1268	1.32
ydhB	511145.b1659	1.31
xisE	511145.b1141	1.31
dusC	511145.b2140	1.3
yaiZ	511145.b0380	1.3
creC	511145.b4399	1.29
sgbH	511145.b3581	1.29
caiC	511145.b0037	1.29
asr	511145.b1597	1.29
yfcI	511145.b2305	1.29
nudI	511145.b2251	1.28
alsK	511145.b4084	1.28
yhfK	511145.b3358	1.28
baeS	511145.b2078	1.27
flk	511145.b2321	1.27
yahA	511145.b0315	1.27
yeaR	511145.b1797	1.27
eutA	511145.b2451	1.26
yahG	511145.b0321	1.25
kbaY	511145.b3137	1.25
yieK	511145.b3718	1.25
ybbP	511145.b0496	1.24
acrR	511145.b0464	1.24
arpA	511145.b4017	1.24
yehU	511145.b2126	1.24
garK	511145.b3124	1.23
melB	511145.b4120	1.23
elfD	511145.b0939	1.22
ecnA	511145.b4410	1.22
yedZ	511145.b1972	1.22
uidC	511145.b1615	1.22
ddpD	511145.b1484	1.22
evgS	511145.b2370	1.22
yggR	511145.b2950	1.22
ydaV	511145.b1360	1.21
yqgC	511145.b2940	1.21
gcl	511145.b0507	1.21
wcaC	511145.b2057	1.21
yejE	511145.b2179	1.21
xylG	511145.b3567	1.21
opgE	511145.b0815	1.21
csiE	511145.b2535	1.2
yqhH	511145.b3014	1.2
ydjI	511145.b1773	1.2
fimE	511145.b4313	1.2
galS	511145.b2151	1.2
ydcN	511145.b1434	1.19
yhhS	511145.b3473	1.18
ybaZ	511145.b0454	1.18
hypA	511145.b2726	1.18
yjhH	511145.b4298	1.18
paaZ	511145.b1387	1.17
ymfE	511145.b1138	1.17
astE	511145.b1744	1.17
yfjL	511145.b2628	1.17
ygfT	511145.b2887	1.17
flgB	511145.b1073	1.16
srlM	511145.b2706	1.16
yfeH	511145.b2410	1.16
alsE	511145.b4085	1.15
yobB	511145.b1843	1.15
yhjC	511145.b3521	1.15
gabP	511145.b2663	1.15
yafN	511145.b0232	1.15
cysU	511145.b2424	1.14
sfmZ	511145.b0535	1.14
puuE	511145.b1302	1.14
wcaK	511145.b2045	1.14
agaS	511145.b3136	1.14
kdpB	511145.b0697	1.13
betI	511145.b0313	1.13
hokE	511145.b4415	1.13
gmr	511145.b1285	1.12
mqsR	511145.b3022	1.12
intS	511145.b2349	1.12
csgB	511145.b1041	1.12
abgR	511145.b1339	1.12
ynjC	511145.b1755	1.12
ydeP	511145.b1501	1.11
yncD	511145.b1451	1.11
yhgE	511145.b3402	1.1
betA	511145.b0311	1.1
yddA	511145.b1496	1.1
ydcU	511145.b1442	1.1
yhhZ	511145.b3442	1.09
ccmA	511145.b2201	1.09
yehP	511145.b2121	1.09
nudB	511145.b1865	1.09
ygiV	511145.b3023	1.09
feaB	511145.b1385	1.08
ecpR	511145.b0294	1.08
yliF	511145.b0834	1.08
wzxB	511145.b2037	1.07
cspF	511145.b1558	1.07
ldtC	511145.b1113	1.06
rseC	511145.b2570	1.06
waaZ	511145.b3624	1.06
lgoD	511145.b4358	1.05
ynfC	511145.b1585	1.05
hofB	511145.b0107	1.05
yidJ	511145.b3678	1.05
lit	511145.b1139	1.05
plaP	511145.b2014	1.04
priA	511145.b3935	1.04
yehC	511145.b2110	1.04
mhpD	511145.b0350	1.04
ydhK	511145.b1645	1.03
flc	511145.b0624	1.03
oxc	511145.b2373	1.03
zraS	511145.b4003	1.03
nanC	511145.b4311	1.02
fliJ	511145.b1942	1.02
lspA	511145.b0027	1.01
mdtB	511145.b2075	1.01
ydiO	511145.b1695	1.01
yiiE	511145.b3889	1.01
paaE	511145.b1392	1.01
mscM	511145.b4159	1.01
ygjQ	511145.b3086	1.0
thiH	511145.b3990	1.0
zapC	511145.b0946	0.999
yieE	511145.b3712	0.994
yejH	511145.b2184	0.993
cyoE	511145.b0428	0.991
iraD	511145.b4326	0.99
vsr	511145.b1960	0.989
narV	511145.b1465	0.982
polB	511145.b0060	0.982
norW	511145.b2711	0.981
torA	511145.b0997	0.977
rlmD	511145.b2785	0.974
yfgI	511145.b2506	0.973
arfB	511145.b0191	0.971
setA	511145.b0070	0.97
ghoS	511145.b4128	0.969
yneJ	511145.b1526	0.968
yfeA	511145.b2395	0.965
ydcC	511145.b1460	0.965
yhhI	511145.b3484	0.965
essD	511145.b0554	0.962
malZ	511145.b0403	0.955
rsxB	511145.b1628	0.952
yrbL	511145.b3207	0.95
tauB	511145.b0366	0.948
bcsE	511145.b3536	0.948
yhbT	511145.b3157	0.943
aaeB	511145.b3240	0.942
yfgF	511145.b2503	0.937
ygcU	511145.b4463	0.936
sslE	511145.b4466	0.933
yfiR	511145.b2603	0.93
moaA	511145.b0781	0.93
ydhC	511145.b1660	0.927
chpB	511145.b4225	0.923
ycjS	511145.b1315	0.921
rnlB	511145.b2631	0.92
gsiD	511145.b0832	0.917
yihT	511145.b3881	0.917
zitB	511145.b0752	0.916
cmtA	511145.b2933	0.916
yebS	511145.b1833	0.916
araD	511145.b0061	0.913
cobC	511145.b0638	0.912
scpC	511145.b2920	0.91
bglF	511145.b3722	0.908
chbF	511145.b1734	0.907
puuA	511145.b1297	0.907
kilR	511145.b1352	0.9
mcrB	511145.b4346	0.898
intF	511145.b0281	0.898
ydiY	511145.b1722	0.89
malG	511145.b4032	0.889
pqiA	511145.b0950	0.889
yghR	511145.b2984	0.886
phnM	511145.b4095	0.886
cadC	511145.b4133	0.885
djlB	511145.b0646	0.883
yigF	511145.b3817	0.881
modB	511145.b0764	0.864
ybfP	511145.b0689	0.864
ddpC	511145.b1485	0.864
appY	511145.b0564	0.863
yhhJ	511145.b3485	0.854
ytfH	511145.b4212	0.851
mltF	511145.b2558	0.851
yrdD	511145.b3283	0.845
paoD	511145.b0283	0.844
mhpA	511145.b0347	0.843
yieH	511145.b3715	0.841
yraN	511145.b3148	0.832
zraR	511145.b4004	0.829
rsxE	511145.b1632	0.823
yfeW	511145.b2430	0.822
norR	511145.b2709	0.822
waaO	511145.b3627	0.821
mltD	511145.b0211	0.821
ybhN	511145.b0788	0.819
paaG	511145.b1394	0.818
nanS	511145.b4309	0.815
mdtO	511145.b4081	0.815
hisM	511145.b2307	0.814
yoaH	511145.b1811	0.814
paoA	511145.b0286	0.814
yraJ	511145.b3144	0.812
fdnI	511145.b1476	0.812
nhaR	511145.b0020	0.811
yjjJ	511145.b4385	0.81
yfbM	511145.b2272	0.809
yahI	511145.b0323	0.806
yhaI	511145.b3104	0.804
yaiP	511145.b0363	0.798
rhtA	511145.b0813	0.795
yahL	511145.b0326	0.794
ygdQ	511145.b2832	0.792
queG	511145.b4166	0.789
sgcE	511145.b4301	0.788
proY	511145.b0402	0.787
elfC	511145.b0940	0.782
cbtA	511145.b2005	0.78
intZ	511145.b2442	0.78
bcsB	511145.b3532	0.772
recO	511145.b2565	0.772
tmcA	511145.b2474	0.766
ligB	511145.b3647	0.765
nupX	511145.b2161	0.765
yjiG	511145.b4329	0.764
xdhC	511145.b2868	0.763
chbG	511145.b1733	0.762
fepG	511145.b0589	0.756
ypfG	511145.b2466	0.755
ygfS	511145.b2886	0.754
ybeQ	511145.b0644	0.751
sbmA	511145.b0377	0.751
eutD	511145.b2458	0.748
yehL	511145.b2119	0.743
lpxP	511145.b2378	0.736
ascF	511145.b2715	0.735
fimH	511145.b4320	0.735
yfdV	511145.b2372	0.73
rhmD	511145.b2247	0.724
yfeD	511145.b2399	0.72
ydgC	511145.b1607	0.714
tauD	511145.b0368	0.71
yhdZ	511145.b3271	0.709
ycjN	511145.b1310	0.708
wecA	511145.b3784	0.708
yejA	511145.b2177	0.706
yoaA	511145.b1808	0.705
gadX	511145.b3516	0.704
allS	511145.b0504	0.7
phnL	511145.b4096	0.7
ydiB	511145.b1692	0.69
cynR	511145.b0338	0.689
kptA	511145.b4331	0.688
rhsC	511145.b0700	0.687
malS	511145.b3571	0.685
uhpT	511145.b3666	0.685
ydeM	511145.b1497	0.684
narW	511145.b1466	0.684
hycC	511145.b2723	0.683
yegT	511145.b2098	0.682
cbrA	511145.b3690	0.682
rsxD	511145.b1630	0.679
yidG	511145.b3675	0.673
atoB	511145.b2224	0.673
ydbD	511145.b1407	0.667
wcaM	511145.b2043	0.667
ycbU	511145.b0942	0.666
yhjV	511145.b3539	0.665
yhiD	511145.b3508	0.663
ymfQ	511145.b1153	0.661
prmC	511145.b1212	0.661
frc	511145.b2374	0.655
ddpF	511145.b1483	0.653
ascB	511145.b2716	0.651
insC1	511145.b0360	0.649
insC1-2	511145.b1403	0.649
insC1-3	511145.b1997	0.649
insC1-4	511145.b2861	0.649
insC1-5	511145.b3044	0.649
insC1-6	511145.b4272	0.649
cbl	511145.b1987	0.647
yfiN	511145.b2604	0.645
yhcC	511145.b3211	0.64
ydiP	511145.b1696	0.639
yecH	511145.b1906	0.631
ybcM	511145.b0546	0.629
eptA	511145.b4114	0.623
yggI	511145.b2944	0.621
yiaG	511145.b3555	0.613
ybgD	511145.b0719	0.609
ompG	511145.b1319	0.609
dgoT	511145.b3691	0.608
yggC	511145.b2928	0.608
yfbK	511145.b2270	0.606
ypjA	511145.b2647	0.6
rclB	511145.b0303	0.599
ybhJ	511145.b0771	0.599
flgI	511145.b1080	0.597
yccT	511145.b0964	0.595
rclC	511145.b0301	0.593
yedA	511145.b1959	0.59
pflD	511145.b3951	0.59
insH1-11	511145.b3505	0.59
yqeC	511145.b2876	0.59
insH1	511145.b0259	0.589
insH1-2	511145.b0552	0.589
insH1-3	511145.b0656	0.589
insH1-4	511145.b1331	0.589
insH1-7	511145.b2030	0.589
insH1-8	511145.b2192	0.589
insH1-9	511145.b2982	0.589
insH1-10	511145.b3218	0.589
bcsZ	511145.b3531	0.588
ybaE	511145.b0445	0.587
ygbM	511145.b2739	0.587
yhfZ	511145.b3383	0.587
yicR	511145.b3638	0.587
nikC	511145.b3478	0.58
yiaL	511145.b3576	0.579
pgaC	511145.b1022	0.579
wzxE	511145.b3792	0.577
yraQ	511145.b3151	0.571
cynS	511145.b0340	0.568
yadE	511145.b0130	0.566
abgA	511145.b1338	0.564
bioC	511145.b0777	0.561
mdtP	511145.b4080	0.555
casA	511145.b2760	0.554
dosP	511145.b1489	0.551
yhaH	511145.b3103	0.551
ybjJ	511145.b0845	0.551
yhaM	511145.b4470	0.55
dmsC	511145.b0896	0.543
ssuB	511145.b0933	0.542
citX	511145.b0614	0.541
ycgY	511145.b1196	0.538
ynbC	511145.b1410	0.538
ygjV	511145.b3090	0.537
gtrA	511145.b2350	0.535
yihQ	511145.b3878	0.532
xanQ	511145.b2882	0.529
cspH	511145.b0989	0.528
mepH	511145.b1655	0.526
sbcD	511145.b0398	0.521
yliI	511145.b0837	0.516
dinD	511145.b3645	0.515
mazE	511145.b2783	0.511
rhaS	511145.b3905	0.509
ycgN	511145.b1181	0.507
citC	511145.b0618	0.504
rhsD	511145.b0497	0.504
rhsB	511145.b3482	0.503
nirC	511145.b3367	0.502
ydfD	511145.b1576	0.5
yahE	511145.b0319	0.5
kdgT	511145.b3909	0.498
ydfC	511145.b1573	0.498
frwD	511145.b3953	0.493
fimG	511145.b4319	0.49
ygbK	511145.b2737	0.489
yphD	511145.b2546	0.486
yphE	511145.b2547	0.483
essQ	511145.b1556	0.481
gudX	511145.b2788	0.48
yjhI	511145.b4299	0.478
phnF	511145.b4102	0.473
dctR	511145.b3507	0.471
rhtC	511145.b3823	0.469
rhmR	511145.b2248	0.467
pagP	511145.b0622	0.467
yehD	511145.b2111	0.467
melR	511145.b4118	0.465
insE1-5	511145.b2088	0.463
argO	511145.b2923	0.462
abgB	511145.b1337	0.462
xylR	511145.b3569	0.462
ydjZ	511145.b1752	0.46
ybiO	511145.b0808	0.46
ybdN	511145.b0602	0.458
ygbL	511145.b2738	0.456
sulA	511145.b0958	0.454
fucP	511145.b2801	0.453
wcaF	511145.b2054	0.453
mdtN	511145.b4082	0.453
insE1	511145.b0298	0.453
insE1-2	511145.b0373	0.453
insE1-3	511145.b0540	0.453
insE1-4	511145.b1027	0.453
ynaK	511145.b1365	0.453
ygbN	511145.b2740	0.45
insH1-5	511145.b1370	0.447
lsrC	511145.b1514	0.446
yeiB	511145.b2152	0.445
yafZ	511145.b0252	0.445
yfdS	511145.b2362	0.44
tauC	511145.b0367	0.436
ddpX	511145.b1488	0.434
ybhS	511145.b0793	0.434
yddW	511145.b1491	0.433
ampG	511145.b0433	0.431
yicG	511145.b3646	0.429
abgT	511145.b1336	0.428
ycjQ	511145.b1313	0.427
rtcA	511145.b4475	0.427
ydcR	511145.b1439	0.424
yecE	511145.b1868	0.424
ninE	511145.b0548	0.424
ygcW	511145.b2774	0.418
ytfF	511145.b4210	0.417
lgoR	511145.b4357	0.416
ylaB	511145.b0457	0.414
mdtL	511145.b3710	0.413
yfiL	511145.b2602	0.413
yjcC	511145.b4061	0.405
yphF	511145.b2548	0.401
caiF	511145.b0034	0.401
yfdN	511145.b2357	0.397
yfdR	511145.b2361	0.396
yiaV	511145.b3586	0.396
yijE	511145.b3943	0.395
ygcP	511145.b2768	0.395
yjiR	511145.b4340	0.394
yphG	511145.b2549	0.393
casB	511145.b2759	0.389
norV	511145.b2710	0.389
ycjT	511145.b1316	0.388
yeeR	511145.b2001	0.388
gspM	511145.b3334	0.382
dsdC	511145.b2364	0.381
yaiV	511145.b0375	0.38
ycdT	511145.b1025	0.377
fhuD	511145.b0152	0.376
yadL	511145.b0137	0.375
uhpC	511145.b3667	0.374
ymfJ	511145.b1144	0.371
entD	511145.b0583	0.371
agaB	511145.b3138	0.365
yfiB	511145.b2605	0.364
dgoD	511145.b4478	0.361
wcaI	511145.b2050	0.361
dinG	511145.b0799	0.359
torY	511145.b1873	0.357
mdtC	511145.b2076	0.356
yqeG	511145.b2845	0.353
wcaD	511145.b2056	0.35
xanP	511145.b3654	0.348
rhsA	511145.b3593	0.347
ygcQ	511145.b2769	0.345
yqhG	511145.b3013	0.345
yaaJ	511145.b0007	0.345
ycfZ	511145.b1121	0.344
yjhP	511145.b4306	0.343
wecD	511145.b3790	0.341
yjbT	511145.b4620	0.34
rrrD	511145.b0555	0.339
yiaU	511145.b3585	0.339
wzc	511145.b2060	0.338
wcaL	511145.b2044	0.338
ybdO	511145.b0603	0.337
rhaD	511145.b3902	0.336
dcuD	511145.b3227	0.336
livH	511145.b3457	0.334
ybbC	511145.b0498	0.334
xylE	511145.b4031	0.332
srlA	511145.b2702	0.33
araE	511145.b2841	0.327
yhhH	511145.b3483	0.324
ecpA	511145.b0293	0.322
gspF	511145.b3327	0.321
safA	511145.b1500	0.321
ylcG	511145.b4509	0.32
ydhT	511145.b1669	0.317
dacD	511145.b2010	0.317
dgoA	511145.b4477	0.316
hyfR	511145.b2491	0.314
yghG	511145.b2971	0.312
ybaT	511145.b0486	0.311
yihF	511145.b3861	0.309
cynT	511145.b0339	0.303
alsC	511145.b4086	0.303
yhbV	511145.b3159	0.302
elaD	511145.b2269	0.302
setC	511145.b3659	0.298
yjiL	511145.b4334	0.296
sfmC	511145.b0531	0.295
ygbJ	511145.b2736	0.294
yjiX	511145.b4353	0.293
bglG	511145.b3723	0.292
gltF	511145.b3214	0.285
yqgA	511145.b2966	0.283
recT	511145.b1349	0.279
yhdX	511145.b3269	0.279
ychQ	511145.b1213	0.278
yfjJ	511145.b2626	0.276
flhC	511145.b1891	0.275
ydcK	511145.b1428	0.275
yagA	511145.b0267	0.274
xapR	511145.b2405	0.274
atoE	511145.b2223	0.274
yfjK	511145.b2627	0.273
yihY	511145.b3886	0.27
ccmB	511145.b2200	0.269
pheP	511145.b0576	0.267
bacA	511145.b3057	0.267
potH	511145.b0856	0.26
ydfB	511145.b1572	0.26
ydjH	511145.b1772	0.259
wcaA	511145.b2059	0.259
ydaS	511145.b1357	0.259
intA	511145.b2622	0.258
yfbL	511145.b2271	0.258
tfaQ	511145.b1546	0.257
dgoK	511145.b3693	0.256
panF	511145.b3258	0.255
yehM	511145.b2120	0.254
yafS	511145.b0213	0.253
acrS	511145.b3264	0.253
yqiI	511145.b3048	0.244
smf	511145.b4473	0.24
hcaD	511145.b2542	0.239
yjbL	511145.b4047	0.238
mcbA	511145.b0806	0.237
yddM	511145.b1477	0.236
ynfN	511145.b1551	0.236
yjaA	511145.b4011	0.234
ssuE	511145.b0937	0.233
yeeA	511145.b2008	0.233
rclR	511145.b0305	0.231
dhaR	511145.b1201	0.229
waaL	511145.b3622	0.228
ompL	511145.b3875	0.225
tfaR	511145.b1373	0.224
ybhH	511145.b0769	0.223
hofM	511145.b3395	0.222
pspG	511145.b4050	0.22
ybaM	511145.b0466	0.22
atoS	511145.b2219	0.22
aslB	511145.b3800	0.219
yejB	511145.b2178	0.219
ycjP	511145.b1312	0.218
araH	511145.b4460	0.218
