t,growth,D1,D2,event,event_S,event_B,theta_deg
0.007,0.8404097364,2.486664801,5.373510433e-10,0,0,0,0
0.006833333333,0.8395930688,2.486664801,1.876803799e-10,0,0,0,0
0.006666666667,0.8387764012,2.486664801,5.778502012e-10,0,0,0,0
0.0065,0.8379597336,2.486664802,1.057005571e-09,0,0,0,0
0.006333333333,0.8371430661,2.486664801,4.699684241e-10,0,0,0,1.20741827e-06
0.006166666667,0.8363263985,2.486664801,6.567017931e-10,0,0,0,0
0.006,0.8355097309,2.486664802,1.253977678e-09,0,0,0,0
0.005833333333,0.8346930633,2.486664801,1.030929844e-09,0,0,0,1.20741827e-06
0.005666666667,0.8338763958,2.486664802,8.533884106e-10,0,0,0,0
0.0055,0.8330597282,2.486664801,5.533706309e-10,0,0,0,0
0.005333333333,0.8322430606,2.486664801,4.551457086e-11,0,0,0,0
0.005166666667,0.831426393,2.646595533,0.2627077516,1,1,0,9.492717091
0.005,0.8306097255,2.841653017,0.6007062241,1,1,0,18.88190297
0.004833333333,0.8297930579,2.628973603,0.4107282037,1,1,0,11.85498181
0.004666666667,0.8289763903,2.628973603,5.016257424e-10,0,0,0,0
0.0045,0.8281597227,2.628973603,3.067372404e-10,0,0,0,0
0.004333333333,0.8273430552,2.628973603,4.26389304e-10,0,0,0,0
0.004166666667,0.8265263876,2.628973603,2.216058027e-10,0,0,0,0
0.004,0.82570972,2.628973603,3.746789022e-10,0,0,0,0
0.003833333333,0.8248930524,2.628973603,5.884999186e-10,0,0,0,0
0.003666666667,0.8240763848,2.628973603,1.598970897e-10,0,0,0,0
0.0035,0.8232597173,2.628973603,3.391117878e-10,0,0,0,0
0.003333333333,0.8224430497,2.628973603,7.568535911e-10,0,0,0,0
0.003166666667,0.8216263821,2.628973603,8.326693617e-10,0,0,0,0
0.003,0.8208097145,2.628645183,0.08968547282,0,0,0,2.000974815
0.002833333333,0.8199906967,3.153630274,1.246689541,0,0,0,28.32055662
0.002666666667,0.8191390086,3.153630274,6.272706412e-10,0,0,0,0
0.0025,0.8182873205,3.153630274,8.556773906e-10,0,0,0,0
0.002333333333,0.8174356324,3.153630274,6.820660047e-10,0,0,0,0
0.002166666667,0.8165839443,3.153630274,1.02145129e-09,0,0,0,0
0.002,0.8157322562,3.153630274,2.142272041e-10,0,0,0,0
0.001833333333,0.8148805681,3.153630274,1.204080134e-10,0,0,0,0
0.001666666667,0.81402888,3.153630274,3.617776943e-10,0,0,0,0
0.0015,0.8131771919,3.153599922,3.861953914e-05,1,1,0,0.0008066001389
0.001333333333,0.8123255039,3.153632856,4.173137519e-05,1,1,0,0.000809567422
0.001166666667,0.8114738158,3.153630275,3.917641028e-06,0,0,0,8.894010497e-05
0.001,0.8106221277,3.153630275,3.676059868e-11,0,0,0,0
0.0008333333333,0.8097704396,3.150586845,0.03226073709,1,1,0,0.8503750611
0.0006666666667,0.8089074582,3.21017922,1.348769807,1,1,0,36.97253746
0.0005,0.807572323,3.210179184,3.614934183e-08,0,0,0,2.258872744e-06
0.0003333333333,0.8062371877,3.210179184,3.80892389e-11,0,0,0,0
0.0001666666667,0.8049020525,3.210179184,4.314560755e-11,1,1,1,0
0,0.8035669173,nan,nan,0,0,0,nan
