g1,g2,n1,n2,kappa_i,kappa_j,kappa_ij,eps_add,rho,eps_growth,growth_i,growth_j,growth_ij,J_support,J_dR,SL,panel,kappaV_i,kappaV_j,kappaV_ij,eps_masked,n_dis_ij,shared_subsystems
b2926,b0726,pgk,sucA,3084.5992339759005,205.2302357589819,4464.474262816836,1174.6447930819536,1.3570533986299944,0.008498545383391676,0.7594428152438919,0.863370356164474,0.7550957288339838,0.05660377358490566,0.9200913242009132,False,A,3084.5992339759005,0.0,4464.474262816836,1379.8750288409356,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b1779,pgk,gapA,3084.5992339759005,3084.5992339759005,3084.5992339759005,-3084.5992339759005,0.5,0.11607469024300432,0.7594428152438919,0.7594428152438919,0.7594428152438919,1.0,1.0,False,A,3084.5992339759005,3084.5992339759005,3084.5992339759005,-3084.5992339759005,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2429,pgk,murP,3084.5992339759005,0.0,3084.5992339759005,0.0,0.9999999999999997,-9.874124851094734e-10,0.7594428152438919,0.87699721442697,0.7594428152438919,0.0,0.0,False,X,3084.5992339759005,0.0,3084.5992339759005,0.0,3,
b2926,b0861,pgk,artM,3084.5992339759005,0.0,3084.5992339759005,0.0,0.9999999999999997,-9.874124851094734e-10,0.7594428152438919,0.87699721442697,0.7594428152438919,0.0,0.0,False,X,3084.5992339759005,0.0,3084.5992339759005,0.0,1,
b2926,b3734,pgk,atpA,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3735,pgk,atpH,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3736,pgk,atpF,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3737,pgk,atpE,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3731,pgk,atpC,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3732,pgk,atpD,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3733,pgk,atpG,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3738,pgk,atpB,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,1.109498530027134,-0.2501740603403409,0.7594428152438919,0.2849329232733675,0.027338010822500043,0.05263157894736842,0.8699360341151386,False,A,3084.5992339759005,19586.667612014615,25153.73723947938,2482.470393488864,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0696,pgk,kdpC,3084.5992339759005,0.0,3084.59923397584,-6.048139766789973e-11,0.9999999999999801,-9.874128181763808e-10,0.7594428152438919,0.8769972144269703,0.7594428152438919,0.0,0.0,False,X,3084.5992339759005,0.0,3084.59923397584,-6.048139766789973e-11,2,
b2926,b0115,pgk,aceF,3084.5992339759005,569.3957161878707,6178.999122819761,2525.0041726559903,1.691025632792081,-0.0052802468049029105,0.7594428152438919,0.8581964695522434,0.7385313976099697,0.02040816326530612,0.9285714285714286,False,A,3084.5992339759005,0.0,6178.999122819761,3094.399888843861,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0114,pgk,aceE,3084.5992339759005,569.3957161878707,6178.999122819761,2525.0041726559903,1.691025632792081,-0.0052802468049029105,0.7594428152438919,0.8581964695522434,0.7385313976099697,0.02040816326530612,0.9285714285714286,False,A,3084.5992339759005,0.0,6178.999122819761,3094.399888843861,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b3919,pgk,tpiA,3084.5992339759005,871.9980214793411,4198.379151310874,241.781895855632,1.0611085435906495,0.03382419983905638,0.7594428152438919,0.8422625567901132,0.7590277879897622,0.6382978723404256,0.9745370370370371,False,A,3084.5992339759005,0.0,4198.379151310874,1113.779917334973,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2146,pgk,preT,3084.5992339759005,0.0,3084.5992339759005,0.0,0.9999999999999997,-9.874124851094734e-10,0.7594428152438919,0.87699721442697,0.7594428152438919,0.0,0.0,False,X,3084.5992339759005,0.0,3084.5992339759005,0.0,2,
b2926,b0429,pgk,cyoD,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,1.1878184667826874,-0.046533662218882776,0.7594428152438919,0.7776142830847725,0.6325714724942632,0.0,0.9311926605504587,False,A,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0432,pgk,cyoA,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,1.1878184667826874,-0.046533662218882776,0.7594428152438919,0.7776142830847725,0.6325714724942632,0.0,0.9311926605504587,False,A,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0430,pgk,cyoC,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,1.1878184667826874,-0.046533662218882776,0.7594428152438919,0.7776142830847725,0.6325714724942632,0.0,0.9311926605504587,False,A,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0431,pgk,cyoB,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,1.1878184667826874,-0.046533662218882776,0.7594428152438919,0.7776142830847725,0.6325714724942632,0.0,0.9311926605504587,False,A,3084.5992339759005,7798.596633039896,12927.261028454384,2044.0651614385888,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0722,pgk,sdhD,3084.5992339759005,3719.237820017231,8379.090362282248,1575.2533082891164,1.2315242554735508,0.01524245404271174,0.7594428152438919,0.8418157926999568,0.7423447697360392,0.5961538461538461,0.967816091954023,False,A,3084.5992339759005,0.0,8379.090362282248,5294.4911283063475,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0723,pgk,sdhA,3084.5992339759005,3719.237820017231,8379.090362282248,1575.2533082891164,1.2315242554735508,0.01524245404271174,0.7594428152438919,0.8418157926999568,0.7423447697360392,0.5961538461538461,0.967816091954023,False,A,3084.5992339759005,0.0,8379.090362282248,5294.4911283063475,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0721,pgk,sdhC,3084.5992339759005,3719.237820017231,8379.090362282248,1575.2533082891164,1.2315242554735508,0.01524245404271174,0.7594428152438919,0.8418157926999568,0.7423447697360392,0.5961538461538461,0.967816091954023,False,A,3084.5992339759005,0.0,8379.090362282248,5294.4911283063475,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b0724,pgk,sdhB,3084.5992339759005,3719.237820017231,8379.090362282248,1575.2533082891164,1.2315242554735508,0.01524245404271174,0.7594428152438919,0.8418157926999568,0.7423447697360392,0.5961538461538461,0.967816091954023,False,A,3084.5992339759005,0.0,8379.090362282248,5294.4911283063475,2,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2283,pgk,nuoG,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2282,pgk,nuoH,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2281,pgk,nuoI,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2288,pgk,nuoA,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2276,pgk,nuoN,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2277,pgk,nuoM,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2285,pgk,nuoE,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2284,pgk,nuoF,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2278,pgk,nuoL,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2279,pgk,nuoK,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2280,pgk,nuoJ,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2287,pgk,nuoB,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b2926,b2286,pgk,nuoC,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,1.330308083413227,-0.026445756052766112,0.7594428152438919,0.7586431920374903,0.6337603408167614,0.06557377049180328,0.929384965831435,False,A,3084.5992339759005,3294.285861140926,8485.882405198066,2106.99731008124,4,;Alanine and Aspartate Metabolism;Alternate Carbon Metabolism
b3386,b4090,rpe,rpiB,19.178354297608365,0.0,19.178354297608365,0.0,0.9999999999999477,-1.1375971276095243e-09,0.8749534984044419,0.87699721442697,0.8749534984044419,0.0,0.0,False,TGT,0.0,0.0,0.0,0.0,2,
b3386,b2914,rpe,rpiA,19.178354297608365,0.0,19.178354297608365,0.0,0.9999999999999477,-1.1375971276095243e-09,0.8749534984044419,0.87699721442697,0.8749534984044419,0.0,0.0,False,TGT,0.0,0.0,0.0,0.0,1,
b2464,b0008,talA,talB,0.0,0.0,0.0,0.0,0.5,-1.1402538913074522e-09,0.87699721442697,0.87699721442697,0.8769972144269702,0.0,0.0,False,TGT,0.0,0.0,0.0,0.0,1,
b0008,b2464,talB,talA,0.0,0.0,0.0,0.0,0.5,-1.1402538913074522e-09,0.87699721442697,0.87699721442697,0.8769972144269702,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
b2465,b2935,tktB,tktA,0.0,0.0,18414.902542343993,18414.902542343993,9207451271171996.0,-1.0000000022805087,0.87699721442697,0.87699721442697,-0.0,0.0,0.0,True,ISO,0.0,0.0,18414.902542343993,18414.902542343993,2,
b2935,b2464,tktA,talA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,TGT,0.0,0.0,0.0,0.0,0,
b2935,b2465,tktA,tktB,0.0,0.0,18414.902542343993,18414.902542343993,9207451271171996.0,-1.0000000022805087,0.87699721442697,0.87699721442697,-0.0,0.0,0.0,True,ISO+TGT,0.0,0.0,18414.902542343993,18414.902542343993,2,
b3011,b4269,yqhD,ahr,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
b3011,b3588,yqhD,aldB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
b3011,b0871,yqhD,poxB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269703,0.8769972144269703,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b4015,yqhD,aceA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269703,0.8769972144269703,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b3617,yqhD,kbl,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269703,0.8769972144269703,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b2988,yqhD,gss,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,3,
b3011,b2416,yqhD,ptsI,0.0,448.4367692909351,448.4367692909351,0.0,0.9999999999999979,-1.1280272271818603e-09,0.87699721442697,0.867593023657186,0.867593023657186,0.0,0.0,False,X,0.0,0.0,0.0,0.0,22,
b3011,b1767,yqhD,ansA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b2601,yqhD,aroF,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b0347,yqhD,mhpA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,3,
b3011,b1656,yqhD,sodB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b1465,yqhD,narV,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b2429,yqhD,murP,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,3,
b3011,b0861,yqhD,artM,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b3736,yqhD,atpF,0.0,19586.667612014615,19586.667612014615,0.0,0.9999999999999998,-3.704641038382306e-10,0.87699721442697,0.2849329232733675,0.2849329232733675,0.0,0.0,False,X,0.0,19586.667612014615,19586.667612014615,0.0,2,
b3011,b3732,yqhD,atpD,0.0,19586.667612014615,19586.667612014615,0.0,0.9999999999999998,-3.704641038382306e-10,0.87699721442697,0.2849329232733675,0.2849329232733675,0.0,0.0,False,X,0.0,19586.667612014615,19586.667612014615,0.0,2,
b3011,b3733,yqhD,atpG,0.0,19586.667612014615,19586.667612014615,0.0,0.9999999999999998,-3.704641038382306e-10,0.87699721442697,0.2849329232733675,0.2849329232733675,0.0,0.0,False,X,0.0,19586.667612014615,19586.667612014615,0.0,2,
b3011,b0341,yqhD,cynX,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b0934,yqhD,ssuC,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,4,
b3011,b1296,yqhD,puuP,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b3626,yqhD,waaJ,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b2871,yqhD,ygeX,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b3915,yqhD,fieF,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269703,0.8769972144269703,0.0,0.0,False,B,0.0,0.0,0.0,0.0,3,
b3011,b1857,yqhD,znuA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269703,0.8769972144269703,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b0696,yqhD,kdpC,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269703,0.8769972144269703,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b1186,yqhD,nhaB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269705,0.8769972144269705,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b3371,yqhD,frlB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b3748,yqhD,rbsD,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b2482,yqhD,hyfB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b1640,yqhD,anmK,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b0115,yqhD,aceF,0.0,569.3957161878707,569.3957161878707,0.0,0.9999999999999982,-1.1158099999519777e-09,0.87699721442697,0.8581964695522434,0.8581964695522434,0.0,0.0,False,X,0.0,0.0,0.0,0.0,2,
b3011,b0114,yqhD,aceE,0.0,569.3957161878707,569.3957161878707,0.0,0.9999999999999982,-1.1158099999519777e-09,0.87699721442697,0.8581964695522434,0.8581964695522434,0.0,0.0,False,X,0.0,0.0,0.0,0.0,2,
b3011,b3630,yqhD,waaP,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b4394,yqhD,yjjX,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,3,
b3011,b2146,yqhD,preT,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b0832,yqhD,gsiD,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269701,0.8769972144269701,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b3396,yqhD,mrcA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b0430,yqhD,cyoC,0.0,7798.596633039896,7798.596633039896,0.0,0.9999999999999999,-1.011038586185009e-09,0.87699721442697,0.7776142830847725,0.7776142830847725,0.0,0.0,False,X,0.0,7798.596633039896,7798.596633039896,0.0,2,
b3011,b0721,yqhD,sdhC,0.0,3719.237820017231,3719.237820017231,0.0,0.9999999999999998,-1.0945121475813835e-09,0.87699721442697,0.8418157926999568,0.8418157926999568,0.0,0.0,False,X,0.0,0.0,0.0,0.0,2,
b3011,b2276,yqhD,nuoN,0.0,3294.285861140926,3294.285861140926,0.0,0.9999999999999998,-9.86372761246912e-10,0.87699721442697,0.7586431920374903,0.7586431920374903,0.0,0.0,False,X,0.0,3294.285861140926,3294.285861140926,0.0,4,
b3011,b2278,yqhD,nuoL,0.0,3294.285861140926,3294.285861140926,0.0,0.9999999999999998,-9.86372761246912e-10,0.87699721442697,0.7586431920374903,0.7586431920374903,0.0,0.0,False,X,0.0,3294.285861140926,3294.285861140926,0.0,4,
b3011,b0681,yqhD,chiP,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b1473,yqhD,yddG,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269699,0.8769972144269699,0.0,0.0,False,B,0.0,0.0,0.0,0.0,4,
b3011,b0401,yqhD,brnQ,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.8769972144269699,0.8769972144269699,0.0,0.0,False,B,0.0,0.0,0.0,0.0,4,
b3011,b2842,yqhD,kduD,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3011,b4101,yqhD,phnG,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,2,
b3011,b2682,yqhD,ygaZ,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,B,0.0,0.0,0.0,0.0,1,
b3003,b3011,yghA,yqhD,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
b3003,b4269,yghA,ahr,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,0,
b3003,b3588,yghA,aldB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,0,
b0493,b3011,ybbO,yqhD,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
b0493,b3003,ybbO,yghA,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,0,
b0493,b4269,ybbO,ahr,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,0,
b0493,b3588,ybbO,aldB,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,0,
b3588,b4269,aldB,ahr,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,0,
b2411,b3996,ligA,nudC,0.0,0.0,0.0,0.0,0.5,-1.140254335396662e-09,0.87699721442697,0.87699721442697,0.87699721442697,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
b3008,b3708,metC,tnaA,0.0,0.04042550311489512,0.04042550311447393,-4.2119085996716876e-13,0.9999999999648442,-1.139949690198705e-09,0.87699721442697,0.8767628721873945,0.8767628721873945,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,2,
b3708,b4471,tnaA,tdcG,0.04042550311489512,0.0,0.04042550311489512,0.0,0.9999999999752631,-1.139949690198705e-09,0.8767628721873945,0.87699721442697,0.8767628721873945,0.0,0.0,False,ISO,0.0,0.0,0.0,0.0,1,
