t,growth,D1,D2,event,event_S,event_B,theta_deg
0.02,0.8769972144,0,nan,0,0,0,nan
0.01983333333,0.8769972144,0,0,0,0,0,0
0.01966666667,0.8769972144,0,0,0,0,0,0
0.0195,0.8769972144,0,0,0,0,0,0
0.01933333333,0.8769972144,0,0,0,0,0,0
0.01916666667,0.8769972144,0,0,0,0,0,0
0.019,0.8769972144,0,0,0,0,0,0
0.01883333333,0.8769972144,0,0,0,0,0,0
0.01866666667,0.8769972144,0,0,0,0,0,0
0.0185,0.8769972144,0,0,0,0,0,0
0.01833333333,0.8769972144,0,0,0,0,0,0
0.01816666667,0.8769972144,0,0,0,0,0,0
0.018,0.8769972144,0,0,0,0,0,0
0.01783333333,0.8769972144,0,0,0,0,0,0
0.01766666667,0.8769972144,0,0,0,0,0,0
0.0175,0.8769972144,0,0,0,0,0,0
0.01733333333,0.8769972144,0,0,0,0,0,0
0.01716666667,0.8769972144,0,0,0,0,0,0
0.017,0.8769972144,0,0,0,0,0,0
0.01683333333,0.8769972144,0,0,0,0,0,0
0.01666666667,0.8769972144,0,0,0,0,0,0
0.0165,0.8769972144,0,0,0,0,0,0
0.01633333333,0.8769972144,0,0,0,0,0,0
0.01616666667,0.8769972144,0,0,0,0,0,0
0.016,0.8769972144,0,0,0,0,0,0
0.01583333333,0.8769972144,0,0,0,0,0,0
0.01566666667,0.8769972144,0,0,0,0,0,0
0.0155,0.8769972144,0,0,0,0,0,0
0.01533333333,0.8769972144,0,0,0,0,0,0
0.01516666667,0.8769972144,0,0,0,0,0,0
0.015,0.8769972144,0,0,0,0,0,0
0.01483333333,0.8769972144,0,0,0,0,0,0
0.01466666667,0.8769972144,0,0,0,0,0,0
0.0145,0.8769972144,0,0,0,0,0,0
0.01433333333,0.8769972144,0,0,0,0,0,0
0.01416666667,0.8769972144,0,0,0,0,0,0
0.014,0.8769972144,0,0,0,0,0,0
0.01383333333,0.8769972144,0,0,0,0,0,0
0.01366666667,0.8769972144,0,0,0,0,0,0
0.0135,0.8769972144,0,0,0,0,0,0
0.01333333333,0.8769972144,0,0,0,0,0,0
0.01316666667,0.8769972144,0,0,0,0,0,0
0.013,0.8769972144,0,0,0,0,0,0
0.01283333333,0.8769972144,0,0,0,0,0,0
0.01266666667,0.8769972144,0,0,0,0,0,0
0.0125,0.8769972144,0,0,0,0,0,0
0.01233333333,0.8769972144,0,0,0,0,0,0
0.01216666667,0.8769972144,0,0,0,0,0,0
0.012,0.8769972144,0,0,0,0,0,0
0.01183333333,0.8769972144,0,0,0,0,0,0
0.01166666667,0.8769972144,0,0,0,0,0,0
0.0115,0.8769972144,0,0,0,0,0,0
0.01133333333,0.8769972144,0,0,0,0,0,0
0.01116666667,0.8769972144,0,0,0,0,0,0
0.011,0.8769972144,0,0,0,0,0,0
0.01083333333,0.8769972144,0,0,0,0,0,0
0.01066666667,0.8769972144,0,0,0,0,0,0
0.0105,0.8769972144,0,0,0,0,0,0
0.01033333333,0.8769972144,0,0,0,0,0,0
0.01016666667,0.8769972144,0,0,0,0,0,0
0.01,0.8769972144,0,0,0,0,0,0
0.009833333333,0.8769972144,0,0,0,0,0,0
