t,growth,D1,D2,event,event_S,event_B,theta_deg
0.02,0.8769972144,1.76192394e-12,nan,0,0,0,nan
0.01983333333,0.8769972144,1.76192394e-12,3.52384788e-12,0,0,0,179.9999991
0.01966666667,0.8769972144,7.993605777e-15,1.764588475e-12,0,0,0,87.87155784
0.0195,0.8769972144,7.993605777e-15,1.598721155e-14,0,0,0,180
0.01933333333,0.8769972144,1.76192394e-12,1.764588475e-12,0,0,0,87.87155784
0.01916666667,0.8769972144,3.286704242e-12,4.859668223e-12,0,0,0,125.8819461
0.019,0.8769972144,2.602806859e-12,5.000444503e-12,0,0,0,129.6122791
0.01883333333,0.8769972144,7.993605777e-15,2.603695037e-12,0,0,0,92.41815827
0.01866666667,0.8769972144,7.993605777e-15,1.598721155e-14,0,0,0,180
0.0185,0.8769972144,1.76192394e-12,1.764588475e-12,0,0,0,87.87155784
0.01833333333,0.8769972144,1.76192394e-12,3.52384788e-12,0,0,0,179.9999991
0.01816666667,0.8769972144,0,1.76192394e-12,0,0,0,0
0.018,0.8769972144,0,0,0,0,0,0
0.01783333333,0.8769972144,0,0,0,0,0,0
0.01766666667,0.8769972144,0,0,0,0,0,0
0.0175,0.8769972144,0,0,0,0,0,0
0.01733333333,0.8769972144,0,0,0,0,0,0
0.01716666667,0.8769972144,0,0,0,0,0,0
0.017,0.8769972144,2.72581957e-12,2.72581957e-12,0,0,0,0
0.01683333333,0.8769972144,5.01439168e-11,4.817748978e-11,0,0,0,22.87088595
0.01666666667,0.8769972144,5.28848354e-11,1.026868035e-10,0,0,0,178.6347447
0.0165,0.8769972144,5.28848354e-11,1.057696708e-10,0,0,0,180
0.01633333333,0.8769972144,5.01439168e-11,1.026868035e-10,0,0,0,178.6347447
0.01616666667,0.8769972144,5.01439168e-11,1.002878336e-10,0,0,0,179.9999988
0.016,0.8769972144,0,5.01439168e-11,0,0,0,0
0.01583333333,0.8769972144,0,0,0,0,0,0
0.01566666667,0.8769972144,5.98361638e-11,5.98361638e-11,0,0,0,0
0.0155,0.8769972144,0,5.98361638e-11,0,0,0,0
0.01533333333,0.8769972144,0,0,0,0,0,0
0.01516666667,0.8769972144,0,0,0,0,0,0
0.015,0.8769972144,0,0,0,0,0,0
0.01483333333,0.8769972144,5.98361638e-11,5.98361638e-11,0,0,0,0
0.01466666667,0.8769972144,5.98361638e-11,1.196723276e-10,0,0,0,180
0.0145,0.8769972144,0,5.98361638e-11,0,0,0,0
0.01433333333,0.8769972144,0,0,0,0,0,0
0.01416666667,0.8769972144,0,0,0,0,0,0
0.014,0.8769972144,0,0,0,0,0,0
0.01383333333,0.8769972144,0,0,0,0,0,0
0.01366666667,0.8769972144,0,0,0,0,0,0
0.0135,0.8769972144,7.747136266e-12,7.747136266e-12,0,0,0,0
0.01333333333,0.8769972144,2.724931392e-12,5.998312957e-12,0,0,0,22.7472512
0.01316666667,0.8769972144,3.139710714e-12,4.874323167e-12,0,0,0,128.4555677
0.013,0.8769972144,0,3.139710714e-12,0,0,0,0
0.01283333333,0.8769972144,0,0,0,0,0,0
0.01266666667,0.8769972144,0,0,0,0,0,0
0.0125,0.8769972144,0,0,0,0,0,0
0.01233333333,0.8769972144,1.761035762e-12,1.761035762e-12,0,0,0,0
0.01216666667,0.8769972144,1.761035762e-12,3.522071523e-12,0,0,0,179.9999991
0.012,0.8769972144,0,1.761035762e-12,0,0,0,0
0.01183333333,0.8769972144,4.301850542e-11,4.301850542e-11,0,0,0,0
0.01166666667,0.8769972144,4.301850542e-11,8.603701085e-11,0,0,0,180
0.0115,0.8769972144,0,4.301850542e-11,0,0,0,0
0.01133333333,0.8769972144,5.28848354e-11,5.28848354e-11,0,0,0,0
0.01116666667,0.8769972144,5.28848354e-11,1.057696708e-10,0,0,0,180
0.011,0.8769972144,0,5.28848354e-11,0,0,0,0
0.01083333333,0.8769972144,0,0,0,0,0,0
0.01066666667,0.8769972144,4.301850542e-11,4.301850542e-11,0,0,0,0
0.0105,0.8769972144,4.301850542e-11,8.603701085e-11,0,0,0,180
0.01033333333,0.8769972144,0,4.301850542e-11,0,0,0,0
0.01016666667,0.8769972144,0,0,0,0,0,0
0.01,0.8769972144,8.918643601e-12,8.918643601e-12,0,0,0,0
0.009833333333,0.8769972144,7.875033958e-12,1.644107073e-11,0,0,0,167.174315
0.009666666667,0.8769972144,7.993605777e-15,7.875922137e-12,0,0,0,91.66205499
0.0095,0.8769972144,1.804556504e-12,1.807221039e-12,0,0,0,87.92272716
0.009333333333,0.8769972144,8.961276166e-12,1.058175769e-11,0,0,0,102.266605
0.009166666667,0.8769972144,0,8.961276166e-12,0,0,0,0
0.009,0.8769972144,8.961276166e-12,8.961276166e-12,0,0,0,0
0.008833333333,0.8769972144,8.961276166e-12,1.792255233e-11,0,0,0,179.9999988
0.008666666667,0.8769972144,8.961276166e-12,1.792255233e-11,0,0,0,179.9999988
0.0085,0.8769972144,8.961276166e-12,1.792255233e-11,0,0,0,179.9999988
0.008333333333,0.8769972144,8.961276166e-12,1.792255233e-11,0,0,0,179.9999988
0.008166666667,0.8769972144,1.804556504e-12,1.058175769e-11,0,0,0,102.266605
0.008,0.8769972144,1.804556504e-12,3.609113008e-12,0,0,0,180
0.007833333333,0.8769972144,4.825593094e-11,4.975428794e-11,0,0,0,93.43608457
0.007666666667,0.8769972144,0,4.825593094e-11,0,0,0,0
0.0075,0.8769972144,0,0,0,0,0,0
0.007333333333,0.8769972144,0,0,0,0,0,0
0.007166666667,0.8769972144,4.513087517e-11,4.513087517e-11,0,0,0,0
0.007,0.8769972144,0,4.513087517e-11,0,0,0,0
0.006833333333,0.8769972144,0,0,0,0,0,0
0.006666666667,0.8769972144,3.139710714e-12,3.139710714e-12,0,0,0,0
0.0065,0.8769972144,3.139710714e-12,6.279421427e-12,0,0,0,180
0.006333333333,0.8769972144,0,3.139710714e-12,0,0,0,0
0.006166666667,0.8769972144,0,0,0,0,0,0
0.006,0.8769972144,0,0,0,0,0,0
0.005833333333,0.8769972144,0,0,0,0,0,0
0.005666666667,0.8769972144,3.139710714e-12,3.139710714e-12,0,0,0,0
0.0055,0.8769972144,3.139710714e-12,6.279421427e-12,0,0,0,180
0.005333333333,0.8769972144,0,3.139710714e-12,0,0,0,0
0.005166666667,0.8769972144,0,0,0,0,0,0
0.005,0.8769972144,0,0,0,0,0,0
0.004833333333,0.8769972144,4.43586813e-11,4.43586813e-11,0,0,0,0
0.004666666667,0.8769972144,4.640237984e-11,9.075395571e-11,0,0,0,178.551242
0.0045,0.8769972144,3.139710714e-12,4.937089417e-11,0,0,0,147.0701164
0.004333333333,0.8769972144,0,3.139710714e-12,0,0,0,0
0.004166666667,0.8769972144,5.96855898e-13,5.96855898e-13,0,0,0,0
0.004,0.8769972144,0,5.96855898e-13,0,0,0,0
0.003833333333,0.8769972144,0,0,0,0,0,0
0.003666666667,0.8769972144,3.693934048e-12,3.693934048e-12,0,0,0,0
0.0035,0.8769972144,3.693934048e-12,7.387868095e-12,0,0,0,180
0.003333333333,0.8769972144,0,3.693934048e-12,0,0,0,0
0.003166666667,0.8769972144,3.693934048e-12,3.693934048e-12,0,0,0,0
0.003,0.8769972144,3.693934048e-12,7.387868095e-12,0,0,0,180
0.002833333333,0.8769972144,0,3.693934048e-12,0,0,0,0
0.002666666667,0.8769972144,5.96855898e-13,5.96855898e-13,0,0,0,0
0.0025,0.8769972144,0,5.96855898e-13,0,0,0,0
0.002333333333,0.8769972144,0,0,0,0,0,0
0.002166666667,0.8769972144,0,0,0,0,0,0
0.002,0.8769972144,4.068259618e-11,4.068259618e-11,0,0,0,0
0.001833333333,0.8769972144,4.342351478e-11,8.376416227e-11,0,0,0,178.3377544
0.001666666667,0.8769972144,0,4.342351478e-11,0,0,0,0
0.0015,0.8769972144,4.328140624e-11,4.328140624e-11,0,0,0,0
0.001333333333,0.8769972144,4.273872922e-11,8.556183539e-11,0,0,0,177.4729923
