g1,g2,n1,n2,chi,kappa_moma_i,kappa_moma_j,kappa_moma_ij_ifirst,kappa_moma_ij_jfirst,kappa_path_asymmetry,h_loop_ifirst,h_loop_jfirst,h_loop_asym,eps_add,kappa_i,kappa_j,kappa_ij,SL,panel
b3654,b3664,xanP,adeQ,9.717573566572074e-11,7.1529686982320385e-22,5.195449018867153e-29,7.1529686982320385e-22,3.220967159249587e-23,6.83087198230708e-22,1.6656385303730617e-10,2.6121108171322688e-11,1.6059508522017172e-10,0.0,0.0,0.0,0.0,False,ISO
b3750,b4230,rbsC,ytfT,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b0973,b2720,hyaB,hycF,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b2242,b2601,glpB,aroF,9.643742510286046e-14,1.962425993169925e-24,5.195449018867153e-29,1.962425993169925e-24,1.9294326505512513e-24,3.299334261867367e-26,2.7857830703570874e-13,4.7402434351933616e-12,4.692456288469656e-12,0.0,0.0,0.0,0.0,False,B
b2784,b3650,relA,spoT,0.0,2.7547408385423013e-27,2.7547408385423013e-27,5.10445255329461e-27,5.10445255329461e-27,0.0,4.401663627411957e-13,4.401663627411957e-13,0.0,0.0,0.0,0.0,0.0,False,ISO
b1767,b1186,ansA,nhaB,3.603439411517127e-14,5.195449018867153e-29,2.4614458773410447e-29,5.822609979889852e-29,2.5267334308338505e-29,3.295876549056001e-29,5.755215123304995e-14,6.894179966357916e-14,6.275990630441315e-14,0.0,0.0,0.0,0.0,False,B
b4015,b2988,aceA,gss,1.4872434457336185e-14,6.104903059587744e-29,5.195449018867153e-29,6.104903059587744e-29,7.312285492478377e-29,1.2073824328906327e-29,1.1073649237028837e-13,5.337649543176251e-14,1.0533903304720102e-13,0.0,0.0,0.0,0.0,False,B
b3617,b2429,kbl,murP,4.4636838683453494e-13,9.289669674273573e-26,5.195449018867153e-29,9.289669674273573e-26,1.9888950663107616e-25,1.0599280988834043e-25,1.0570834051334672e-12,1.3833409729416642e-12,9.993786475742005e-13,0.0,0.0,0.0,0.0,False,B
b0126,b3396,|can|,mrcA,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b2988,b1656,gss,sodB,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b2871,b1640,ygeX,anmK,3.6368911354722755e-14,5.195449018867153e-29,3.923131542640788e-27,4.229183312100229e-27,3.923131542640788e-27,3.060517694594411e-28,2.1779144243269655e-13,1.5044588165217404e-13,1.821450800398931e-13,0.0,0.0,0.0,0.0,False,B
b0431,b2277,cyoB,nuoM,3.483417500548092,4404.578001075382,3723.284124901975,9419.122069367026,9461.384289142008,42.26221977498244,251.59678077533107,251.55204588087392,3.4834175005479753,-181.53889341990407,7798.596633039896,3294.285861140926,10911.343600760918,False,A
b2242,b1656,glpB,sodB,9.643742510286046e-14,1.962425993169925e-24,5.195449018867153e-29,1.962425993169925e-24,1.9294326505512513e-24,3.299334261867367e-26,2.7857830703570874e-13,4.7402434351933616e-12,4.692456288469656e-12,0.0,0.0,0.0,0.0,False,B
b1465,b0832,narV,gsiD,4.9338354582428856e-14,5.195449018867153e-29,6.373401703849865e-24,6.3399243684784126e-24,6.373401703849865e-24,3.347733537145276e-26,8.529247573458993e-12,6.43362419693818e-12,1.009399828812816e-11,0.0,0.0,0.0,0.0,False,B
b2482,b2719,hyfB,hycG,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b0431,b2282,cyoB,nuoH,3.483417500548092,4404.578001075382,3723.284124901975,9419.122069367026,9461.384289142008,42.26221977498244,251.59678077533107,251.55204588087392,3.4834175005479753,-181.53889341990407,7798.596633039896,3294.285861140926,10911.343600760918,False,A
b0577,b0808,ybdG,ybiO,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b1465,b0696,narV,kdpC,2.1290301899420645e-13,5.195449018867153e-29,4.197777330611382e-28,7.027883586966427e-28,4.197777330611382e-28,2.8301062563550447e-28,1.346688604764e-13,1.4370826352884164e-13,2.346908779783056e-13,0.0,0.0,0.0,0.0,False,B
b4015,b4394,aceA,yjjX,1.4872434457336185e-14,6.104903059587744e-29,5.195449018867153e-29,6.104903059587744e-29,7.312285492478377e-29,1.2073824328906327e-29,1.1073649237028837e-13,5.337649543176251e-14,1.0533903304720102e-13,0.0,0.0,0.0,0.0,False,B
b1656,b3908,sodB,sodA,0.0,5.195449018867153e-29,5.195449018867153e-29,1.113328182765367e-05,1.113328182765367e-05,0.0,0.008920662459093164,0.008920662459093164,0.0,1.0685676386289026e-05,0.0,0.0,1.0685676386289026e-05,False,ISO
b0896,b1590,dmsC,ynfH,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b3925,b4232,glpX,fbp,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b3011,b3733,yqhD,atpG,9.452110348717187e-07,5.195449018867153e-29,9110.51178279249,9110.511781432264,9110.51178279249,1.360225724056363e-06,272.9656969818416,272.96569698184163,9.452111198382578e-07,0.0,0.0,19586.667612014615,19586.667612014615,False,X
b3011,b3748,yqhD,rbsD,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b1489,b3032,dosP,cpdA,7.089456680553046e-13,5.143520742198599e-25,5.195449018867153e-29,5.143520742198599e-25,7.337832631505954e-25,2.194311889307355e-25,2.5789739731506945e-12,4.083344283199776e-12,4.507029791780672e-12,0.0,0.0,0.0,0.0,False,ISO
b0430,b2276,cyoC,nuoN,3.483417500548092,4404.578001075382,3723.284124901975,9419.122069367026,9461.384289142008,42.26221977498244,251.59678077533107,251.55204588087392,3.4834175005479753,-181.53889341990407,7798.596633039896,3294.285861140926,10911.343600760918,False,A
b2918,b3590,argK,selB,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b1225,b1468,narH,narZ,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b2416,b2277,ptsI,nuoM,0.3656596705016677,469.65368280477867,3723.284124901975,4337.8602531341,4337.287664202542,0.5725889315581298,179.5108070291364,179.50376193611459,0.3656596705018146,188.32137244331398,448.4367692909351,3294.285861140926,3931.044002875175,False,A
b2482,b0681,hyfB,chiP,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b1487,b3542,ddpA,dppC,1.290325268507586e-13,5.195449018867153e-29,3.2904202779531416e-28,3.3529113277890947e-25,3.4079635146387074e-25,5.505218684961278e-27,1.909045214449709e-12,1.9000802975688248e-12,2.092277494523446e-12,0.0,0.0,0.0,0.0,False,ISO
b2279,b2280,nuoK,nuoJ,0.0,3723.284124901975,3723.284124901975,3723.284124901975,3723.284124901975,0.0,124.81676294043338,124.81676294043338,0.0,-3294.285861140926,3294.285861140926,3294.285861140926,3294.285861140926,False,A
b3731,b2277,atpC,nuoM,226.48252944535557,9110.51178279249,3723.284124901975,9110.51178279249,11494.996992553932,2384.485209761442,272.96569698184186,295.15464379674967,226.4825294453556,-3240.7517372117595,19586.667612014615,3294.285861140926,19640.20173594378,False,A
b2429,b2871,murP,ygeX,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b2416,b0721,ptsI,sdhC,28.72667239926433,469.65368280477867,596.1252493757021,964.8476179467631,1088.5044227156343,123.65680476887121,218.80178680684045,232.47645986170699,28.726672399477685,-57.50318069365312,448.4367692909351,3719.237820017231,4110.171408614513,False,A
b3738,b0721,atpB,sdhC,177.16540080371055,9110.51178279249,596.1252493757021,9754.859593108256,9998.130095920293,243.27050281203628,387.2082488576243,433.5735588520876,177.16540080371064,-3719.2378200169073,19586.667612014615,3719.237820017231,19586.66761201494,False,A
b0116,b0721,lpd,sdhC,39.84149357122622,760.3104221110207,596.1252493757021,1390.4261051977328,1472.1138437035288,81.687738505796,251.52204201051785,254.4999767006861,39.841493571226366,-1552.766293536311,1782.1701777090755,3719.237820017231,3948.6417041899954,False,A
b0934,b2842,ssuC,kduD,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b3735,b2282,atpH,nuoH,226.48252944535557,9110.51178279249,3723.284124901975,9110.51178279249,11494.996992553932,2384.485209761442,272.96569698184186,295.15464379674967,226.4825294453556,-3240.7517372117595,19586.667612014615,3294.285861140926,19640.20173594378,False,A
b3752,b1296,rbsK,puuP,3.092187964015558e-14,7.1863105633994275e-28,5.195449018867153e-29,7.1863105633994275e-28,1.2494888522655554e-27,5.308577959256127e-28,2.1055591356725436e-13,1.4722476167870757e-13,1.5062720768925866e-13,0.0,0.0,0.0,0.0,False,B
b3617,b2415,kbl,ptsH,0.027512494580926868,9.289669674273573e-26,469.65368280477867,469.8198187847394,469.65368280477867,0.16613597996075669,54.7126703868051,54.712670386902914,0.027512494665706985,-9.094947017729282e-12,0.0,448.4367692909351,448.436769290926,False,X
b2464,b0008,talA,talB,0.0,5.195449018867153e-29,5.195449018867153e-29,2.5996210878539006e-28,2.5996210878539006e-28,0.0,1.0012428444830881e-13,1.0012428444830881e-13,0.0,0.0,0.0,0.0,0.0,False,TGT
b2601,b1640,aroF,anmK,3.6368911354722755e-14,5.195449018867153e-29,3.923131542640788e-27,4.229183312100229e-27,3.923131542640788e-27,3.060517694594411e-28,2.1779144243269655e-13,1.5044588165217404e-13,1.821450800398931e-13,0.0,0.0,0.0,0.0,False,B
b0925,b1113,ldtD,ldtC,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b2481,b2721,hyfA,hycE,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b0116,b3731,lpd,atpC,119.43664006550162,760.3104221110207,9110.51178279249,9217.834182553288,9614.284521080453,396.4503385271655,383.386062103771,394.2998023287213,119.43664006550162,-1775.9867486047951,1782.1701777090755,19586.667612014615,19592.851041118894,False,A
b2242,b4394,glpB,yjjX,9.643742510286046e-14,1.962425993169925e-24,5.195449018867153e-29,1.962425993169925e-24,1.9294326505512513e-24,3.299334261867367e-26,2.7857830703570874e-13,4.7402434351933616e-12,4.692456288469656e-12,0.0,0.0,0.0,0.0,False,B
b1243,b2178,oppA,yejB,0.0,5.195449018867153e-29,5.195449018867153e-29,1.481536735893901e-23,1.481536735893901e-23,0.0,8.717086043687371e-12,8.717086043687371e-12,0.0,0.0,0.0,0.0,0.0,False,ISO
