g1,g2,n1,n2,chi,kappa_moma_i,kappa_moma_j,kappa_moma_ij_ifirst,kappa_moma_ij_jfirst,kappa_path_asymmetry,h_loop_ifirst,h_loop_jfirst,h_loop_asym,eps_add,kappa_i,kappa_j,kappa_ij,SL,panel
b0861,b1473,artM,yddG,5.814220793663445e-14,5.195449018867153e-29,1.5150650414148662e-27,1.1704294373196283e-27,1.5150650414148662e-27,3.4463560409523784e-28,1.8472837043979169e-13,1.417494079352413e-13,1.800025472575048e-13,0.0,0.0,0.0,0.0,False,B
b0347,b0832,mhpA,gsiD,4.9338354582428856e-14,5.195449018867153e-29,6.373401703849865e-24,6.3399243684784126e-24,6.373401703849865e-24,3.347733537145276e-26,8.529247573458993e-12,6.43362419693818e-12,1.009399828812816e-11,0.0,0.0,0.0,0.0,False,B
b1225,b1465,narH,narV,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b0341,b0724,cynX,sdhB,2.0770591095758365e-12,5.195449018867153e-29,596.1252493757021,596.1252493757017,596.1252493757019,1.1368683772161603e-13,178.9227703874942,178.92277038749452,1.9629584824952013e-12,0.0,0.0,3719.237820017231,3719.237820017231,False,X
b3734,b2283,atpA,nuoG,226.48252944535557,9110.51178279249,3723.284124901975,9110.51178279249,11494.996992553932,2384.485209761442,272.96569698184186,295.15464379674967,226.4825294453556,-3240.7517372117595,19586.667612014615,3294.285861140926,19640.20173594378,False,A
b3415,b4265,gntT,idnT,5.022733166949495e-12,5.195449018867153e-29,4.5187079304942445e-24,1.9997466295948713e-24,7.966898842400146e-24,5.967152212805275e-24,5.1636935734352475e-12,7.607137602579759e-12,8.270484901092776e-12,0.0,0.0,0.0,0.0,False,ISO
b4232,b3371,fbp,frlB,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,B
b3664,b3714,adeQ,adeP,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b2724,b2995,hycB,hybB,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b0241,b0681,phoE,chiP,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b2287,b2682,nuoB,ygaZ,7.09207814164568e-13,3723.284124901975,5.195449018867153e-29,3723.284124901975,3723.284124901973,1.8189894035458565e-12,124.81676294043353,124.81676294043339,9.2597748096475e-13,0.0,3294.285861140926,0.0,3294.285861140926,False,X
b2276,b2285,nuoN,nuoE,0.0,3723.284124901975,3723.284124901975,3723.284124901975,3723.284124901975,0.0,124.81676294043338,124.81676294043338,0.0,-3294.285861140926,3294.285861140926,3294.285861140926,3294.285861140926,False,A
b0726,b2283,sucA,nuoG,0.40629493749982915,177.4662597354589,3723.284124901975,3907.840701927686,3907.3396157640727,0.5010861636133086,158.81245349247462,158.80537005375507,0.4062949375006353,532.0831958060849,205.2302357589819,3294.285861140926,4031.599292705993,False,A
b0126,b1186,|can|,nhaB,3.603439411517127e-14,5.195449018867153e-29,2.4614458773410447e-29,5.822609979889852e-29,2.5267334308338505e-29,3.295876549056001e-29,5.755215123304995e-14,6.894179966357916e-14,6.275990630441315e-14,0.0,0.0,0.0,0.0,False,B
b0721,b2285,sdhC,nuoE,101.28580689036127,596.1252493757021,3723.284124901975,4457.314257366219,4409.743367872508,47.57088949371064,294.7488844891265,277.50572552423955,101.28580689036143,9792.82985718344,3719.237820017231,3294.285861140926,16806.3535383416,False,A
b2486,b2724,hyfF,hycB,0.0,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,5.195449018867153e-29,0.0,2.863199319461465e-14,2.863199319461465e-14,0.0,0.0,0.0,0.0,0.0,False,ISO
b0116,b2280,lpd,nuoJ,79.43284007418254,760.3104221110207,3723.284124901975,3596.3632533561163,3651.3049099808727,54.94165662475643,193.77656860838434,194.744471276631,79.43284007418264,-1037.0039473937136,1782.1701777090755,3294.285861140926,4039.452091456288,False,A
